"muiid","MLRARSYM","affinity","LRU","best","ofbest","compname","coiid","dmuiid","nationalmusym","muname","tgs","majcompflag","comppct_r","taxorder","taxsubgrp","taxclname","drainagecl","slope_r","carbdepth","rockdepth","T50_frag","T50_sand","T50_silt","T50_clay","T50_OM","T50_AWC","T50_pH","T150_frag","T150_sand","T150_silt","T150_clay","T150_OM","T150_AWC","flood","humicdepth","ec","pmkind","pmorigin","landform_string","hydricrating","Bhs","Water_Table","Site"
185005,"98",18.0034139981329,"98",81.9965860018671,21.9562970557372,"Muskego",286302,155006,"66hx","Toto muck, undrained, 0 to 1 percent slopes",NA,FALSE,10,"histosols","limnic haplosaprists","Coprogenous, euic, mesic Limnic Haplosaprists","very poorly",1,69,250,0,0,0,0,75,20.0000002980232,6.5,2.16,0,0,0,53.4,44.6099998801947,"none",203,0,"organic, herbaceous material & coprogenic material",NA,"depression & lake plain & outwash plain & till plain","yes","no",0,"M2 Mucky Depression"
185006,"111C",3.49489427579723,"111C",96.5051057242028,3.6214604912046,"Edselton",286300,155005,"66hy","Toto muck, drained, 0 to 1 percent slopes",18.4174161911011,FALSE,5,"histosols","limnic haplosaprists","Marly, euic, mesic Limnic Haplosaprists","very poorly",1,53,250,0,0,0,0,75,20.0000002980232,6.75,0,25.3666666666667,30.6466666666667,8.65333333333333,31.1560000022252,22.8800002783537,"none",122,0,"organic, herbaceous material & marl & outwash",NA,"depression & lake plain & till plain & outwash plain","yes","no",0,"M2 Mucky Depression"
185006,"111C",3.49489427579723,"111C",96.5051057242028,3.6214604912046,"Madaus",286299,155005,"66hy","Toto muck, drained, 0 to 1 percent slopes",18.4174161911011,FALSE,5,"inceptisols","histic humaquepts","Coarse-silty over sandy or sandy-skeletal, carbonatic over mixed, mesic Histic Humaquepts","very poorly",1,23,250,0,9.18,35.1,9.72,39.9,9.20000013709068,7.59400020599365,1.49333333333333,28.7666666666667,43.6466666666667,12.2533333333333,18.1560000022252,11.4400000870228,"none",122,0,"organic, herbaceous material & marl & outwash",NA,"depression & lake plain & outwash plain & till plain","yes","no",0,"Not"
185006,"111C",3.49489427579723,"111C",96.5051057242028,3.6214604912046,"Toto",283298,155005,"66hy","Toto muck, drained, 0 to 1 percent slopes",18.4174161911011,TRUE,70,"histosols","limnic haplosaprists","Coprogenous, euic, mesic Limnic Haplosaprists","very poorly",1,61,250,0,0,0,0,75,20.0000002980232,6.73,1.06,35.9466666666667,10.16,3.22666666666667,35.8416666666667,30.7300001941621,"none",97,0,"organic, herbaceous material & coprogenic material & marl & outwash",NA,"depression & outwash plain","yes","no",0,"M2 Mucky Depression"
185006,"111C",3.49489427579723,"111C",96.5051057242028,3.6214604912046,"Ackerman",286297,155005,"66hy","Toto muck, drained, 0 to 1 percent slopes",18.4174161911011,FALSE,10,"inceptisols","histic humaquepts","Sandy, mixed, mesic Histic Humaquepts","very poorly",0.5,20,250,0,25.2,1.96,0.84,41.2840000033379,12.3400000184774,7.14,0,68.4,5.32,2.28,13.9613333423932,19.3400000482798,"none",36,0,"organic, herbaceous material & coprogenic material & outwash",NA,"depression & outwash plain","yes","no",0,"Not"
185006,"111C",3.49489427579723,"111C",96.5051057242028,3.6214604912046,"Muskego",286298,155005,"66hy","Toto muck, drained, 0 to 1 percent slopes",18.4174161911011,FALSE,10,"histosols","limnic haplosaprists","Coprogenous, euic, mesic Limnic Haplosaprists","very poorly",1,69,250,0,0,0,0,75,20.0000002980232,6.73,2.16,0,0,0,53.4,44.6099998801947,"none",203,0,"organic, herbaceous material & coprogenic material",NA,"depression & lake plain & outwash plain & till plain","yes","no",0,"M2 Mucky Depression"
185006,"98",96.5051057242028,"98",96.5051057242028,100,"Edselton",286300,155005,"66hy","Toto muck, drained, 0 to 1 percent slopes",18.4174161911011,FALSE,5,"histosols","limnic haplosaprists","Marly, euic, mesic Limnic Haplosaprists","very poorly",1,53,250,0,0,0,0,75,20.0000002980232,6.75,0,25.3666666666667,30.6466666666667,8.65333333333333,31.1560000022252,22.8800002783537,"none",122,0,"organic, herbaceous material & marl & outwash",NA,"depression & lake plain & till plain & outwash plain","yes","no",0,"M2 Mucky Depression"
185006,"98",96.5051057242028,"98",96.5051057242028,100,"Madaus",286299,155005,"66hy","Toto muck, drained, 0 to 1 percent slopes",18.4174161911011,FALSE,5,"inceptisols","histic humaquepts","Coarse-silty over sandy or sandy-skeletal, carbonatic over mixed, mesic Histic Humaquepts","very poorly",1,23,250,0,9.18,35.1,9.72,39.9,9.20000013709068,7.59400020599365,1.49333333333333,28.7666666666667,43.6466666666667,12.2533333333333,18.1560000022252,11.4400000870228,"none",122,0,"organic, herbaceous material & marl & outwash",NA,"depression & lake plain & outwash plain & till plain","yes","no",0,"Not"
185006,"98",96.5051057242028,"98",96.5051057242028,100,"Toto",283298,155005,"66hy","Toto muck, drained, 0 to 1 percent slopes",18.4174161911011,TRUE,70,"histosols","limnic haplosaprists","Coprogenous, euic, mesic Limnic Haplosaprists","very poorly",1,61,250,0,0,0,0,75,20.0000002980232,6.73,1.06,35.9466666666667,10.16,3.22666666666667,35.8416666666667,30.7300001941621,"none",97,0,"organic, herbaceous material & coprogenic material & marl & outwash",NA,"depression & outwash plain","yes","no",0,"M2 Mucky Depression"
185006,"98",96.5051057242028,"98",96.5051057242028,100,"Ackerman",286297,155005,"66hy","Toto muck, drained, 0 to 1 percent slopes",18.4174161911011,FALSE,10,"inceptisols","histic humaquepts","Sandy, mixed, mesic Histic Humaquepts","very poorly",0.5,20,250,0,25.2,1.96,0.84,41.2840000033379,12.3400000184774,7.14,0,68.4,5.32,2.28,13.9613333423932,19.3400000482798,"none",36,0,"organic, herbaceous material & coprogenic material & outwash",NA,"depression & outwash plain","yes","no",0,"Not"
185006,"98",96.5051057242028,"98",96.5051057242028,100,"Muskego",286298,155005,"66hy","Toto muck, drained, 0 to 1 percent slopes",18.4174161911011,FALSE,10,"histosols","limnic haplosaprists","Coprogenous, euic, mesic Limnic Haplosaprists","very poorly",1,69,250,0,0,0,0,75,20.0000002980232,6.73,2.16,0,0,0,53.4,44.6099998801947,"none",203,0,"organic, herbaceous material & coprogenic material",NA,"depression & lake plain & outwash plain & till plain","yes","no",0,"M2 Mucky Depression"
185007,"98",100,"98",100,100,"Water",285925,154986,"66hz","Edwards muck, undrained, 0 to 1 percent slopes",NA,FALSE,5,NA,NA,NA,NA,0,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,NA,"no","no",250,"Not"
185007,"98",100,"98",100,100,"Edwards",283276,154986,"66hz","Edwards muck, undrained, 0 to 1 percent slopes",NA,TRUE,75,"histosols","limnic haplosaprists","Marly, euic, mesic Limnic Haplosaprists","very poorly",0.5,61,250,0,0,0,0,75,20.0000002980232,6.5,0,10.0866666666667,38.5666666666667,10.68,36.4333333333333,24.4000003635883,"none",203,0,"organic, herbaceous material & marl",NA,"depression & lake plain & outwash plain & till plain","yes","no",0,"M2 Mucky Depression"
185007,"98",100,"98",100,100,"Adrian",286083,154986,"66hz","Edwards muck, undrained, 0 to 1 percent slopes",NA,FALSE,5,"histosols","terric haplosaprists","Sandy or sandy-skeletal, mixed, euic, mesic Terric Haplosaprists","very poorly",1,86,250,0,0,0,0,75,20.0000002980232,6.5,3.84,37.9733333333333,2.56,2.13333333333333,43.1280000050863,38.2400004267693,"none",86,0,"organic, herbaceous material & outwash",NA,"depression & lake plain & outwash plain & till plain","yes","no",0,"M2 Mucky Depression"
185007,"98",100,"98",100,100,"Houghton",286074,154986,"66hz","Edwards muck, undrained, 0 to 1 percent slopes",NA,FALSE,7,"histosols","typic haplosaprists","Euic, mesic Typic Haplosaprists","very poorly",1,250,250,0,0,0,0,75,20.0000002980232,6.5,0,0,0,0,75,60.0000008940697,"none",203,0,"organic, herbaceous material",NA,"depression & lake plain & outwash plain & till plain","yes","no",0,"M2 Mucky Depression"
185007,"98",100,"98",100,100,"Madaus",286084,154986,"66hz","Edwards muck, undrained, 0 to 1 percent slopes",NA,FALSE,8,"inceptisols","histic humaquepts","Coarse-silty over sandy or sandy-skeletal, carbonatic over mixed, mesic Histic Humaquepts","very poorly",1,23,250,0,9.18,35.1,9.72,39.9,9.20000013709068,7.36400020599365,1.49333333333333,28.7666666666667,43.6466666666667,12.2533333333333,18.1560000022252,11.4400000870228,"none",122,0,"organic, herbaceous material & marl & outwash",NA,"depression & till plain & lake plain & outwash plain","yes","no",0,"Not"
185008,"111C",53.1136344347707,"111C",53.1136344347707,100,"Madaus",286073,154985,"66j0","Edwards muck, drained, 0 to 1 percent slopes",NA,FALSE,8,"inceptisols","histic humaquepts","Coarse-silty over sandy or sandy-skeletal, carbonatic over mixed, mesic Histic Humaquepts","very poorly",1,23,250,0,9.18,35.1,9.72,39.9,9.20000013709068,7.59400020599365,1.49333333333333,28.7666666666667,43.6466666666667,12.2533333333333,18.1560000022252,11.4400000870228,"none",122,0,"organic, herbaceous material & marl & outwash",NA,"depression & lake plain & outwash plain & till plain","yes","no",0,"Not"
185008,"111C",53.1136344347707,"111C",53.1136344347707,100,"Adrian",286072,154985,"66j0","Edwards muck, drained, 0 to 1 percent slopes",NA,FALSE,5,"histosols","terric haplosaprists","Sandy or sandy-skeletal, mixed, euic, mesic Terric Haplosaprists","very poorly",1,86,250,0,0,0,0,75,20.0000002980232,6.73,3.84,37.9733333333333,2.56,2.13333333333333,43.1280000050863,38.2400004267693,"none",86,0,"organic, herbaceous material & outwash",NA,"depression & till plain & outwash plain & lake plain","yes","no",0,"M2 Mucky Depression"
185008,"111C",53.1136344347707,"111C",53.1136344347707,100,"Houghton",286085,154985,"66j0","Edwards muck, drained, 0 to 1 percent slopes",NA,FALSE,7,"histosols","typic haplosaprists","Euic, mesic Typic Haplosaprists","very poorly",1,250,250,0,0,0,0,75,20.0000002980232,6.73,0,0,0,0,75,60.0000008940697,"none",203,0,"organic, herbaceous material",NA,"depression & lake plain & outwash plain & till plain","yes","no",0,"M2 Mucky Depression"
185008,"111C",53.1136344347707,"111C",53.1136344347707,100,"Edwards",283275,154985,"66j0","Edwards muck, drained, 0 to 1 percent slopes",NA,TRUE,80,"histosols","limnic haplosaprists","Marly, euic, mesic Limnic Haplosaprists","very poorly",0.5,61,250,0,0,0,0,75,20.0000002980232,6.73,0,10.0866666666667,38.5666666666667,10.68,36.4333333333333,24.4000003635883,"none",203,0,"organic, herbaceous material & marl",NA,"depression & lake plain & outwash plain & till plain & moraine","yes","no",0,"M2 Mucky Depression"
185008,"98",46.8863655652293,"98",53.1136344347707,88.2755738035792,"Madaus",286073,154985,"66j0","Edwards muck, drained, 0 to 1 percent slopes",NA,FALSE,8,"inceptisols","histic humaquepts","Coarse-silty over sandy or sandy-skeletal, carbonatic over mixed, mesic Histic Humaquepts","very poorly",1,23,250,0,9.18,35.1,9.72,39.9,9.20000013709068,7.59400020599365,1.49333333333333,28.7666666666667,43.6466666666667,12.2533333333333,18.1560000022252,11.4400000870228,"none",122,0,"organic, herbaceous material & marl & outwash",NA,"depression & lake plain & outwash plain & till plain","yes","no",0,"Not"
185008,"98",46.8863655652293,"98",53.1136344347707,88.2755738035792,"Adrian",286072,154985,"66j0","Edwards muck, drained, 0 to 1 percent slopes",NA,FALSE,5,"histosols","terric haplosaprists","Sandy or sandy-skeletal, mixed, euic, mesic Terric Haplosaprists","very poorly",1,86,250,0,0,0,0,75,20.0000002980232,6.73,3.84,37.9733333333333,2.56,2.13333333333333,43.1280000050863,38.2400004267693,"none",86,0,"organic, herbaceous material & outwash",NA,"depression & till plain & outwash plain & lake plain","yes","no",0,"M2 Mucky Depression"
185008,"98",46.8863655652293,"98",53.1136344347707,88.2755738035792,"Houghton",286085,154985,"66j0","Edwards muck, drained, 0 to 1 percent slopes",NA,FALSE,7,"histosols","typic haplosaprists","Euic, mesic Typic Haplosaprists","very poorly",1,250,250,0,0,0,0,75,20.0000002980232,6.73,0,0,0,0,75,60.0000008940697,"none",203,0,"organic, herbaceous material",NA,"depression & lake plain & outwash plain & till plain","yes","no",0,"M2 Mucky Depression"
185008,"98",46.8863655652293,"98",53.1136344347707,88.2755738035792,"Edwards",283275,154985,"66j0","Edwards muck, drained, 0 to 1 percent slopes",NA,TRUE,80,"histosols","limnic haplosaprists","Marly, euic, mesic Limnic Haplosaprists","very poorly",0.5,61,250,0,0,0,0,75,20.0000002980232,6.73,0,10.0866666666667,38.5666666666667,10.68,36.4333333333333,24.4000003635883,"none",203,0,"organic, herbaceous material & marl",NA,"depression & lake plain & outwash plain & till plain & moraine","yes","no",0,"M2 Mucky Depression"
2545190,"97",28.2779088639125,"97",54.9051721733536,51.5031785614475,"Gilford",2093969,629883,"2rfgx","Edwards muck, 0 to 1 percent slopes",17.1483937543273,FALSE,2,"mollisols","typic endoaquolls","Coarse-loamy, mixed, superactive, mesic Typic Endoaquolls","poorly",1,122,250,0,67.4000015258789,19.6000003814697,13,2.37,7.00000002980232,6.30000019073486,0,78.0053339131673,13.0346668672562,8.96,1.085,15.6699999794364,"none",36,0,"drift & drift",NA,"moraine & glacial drainage channel & outwash plain & lakebed (relict) & lakebed (relict) & lakebed (relict)","yes","no",25,"Not"
2545190,"97",28.2779088639125,"97",54.9051721733536,51.5031785614475,"Houghton",2219235,629883,"2rfgx","Edwards muck, 0 to 1 percent slopes",17.1483937543273,FALSE,3,"histosols","typic haplosaprists","Euic, mesic Typic Haplosaprists","very poorly",0,250,250,5.6,0,0,0,72,20.0000002980232,5.92000007629395,6.8,0,0,0,74,60.0000008940697,"none",203,0.800000011920929,"organic, herbaceous material",NA,"moraine & glacial drainage channel & outwash plain & lakebed (relict) & lakebed (relict) & lakebed (relict)","yes","no",0,"M2 Mucky Depression"
2545190,"97",28.2779088639125,"97",54.9051721733536,51.5031785614475,"Adrian",2219227,629883,"2rfgx","Edwards muck, 0 to 1 percent slopes",17.1483937543273,FALSE,3,"histosols","terric haplosaprists","Sandy or sandy-skeletal, mixed, euic, mesic Terric Haplosaprists","very poorly",0,86,250,0.4,0,0,0,49,20.0000002980232,5.34000015258789,0.8,38.4,2.98666666666667,1.28,26.4453333536784,38.2400004267693,"none",86,0.899999976158142,"organic, herbaceous material & glaciofluvial deposits",NA,"moraine & glacial drainage channel & outwash plain & lakebed (relict) & lakebed (relict) & lakebed (relict)","yes","no",0,"M2 Mucky Depression"
2545190,"97",28.2779088639125,"97",54.9051721733536,51.5031785614475,"Palms",2219233,629883,"2rfgx","Edwards muck, 0 to 1 percent slopes",17.1483937543273,FALSE,2,"histosols","terric haplosaprists","Loamy, mixed, euic, mesic Terric Haplosaprists","very poorly",0,89,250,0,0,0,0,65,20.0000002980232,6.5,2.03333333333333,13.9893339538574,13.2573327128092,13.42,38.77,39.260000448674,"none",89,0.600000023841858,"organic, herbaceous material & drift","sandstone and shale","moraine & depression & drainageway & glacial drainage channel & drainageway & outwash plain & drainageway & depression & moraine & drainageway & outwash plain & depression","yes","no",0,"M2 Mucky Depression"
2545190,"97",28.2779088639125,"97",54.9051721733536,51.5031785614475,"Edwards",2093966,629883,"2rfgx","Edwards muck, 0 to 1 percent slopes",17.1483937543273,TRUE,90,"histosols","limnic haplosaprists","Marly, euic, mesic Limnic Haplosaprists","very poorly",0,23,250,0,0,0,0,78.1,20.0000002980232,5.87799989700317,5.6,11.2,35.28,9.52,41.82,52.4400005936623,"none",203,1.10000002384186,"organic, herbaceous material & marl",NA,"moraine & glacial drainage channel & outwash plain & lakebed (relict) & lakebed (relict) & lakebed (relict)","yes","no",0,"M2 Mucky Depression"
2545190,"98",54.9051721733536,"98",54.9051721733536,100,"Gilford",2093969,629883,"2rfgx","Edwards muck, 0 to 1 percent slopes",17.1483937543273,FALSE,2,"mollisols","typic endoaquolls","Coarse-loamy, mixed, superactive, mesic Typic Endoaquolls","poorly",1,122,250,0,67.4000015258789,19.6000003814697,13,2.37,7.00000002980232,6.30000019073486,0,78.0053339131673,13.0346668672562,8.96,1.085,15.6699999794364,"none",36,0,"drift & drift",NA,"moraine & glacial drainage channel & outwash plain & lakebed (relict) & lakebed (relict) & lakebed (relict)","yes","no",25,"Not"
2545190,"98",54.9051721733536,"98",54.9051721733536,100,"Houghton",2219235,629883,"2rfgx","Edwards muck, 0 to 1 percent slopes",17.1483937543273,FALSE,3,"histosols","typic haplosaprists","Euic, mesic Typic Haplosaprists","very poorly",0,250,250,5.6,0,0,0,72,20.0000002980232,5.92000007629395,6.8,0,0,0,74,60.0000008940697,"none",203,0.800000011920929,"organic, herbaceous material",NA,"moraine & glacial drainage channel & outwash plain & lakebed (relict) & lakebed (relict) & lakebed (relict)","yes","no",0,"M2 Mucky Depression"
2545190,"98",54.9051721733536,"98",54.9051721733536,100,"Adrian",2219227,629883,"2rfgx","Edwards muck, 0 to 1 percent slopes",17.1483937543273,FALSE,3,"histosols","terric haplosaprists","Sandy or sandy-skeletal, mixed, euic, mesic Terric Haplosaprists","very poorly",0,86,250,0.4,0,0,0,49,20.0000002980232,5.34000015258789,0.8,38.4,2.98666666666667,1.28,26.4453333536784,38.2400004267693,"none",86,0.899999976158142,"organic, herbaceous material & glaciofluvial deposits",NA,"moraine & glacial drainage channel & outwash plain & lakebed (relict) & lakebed (relict) & lakebed (relict)","yes","no",0,"M2 Mucky Depression"
2545190,"98",54.9051721733536,"98",54.9051721733536,100,"Palms",2219233,629883,"2rfgx","Edwards muck, 0 to 1 percent slopes",17.1483937543273,FALSE,2,"histosols","terric haplosaprists","Loamy, mixed, euic, mesic Terric Haplosaprists","very poorly",0,89,250,0,0,0,0,65,20.0000002980232,6.5,2.03333333333333,13.9893339538574,13.2573327128092,13.42,38.77,39.260000448674,"none",89,0.600000023841858,"organic, herbaceous material & drift","sandstone and shale","moraine & depression & drainageway & glacial drainage channel & drainageway & outwash plain & drainageway & depression & moraine & drainageway & outwash plain & depression","yes","no",0,"M2 Mucky Depression"
2545190,"98",54.9051721733536,"98",54.9051721733536,100,"Edwards",2093966,629883,"2rfgx","Edwards muck, 0 to 1 percent slopes",17.1483937543273,TRUE,90,"histosols","limnic haplosaprists","Marly, euic, mesic Limnic Haplosaprists","very poorly",0,23,250,0,0,0,0,78.1,20.0000002980232,5.87799989700317,5.6,11.2,35.28,9.52,41.82,52.4400005936623,"none",203,1.10000002384186,"organic, herbaceous material & marl",NA,"moraine & glacial drainage channel & outwash plain & lakebed (relict) & lakebed (relict) & lakebed (relict)","yes","no",0,"M2 Mucky Depression"
2545192,"98",36.3281533722605,"98",36.3281533722605,100,"Edwards",2528248,754826,"2rfgz","Adrian muck, 0 to 1 percent slopes",16.9166030484467,FALSE,2,"histosols","limnic haplosaprists","Marly, euic, mesic Limnic Haplosaprists","very poorly",0,23,250,0,0,0,0,78.1,20.0000002980232,5.87799989700317,5.6,11.2,35.28,9.52,41.82,52.4400005936623,"none",203,1.10000002384186,"organic, herbaceous material & marl",NA,"depression & moraine & outwash plain & depression","yes","no",0,"M2 Mucky Depression"
2545192,"98",36.3281533722605,"98",36.3281533722605,100,"Houghton",2528250,754826,"2rfgz","Adrian muck, 0 to 1 percent slopes",16.9166030484467,FALSE,2,"histosols","typic haplosaprists","Euic, mesic Typic Haplosaprists","very poorly",0,250,250,5.6,0,0,0,72,20.0000002980232,5.92000007629395,6.8,0,0,0,74,60.0000008940697,"none",203,0.800000011920929,"organic, herbaceous material",NA,"depression & moraine & outwash plain & depression","yes","no",0,"M2 Mucky Depression"
2545192,"98",36.3281533722605,"98",36.3281533722605,100,"Kingsville",2528247,754826,"2rfgz","Adrian muck, 0 to 1 percent slopes",16.9166030484467,FALSE,3,"entisols","mollic psammaquents","Mixed, mesic Mollic Psammaquents","very poorly",1,250,250,0.58,89.2580000305176,5.9699998664856,4.77199998855591,1.44200002461672,5.11000005155802,5.88799991607666,2.34,93.8966653951009,3.51399993896484,2.58933332602183,0.614000010192394,13.370000012219,"none",20,0,"glaciofluvial deposits",NA,"nearshore zone (relict) & outwash plain","yes","no",0,"Not"
2545192,"98",36.3281533722605,"98",36.3281533722605,100,"Adrian",2528246,754826,"2rfgz","Adrian muck, 0 to 1 percent slopes",16.9166030484467,TRUE,92,"histosols","terric haplosaprists","Sandy or sandy-skeletal, mixed, euic, mesic Terric Haplosaprists","very poorly",0,86,250,0.4,0,0,0,58.9599990844727,20.0000002980232,5.61999988555908,0.8,38.4,2.98666666666667,1.28,32.6453330485026,38.2400004267693,"none",86,1,"organic, herbaceous material & glaciofluvial deposits",NA,"depression & moraine & outwash plain & depression","yes","no",0,"M2 Mucky Depression"
2545192,"98",36.3281533722605,"98",36.3281533722605,100,"Gilford",2528251,754826,"2rfgz","Adrian muck, 0 to 1 percent slopes",16.9166030484467,FALSE,1,"mollisols","typic endoaquolls","Coarse-loamy, mixed, superactive, mesic Typic Endoaquolls","poorly",1,89,250,4,72.32,16.68,11,2.59200000524521,7.06000006198883,6.18800003051758,10.5066666666667,82.7866666666667,9.9,7.31333333333333,1.11000000605981,13.4399999435991,"none",28,0.100000001490116,"drift & outwash",NA,"glacial drainage channel & glacial drainage channel","yes","no",25,"Not"
2545191,"97",36.7036352845066,"97",51.1150958077959,71.8058622496188,"Gilford",2528254,754825,"2rfgy","Houghton muck, 0 to 1 percent slopes",17.1867252114913,FALSE,1,"mollisols","typic endoaquolls","Coarse-loamy, mixed, superactive, mesic Typic Endoaquolls","poorly",1,89,250,4,72.32,16.68,11,2.59200000524521,7.06000006198883,6.18800003051758,10.5066666666667,82.7866666666667,9.9,7.31333333333333,1.11000000605981,13.4399999435991,"none",28,0.100000001490116,"drift & outwash",NA,"glacial drainage channel & glacial drainage channel","yes","no",25,"Not"
2545191,"97",36.7036352845066,"97",51.1150958077959,71.8058622496188,"Palms",2528255,754825,"2rfgy","Houghton muck, 0 to 1 percent slopes",17.1867252114913,FALSE,2,"histosols","terric haplosaprists","Loamy, mixed, euic, mesic Terric Haplosaprists","very poorly",1,71,250,0.46,0,0,0,48.1,20.0000002980232,5.34600014686584,3.98,13.1666666666667,34.2333333333333,5.26666666666667,21.8966666666667,44.9899999052286,"none",71,0.899999976158142,"organic, herbaceous material & drift","sandstone and shale","moraine & outwash plain & till plain & depression & depression & depression & swamp & swamp & swamp & drainageway & drainageway & drainageway","yes","no",0,"M2 Mucky Depression"
2545191,"97",36.7036352845066,"97",51.1150958077959,71.8058622496188,"Houghton",2528241,754825,"2rfgy","Houghton muck, 0 to 1 percent slopes",17.1867252114913,TRUE,90,"histosols","typic haplosaprists","Euic, mesic Typic Haplosaprists","very poorly",0,250,250,5.6,0,0,0,77.9999969482422,20.0000002980232,5.92000007629395,6.8,0,0,0,79.3599975585937,60.0000008940697,"none",203,1.5,"organic, herbaceous material",NA,"depression & moraine & outwash plain & depression","yes","no",0,"M2 Mucky Depression"
2545191,"97",36.7036352845066,"97",51.1150958077959,71.8058622496188,"Adrian",2528252,754825,"2rfgy","Houghton muck, 0 to 1 percent slopes",17.1867252114913,FALSE,4,"histosols","terric haplosaprists","Sandy or sandy-skeletal, mixed, euic, mesic Terric Haplosaprists","very poorly",0,86,250,0.4,0,0,0,58.9599990844727,20.0000002980232,5.61999988555908,0.8,38.4,2.98666666666667,1.28,32.6453330485026,38.2400004267693,"none",86,1,"organic, herbaceous material & glaciofluvial deposits",NA,"depression & moraine & outwash plain & depression","yes","no",0,"M2 Mucky Depression"
2545191,"97",36.7036352845066,"97",51.1150958077959,71.8058622496188,"Edwards",2528253,754825,"2rfgy","Houghton muck, 0 to 1 percent slopes",17.1867252114913,FALSE,3,"histosols","limnic haplosaprists","Marly, euic, mesic Limnic Haplosaprists","very poorly",0,23,250,0,0,0,0,78.1,20.0000002980232,5.87799989700317,5.6,11.2,35.28,9.52,41.82,52.4400005936623,"none",203,1.10000002384186,"organic, herbaceous material & marl",NA,"depression & moraine & outwash plain & depression","yes","no",0,"M2 Mucky Depression"
2545191,"98",51.1150958077959,"98",51.1150958077959,100,"Gilford",2528254,754825,"2rfgy","Houghton muck, 0 to 1 percent slopes",17.1867252114913,FALSE,1,"mollisols","typic endoaquolls","Coarse-loamy, mixed, superactive, mesic Typic Endoaquolls","poorly",1,89,250,4,72.32,16.68,11,2.59200000524521,7.06000006198883,6.18800003051758,10.5066666666667,82.7866666666667,9.9,7.31333333333333,1.11000000605981,13.4399999435991,"none",28,0.100000001490116,"drift & outwash",NA,"glacial drainage channel & glacial drainage channel","yes","no",25,"Not"
2545191,"98",51.1150958077959,"98",51.1150958077959,100,"Palms",2528255,754825,"2rfgy","Houghton muck, 0 to 1 percent slopes",17.1867252114913,FALSE,2,"histosols","terric haplosaprists","Loamy, mixed, euic, mesic Terric Haplosaprists","very poorly",1,71,250,0.46,0,0,0,48.1,20.0000002980232,5.34600014686584,3.98,13.1666666666667,34.2333333333333,5.26666666666667,21.8966666666667,44.9899999052286,"none",71,0.899999976158142,"organic, herbaceous material & drift","sandstone and shale","moraine & outwash plain & till plain & depression & depression & depression & swamp & swamp & swamp & drainageway & drainageway & drainageway","yes","no",0,"M2 Mucky Depression"
2545191,"98",51.1150958077959,"98",51.1150958077959,100,"Houghton",2528241,754825,"2rfgy","Houghton muck, 0 to 1 percent slopes",17.1867252114913,TRUE,90,"histosols","typic haplosaprists","Euic, mesic Typic Haplosaprists","very poorly",0,250,250,5.6,0,0,0,77.9999969482422,20.0000002980232,5.92000007629395,6.8,0,0,0,79.3599975585937,60.0000008940697,"none",203,1.5,"organic, herbaceous material",NA,"depression & moraine & outwash plain & depression","yes","no",0,"M2 Mucky Depression"
2545191,"98",51.1150958077959,"98",51.1150958077959,100,"Adrian",2528252,754825,"2rfgy","Houghton muck, 0 to 1 percent slopes",17.1867252114913,FALSE,4,"histosols","terric haplosaprists","Sandy or sandy-skeletal, mixed, euic, mesic Terric Haplosaprists","very poorly",0,86,250,0.4,0,0,0,58.9599990844727,20.0000002980232,5.61999988555908,0.8,38.4,2.98666666666667,1.28,32.6453330485026,38.2400004267693,"none",86,1,"organic, herbaceous material & glaciofluvial deposits",NA,"depression & moraine & outwash plain & depression","yes","no",0,"M2 Mucky Depression"
2545191,"98",51.1150958077959,"98",51.1150958077959,100,"Edwards",2528253,754825,"2rfgy","Houghton muck, 0 to 1 percent slopes",17.1867252114913,FALSE,3,"histosols","limnic haplosaprists","Marly, euic, mesic Limnic Haplosaprists","very poorly",0,23,250,0,0,0,0,78.1,20.0000002980232,5.87799989700317,5.6,11.2,35.28,9.52,41.82,52.4400005936623,"none",203,1.10000002384186,"organic, herbaceous material & marl",NA,"depression & moraine & outwash plain & depression","yes","no",0,"M2 Mucky Depression"
186082,"97",0.853282557343126,"97",99.1467174426569,0.860626129994305,"Aquents",267810,143847,"67mn","Histosols and Aquents, ponded",17.6662709712982,TRUE,51,"entisols",NA,"Aquents","very poorly",1,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,"depression & marsh","yes","no",0,"Not"
186082,"97",0.853282557343126,"97",99.1467174426569,0.860626129994305,"Histosols",267809,143847,"67mn","Histosols and Aquents, ponded",17.6662709712982,TRUE,49,"histosols",NA,"Histosols","very poorly",1,250,250,0,0,0,0,82.5,NA,NA,0,0,0,0,82.5,NA,"none",130,NA,"organic, herbaceous material",NA,"depression & marsh","yes","no",0,"M2 Mucky Depression"
186082,"98",99.1467174426569,"98",99.1467174426569,100,"Aquents",267810,143847,"67mn","Histosols and Aquents, ponded",17.6662709712982,TRUE,51,"entisols",NA,"Aquents","very poorly",1,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",0,NA,NA,NA,"depression & marsh","yes","no",0,"Not"
