"compname","MLRARSYM","Count","total","percentmlra","ctotal","affinity"
"Mixed Alluvial Land Pd","143",74828,493943103,0.0151491132370361,0.295859443850081,5.12
"Mixed Alluvial Land Vpd","143",53532,493943103,0.0108376854894561,0.289892717477263,3.74
"Mixed Alluvial Land Vpd","146",75275,26974966,0.279055031987807,0.289892717477263,96.26
"Mixed, Mesic Aquic Udipsamments","144A",562,194998048,0.00028820801324124,0.0162820439712336,1.77
"Mixed, Mesic Aquic Udipsamments","149B",3266,20420367,0.0159938359579923,0.0162820439712336,98.23
"Mixed, Mesic Mollic Psammaquents","144A",562,194998048,0.00028820801324124,0.00028820801324124,100
"Mixed, Mesic Typic Udipsamments","144A",17862,194998048,0.00916009169486661,0.0308590161069499,29.68
"Mixed, Mesic Typic Udipsamments","149B",4431,20420367,0.0216989244120833,0.0308590161069499,70.32
"Mod. Well Dr. Soils","124",2499,127505241,0.00195991943578225,0.014245055112141,13.76
"Mod. Well Dr. Soils","111E",3460,29389481,0.0117729197055232,0.014245055112141,82.65
"Mod. Well Dr. Soils","139",438,85510805,0.000512215970835499,0.014245055112141,3.6
"Mod. Well Drained Soils","111E",924,29389481,0.00314398202540562,0.121363857589928,2.59
"Mod. Well Drained Soils","139",52,85510805,6.08110285010181e-05,0.121363857589928,0.05
"Mod. Well Drained Soils","124",150659,127505241,0.118159064536022,0.121363857589928,97.36
"Mod.well Drained Soils","111E",346,29389481,0.00117729197055232,0.00846954123581978,13.9
"Mod.well Drained Soils","124",9298,127505241,0.00729224926526746,0.00846954123581978,86.1
"Moderately Well Drained Marl Soils","147",6,177749021,3.37554601777525e-06,3.37554601777525e-06,100
"Moderately Wet Land","149A",1533,31149224,0.00492147091689989,0.00492147091689989,100
"Mohawk","144A",3786,194998048,0.00194155789703085,0.650443051146705,0.3
"Mohawk","143",61364,493943103,0.0124232932148058,0.650443051146705,1.91
"Mohawk","142",13052,51240559,0.0254720093900615,0.650443051146705,3.92
"Mohawk","101",434379,72267250,0.601073100194071,0.650443051146705,92.41
"Mohawk","141",542,9138474,0.00593096834329233,0.650443051146705,0.91
"Mohawk","140",7322,203269067,0.00360212210744294,0.650443051146705,0.55
"Moira","143",29,493943103,5.87112155709157e-06,0.113767315449282,0.01
"Moira","142",58292,51240559,0.113761444327725,0.113767315449282,99.99
"Mokena","110",81469,56520334,0.144141044884837,0.148354177634869,97.16
"Mokena","108",1878,51640704,0.00363666614614704,0.148354177634869,2.45
"Mokena","98",1009,175031822,0.000576466603884178,0.148354177634869,0.39
"Mollic Psammaquents","96",268443,44104308,0.608654828004557,0.608654828004557,100
"Mollic Udarents","111D",1013,41553717,0.00243780839148517,0.0135819574214473,17.95
"Mollic Udarents","121",13367,119946350,0.0111441490299621,0.0135819574214473,82.05
"Mollineaux","94A",106,91610663,0.000115707054756279,0.0989382529158091,0.12
"Mollineaux","96",43585,44104308,0.0988225458610528,0.0989382529158091,99.88
"Moltke","94C",39830,33684714,0.118243545128511,0.123094508820369,96.06
"Moltke","94A",4444,91610663,0.00485096369185757,0.123094508820369,3.94
"Mona","108",1728,51640704,0.00334619760412252,0.0599364505916579,5.58
"Mona","110",31985,56520334,0.0565902529875354,0.0599364505916579,94.42
"Monadnock","144A",158365,194998048,0.0812136334821157,7.44345807858719,1.09
"Monadnock","142",768469,51240559,1.49972797915807,7.44345807858719,20.15
"Monadnock","143",13931632,493943103,2.82049327450575,7.44345807858719,37.89
"Monadnock","101",117,72267250,0.000161899062161629,7.44345807858719,0
"Monadnock","144B",8980096,331949767,2.70525750964001,7.44345807858719,36.34
"Monadnock","145",83809,24898413,0.336603782739085,7.44345807858719,4.52
"Monarda","143",23345082,493943103,4.72626945456105,15.3223242323126,30.85
"Monarda","144B",5376507,331949767,1.61967488291685,15.3223242323126,10.57
"Monarda","144A",7131,194998048,0.0036569596840272,15.3223242323126,0.02
"Monarda","146",2420330,26974966,8.97250435830021,15.3223242323126,58.56
"Monarda","142",112,51240559,0.000218576850420387,15.3223242323126,0
"Monee","110",8337,56520334,0.0147504436191053,0.014936343486001,98.76
"Monee","108",96,51640704,0.000185899866895695,0.014936343486001,1.24
"Mongaup","127",5087,183662793,0.00276974988614052,1.44089415171431,0.19
"Mongaup","139",214,85510805,0.000250260771138805,1.44089415171431,0.02
"Mongaup","101",90964,72267250,0.125871677696329,1.44089415171431,8.74
"Mongaup","141",1250,9138474,0.0136784325260432,1.44089415171431,0.95
"Mongaup","143",134,493943103,2.71286306431128e-05,1.44089415171431,0
"Mongaup","140",2639036,203269067,1.29829690220401,1.44089415171431,90.1
"Mongle","148",98424,99448051,0.0989702653901181,0.243361990289672,40.67
"Mongle","136",9872,11412644,0.086500551493589,0.243361990289672,35.54
"Mongle","130A",6701,11575167,0.0578911734059647,0.243361990289672,23.79
"Mongo","94C",14796,33684714,0.0439249684589871,0.104245457570609,42.14
"Mongo","94A",55260,91610663,0.0603204891116223,0.104245457570609,57.86
"Monitor","98",103641,175031822,0.0592126613410903,0.451382166923063,13.12
"Monitor","97",136849,34895370,0.392169505581973,0.451382166923063,86.88
"Monogahela","147",17642,177749021,0.00992523047426517,0.00992523047426517,100
"Monon","98",1721,175031822,0.000983249777289069,0.191085569431993,0.51
"Monon","111C",54448,28641418,0.190102319654704,0.191085569431993,99.49
"Monongahela","128",10152,4516193,0.224791101708895,1.77715657642062,12.65
"Monongahela","127",181746,183662793,0.0989563520358748,1.77715657642062,5.57
"Monongahela","126",602844,164009984,0.36756542821198,1.77715657642062,20.68
"Monongahela","147",886785,177749021,0.498897262562138,1.77715657642062,28.07
"Monongahela","148",1596,99448051,0.00160485799766956,1.77715657642062,0.09
"Monongahela","139",39642,85510805,0.04635905368918,1.77715657642062,2.61
"Monongahela","123",135,41335991,0.000326591903893147,1.77715657642062,0.02
"Monongahela","130A",13562,11575167,0.117164616285882,1.77715657642062,6.59
"Monongahela","125",75637,72179215,0.1047905550095,1.77715657642062,5.9
"Monongahela","121",81927,119946350,0.0683030371495256,1.77715657642062,3.84
"Monongahela","124",228266,127505241,0.179024797890465,1.77715657642062,10.07
"Monongahela","122",133476,192403601,0.0693729219756131,1.77715657642062,3.9
"Monson","146",16005,26974966,0.0593327902619043,3.23574559019984,1.83
"Monson","144B",1341669,331949767,0.404178322559268,3.23574559019984,12.49
"Monson","143",13693261,493943103,2.77223447737866,3.23574559019984,85.68
"Montalto","148",294407,99448051,0.296040995313221,1.00043106496764,29.59
"Montalto","136",49,11412644,0.000429348361343787,1.00043106496764,0.04
"Montalto","147",12871,177749021,0.00724110879913088,1.00043106496764,0.72
"Montalto","130A",68579,11575167,0.592466614088591,1.00043106496764,59.22
"Montalto","149A",32474,31149224,0.104252998405354,1.00043106496764,10.42
"Montauk","145",32777,24898413,0.131642928406722,6.5887415337717,2
"Montauk","144B",253952,331949767,0.0765031415129748,6.5887415337717,1.16
"Montauk","149B",858967,20420367,4.20642293059669,6.5887415337717,63.84
"Montauk","144A",4239594,194998048,2.17417253325531,6.5887415337717,33
"Montcalm","97",27107,34895370,0.0776807926094493,3.4625797314198,2.24
"Montcalm","94C",11316,33684714,0.0335938728765813,3.4625797314198,0.97
"Montcalm","96",233024,44104308,0.528347480250682,3.4625797314198,15.26
"Montcalm","99",57028,107369567,0.0531137468403873,3.4625797314198,1.53
"Montcalm","98",61887,175031822,0.0353575705793659,3.4625797314198,1.02
"Montcalm","94A",2505081,91610663,2.73448626826334,3.4625797314198,78.97
"Monteagle","122",64,192403601,3.32634106988465e-05,0.313769011298785,0.01
"Monteagle","125",226452,72179215,0.313735747888087,0.313769011298785,99.99
"Montgomery","121",10986,119946350,0.00915909487866867,2.44259242181059,0.37
"Montgomery","120B",15519,24321372,0.0638080779324456,2.44259242181059,2.61
"Montgomery","124",572,127505241,0.000448609010511184,2.44259242181059,0.02
"Montgomery","114A",32145,24974392,0.128711842114114,2.44259242181059,5.27
"Montgomery","111B",23460,91807049,0.025553593384752,2.44259242181059,1.05
"Montgomery","111A",30534,103233144,0.0295777100424259,2.44259242181059,1.21
"Montgomery","98",769,175031822,0.000439348680264552,2.44259242181059,0.02
"Montgomery","111C",41711,28641418,0.14563175608135,2.44259242181059,5.96
"Montgomery","115",273084,33107001,0.824852725258926,2.44259242181059,33.77
"Montgomery","122",11661,192403601,0.00606069737748827,2.44259242181059,0.25
"Montgomery","111E",4067,29389481,0.0138382845209141,2.44259242181059,0.57
"Montgomery","139",1896,85510805,0.00221726365457558,2.44259242181059,0.09
"Montgomery","114B",21390,52719090,0.0405735379726775,2.44259242181059,1.66
"Montgomery","113",94754,28309658,0.334705562320816,2.44259242181059,13.7
"Montgomery","111D",2412,41553717,0.00580453488673468,2.44259242181059,0.24
"Montgomery","120A",217861,105159520,0.207171923188695,2.44259242181059,8.48
"Montgomery","120C",1521,9696412,0.0156862146534203,2.44259242181059,0.64
"Montgomery","108",6406,51640704,0.012404943201394,2.44259242181059,0.51
"Montgomery","110",325527,56520334,0.575946702650412,2.44259242181059,23.58
"Montgomery Variant","124",104,127505241,8.1565274638397e-05,0.0343847026643294,0.24
"Montgomery Variant","114A",8567,24974392,0.034303137389691,0.0343847026643294,99.76
"Montgomery, Overwash","114B",233,52719090,0.000441965140141835,0.0859341218269047,0.51
"Montgomery, Overwash","122",69,192403601,3.58621146596939e-05,0.0859341218269047,0.04
"Montgomery, Overwash","120B",49,24321372,0.000201468897396084,0.0859341218269047,0.23
"Montgomery, Overwash","114A",9705,24974392,0.0388598048753299,0.0859341218269047,45.22
"Montgomery, Overwash","115",15360,33107001,0.0463950207993771,0.0859341218269047,53.99
"Montmorenci","110",26336,56520334,0.0465956199055724,0.338954793403023,13.75
"Montmorenci","111C",32976,28641418,0.115133964386819,0.338954793403023,33.97
"Montmorenci","98",7,175031822,3.9992727722391e-06,0.338954793403023,0
"Montmorenci","111D",73642,41553717,0.177221209837859,0.338954793403023,52.28
"Mooers","143",1112,493943103,0.000225127143844339,0.0112613065110523,2
"Mooers","142",5655,51240559,0.0110361793672079,0.0112613065110523,98
"Moomaw","128",6407,4516193,0.141867276265651,0.165560413043421,85.69
"Moomaw","130A",102,11575167,0.00088119678964459,0.165560413043421,0.53
"Moomaw","147",40548,177749021,0.0228119399881252,0.165560413043421,13.78
"Moon","111C",64308,28641418,0.224527989501078,0.24108555010283,93.13
"Moon","98",28981,175031822,0.0165575606017516,0.24108555010283,6.87
"Moosabec","143",7188,493943103,0.00145522833628876,0.0525747099173679,2.77
"Moosabec","144B",169691,331949767,0.0511194815810791,0.0525747099173679,97.23
"Moosilauke","144B",2707274,331949767,0.815567374686544,1.1808096600223,69.07
"Moosilauke","143",826823,493943103,0.167392356524108,1.1808096600223,14.18
"Moosilauke","142",158,51240559,0.000308349485414474,1.1808096600223,0.03
"Moosilauke","144A",26939,194998048,0.0138150100866651,1.1808096600223,1.17
"Moosilauke","145",45745,24898413,0.183726569239574,1.1808096600223,15.56
"More Clayey Substratum","139",753,85510805,0.000880590470408973,0.0225698949108364,3.9
"More Clayey Substratum","124",9620,127505241,0.00754478790405172,0.0225698949108364,33.43
"More Clayey Substratum","111E",4157,29389481,0.0141445165363757,0.0225698949108364,62.67
"Morehead","126",22051,164009984,0.013444913207235,0.489322093062323,2.75
"Morehead","124",206615,127505241,0.162044319417427,0.489322093062323,33.12
"Morehead","127",57219,183662793,0.0311543775771721,0.489322093062323,6.37
"Morehead","121",42621,119946350,0.0355333863848296,0.489322093062323,7.26
"Morehead","122",41537,192403601,0.0215884732843436,0.489322093062323,4.41
"Morehead","125",162805,72179215,0.225556623191316,0.489322093062323,46.1
"Morganfield","122",70157,192403601,0.036463454756234,0.0368742592178748,98.89
"Morganfield","120A",432,105159520,0.000410804461640753,0.0368742592178748,1.11
"Morganlake","96",3668,44104308,0.0083166478884557,1.08718769645544,0.76
"Morganlake","94A",706344,91610663,0.771028149856311,1.08718769645544,70.92
"Morganlake","94C",103696,33684714,0.307842898710673,1.08718769645544,28.32
"Morley","110",14786,56520334,0.0261604965037892,2.30600832491424,1.13
"Morley","111C",45969,28641418,0.16049833845517,2.30600832491424,6.96
"Morley","111E",11144,29389481,0.0379183286700435,2.30600832491424,1.64
"Morley","97",56698,34895370,0.162480008092764,2.30600832491424,7.05
"Morley","108",125,51640704,0.00024205711835377,2.30600832491424,0.01
"Morley","111D",7551,41553717,0.0181716595894418,2.30600832491424,0.79
"Morley","99",82560,107369567,0.0768932969618849,2.30600832491424,3.33
"Morley","111A",16129,103233144,0.0156238581671018,2.30600832491424,0.68
"Morley","111B",1465519,91807049,1.59630335139081,2.30600832491424,69.22
"Morley","98",370572,175031822,0.211716929964884,2.30600832491424,9.18
"Morley, Limestone Substratum","111B",2981,91807049,0.00324702736061149,0.00324702736061149,100
"Morningsun","114A",604,24974392,0.00241847729466247,2.96416491160965,0.08
"Morningsun","111A",900455,103233144,0.872253779270735,2.96416491160965,29.43
"Morningsun","110",1228,56520334,0.0021726693971766,2.96416491160965,0.07
"Morningsun","111C",368,28641418,0.00128485258655839,2.96416491160965,0.04
"Morningsun","111D",849036,41553717,2.04322515841363,2.96416491160965,68.93
"Morningsun","114B",6884,52719090,0.0130578885181819,2.96416491160965,0.44
"Morningsun","111B",26081,91807049,0.0284084939926563,2.96416491160965,0.96
"Morningsun","108",321,51640704,0.000621602679932481,2.96416491160965,0.02
"Morningsun","121",866,119946350,0.00072198945611934,2.96416491160965,0.02
"Morocco","97",517574,34895370,1.48321682790582,3.89301435689213,38.1
"Morocco","111B",3905,91807049,0.00425348602589328,3.89301435689213,0.11
"Morocco","111C",401083,28641418,1.40036013580054,3.89301435689213,35.97
"Morocco","96",1420,44104308,0.00321964013129965,3.89301435689213,0.08
"Morocco","99",452,107369567,0.000420975899064583,3.89301435689213,0.01
"Morocco","98",1536439,175031822,0.877805522700895,3.89301435689213,22.55
"Morocco","110",69937,56520334,0.123737768428615,3.89301435689213,3.18
"Morris","127",7017,183662793,0.00382058874602871,3.41657374319064,0.11
"Morris","147",28658,177749021,0.0161227329629005,3.41657374319064,0.47
"Morris","101",18765,72267250,0.0259661188159228,3.41657374319064,0.76
"Morris","144A",1341,194998048,0.00068769919173755,3.41657374319064,0.02
"Morris","140",6850120,203269067,3.36997660347405,3.41657374319064,98.64
"Morrison","127",258,183662793,0.000140474832047229,0.307043060942674,0.05
"Morrison","130A",279,11575167,0.00241033239520432,0.307043060942674,0.79
"Morrison","147",541232,177749021,0.304492253715423,0.307043060942674,99.17
"Morristown","139",29087,85510805,0.0340155843463291,1.65820618219825,2.05
"Morristown","114B",31982,52719090,0.0606649318112282,1.65820618219825,3.66
"Morristown","115",2452,33107001,0.00740628847656724,1.65820618219825,0.45
"Morristown","127",2098,183662793,0.00114231084354685,1.65820618219825,0.07
"Morristown","113",17542,28309658,0.0619647188955797,1.65820618219825,3.74
"Morristown","126",1225023,164009984,0.74691977288407,1.65820618219825,45.04
"Morristown","124",538989,127505241,0.422719094346875,1.65820618219825,25.49
"Morristown","120A",340058,105159520,0.323373480594054,1.65820618219825,19.5
"Morrisville","121",1689,119946350,0.00140812955125354,0.115700334908632,1.22
"Morrisville","111A",1877,103233144,0.00181821450676732,0.115700334908632,1.57
"Morrisville","111D",5219,41553717,0.0125596465894976,0.115700334908632,10.86
"Morrisville","114A",24953,24974392,0.0999143442611135,0.115700334908632,86.36
"Mortimer","99",2330,107369567,0.00217007487792141,0.00718385110767475,30.21
"Mortimer","111B",4603,91807049,0.00501377622975334,0.00718385110767475,69.79
"Morven","148",34349,99448051,0.0345396412042303,0.0369067776783737,93.59
"Morven","130A",274,11575167,0.00236713647414331,0.0369067776783737,6.41
"Moshannon","126",290443,164009984,0.177088609434899,0.177695643305765,99.66
"Moshannon","124",774,127505241,0.000607033870866532,0.177695643305765,0.34
"Mosherville","144A",122213,194998048,0.0626739607157503,0.0738574500249378,84.86
"Mosherville","101",6022,72267250,0.00833295856698574,0.0738574500249378,11.28
"Mosherville","143",14080,493943103,0.0028505307422017,0.0738574500249378,3.86
"Mosholu","149B",148,20420367,0.0007247666018931,0.000763228525368355,94.96
"Mosholu","144A",75,194998048,3.84619234752545e-05,0.000763228525368355,5.04
"Moshup","149B",5276,20420367,0.0258369499431621,0.0260061824064533,99.35
"Moshup","144A",330,194998048,0.00016923246329112,0.0260061824064533,0.65
"Mossback","94C",4959,33684714,0.0147218112049281,0.224821807970588,6.55
"Mossback","94A",192474,91610663,0.21009999676566,0.224821807970588,93.45
"Moston","97",2466,34895370,0.0070668400994172,0.215577664791039,3.28
"Moston","111C",51184,28641418,0.178706235843491,0.215577664791039,82.9
"Moston","98",44796,175031822,0.0255930604436032,0.215577664791039,11.87
"Moston","111B",3281,91807049,0.00357379965453415,0.215577664791039,1.66
"Moston","111D",265,41553717,0.000637728749993653,0.215577664791039,0.3
"Moundhaven","111A",480,103233144,0.000464966948986849,0.183830594746786,0.25
"Moundhaven","111C",1983,28641418,0.00692353988898175,0.183830594746786,3.77
"Moundhaven","114A",981,24974392,0.0039280235530859,0.183830594746786,2.14
"Moundhaven","121",1252,119946350,0.00104379999891618,0.183830594746786,0.57
"Moundhaven","110",2629,56520334,0.00465142332669159,0.183830594746786,2.53
"Moundhaven","114B",10736,52719090,0.0203645396762349,0.183830594746786,11.08
"Moundhaven","111D",23159,41553717,0.0557326797022755,0.183830594746786,30.32
"Moundhaven","115",6670,33107001,0.0201467961413962,0.183830594746786,10.96
"Moundhaven","108",6500,51640704,0.012586970154396,0.183830594746786,6.85
"Moundhaven","122",2622,192403601,0.00136276035706837,0.183830594746786,0.74
"Moundhaven","120B",13772,24321372,0.0566250949987525,0.183830594746786,30.8
"Moundprairie","110",258,56520334,0.000456472886377494,0.0302414026140065,1.51
"Moundprairie","115",2410,33107001,0.00727942709156894,0.0302414026140065,24.07
"Moundprairie","108",11622,51640704,0.0225055026360601,0.0302414026140065,74.42
"Mount Lucas","147",29695,177749021,0.0167061398329727,1.134905758301,1.47
"Mount Lucas","130A",1395,11575167,0.0120516619760216,1.134905758301,1.06
"Mount Lucas","148",920315,99448051,0.925422862233871,1.134905758301,81.54
"Mount Lucas","136",12970,11412644,0.113645882584264,1.134905758301,10.01
"Mount Lucas","149A",18496,31149224,0.0593786862876584,1.134905758301,5.23
"Mount Lucas","127",14143,183662793,0.0077005253862169,1.134905758301,0.68
"Mountpleasant","111A",7937,103233144,0.00768842223772629,0.0134592209484005,57.12
"Mountpleasant","111B",5298,91807049,0.00577079871067417,0.0134592209484005,42.88
"Mountview","122",8790873,192403601,4.56897529688127,5.9341171172573,77
"Mountview","121",102,119946350,8.50380190810308e-05,5.9341171172573,0
"Mountview","120A",2423,105159520,0.00230411854295265,5.9341171172573,0.04
"Mountview","125",45642,72179215,0.0632342704198155,5.9341171172573,1.07
"Mountview","123",303647,41335991,0.734582606232907,5.9341171172573,12.38
"Mountview","133C",40025,7084876,0.564935787161271,5.9341171172573,9.52
"Mt. Airy","130A",127888,11575167,1.10484799053007,3.47188650284086,31.82
"Mt. Airy","148",2305475,99448051,2.31827067179024,3.47188650284086,66.77
"Mt. Airy","147",16,177749021,9.00145604740068e-06,3.47188650284086,0
"Mt. Airy","149A",15188,31149224,0.048758839064498,3.47188650284086,1.4
"Mt. Zion","148",141543,99448051,0.14232858118054,0.875242413006897,16.26
"Mt. Zion","130A",84836,11575167,0.732913831826357,0.875242413006897,83.74
"Muck","101",101762,72267250,0.140813439005912,1.0479695309006,13.44
"Muck","145",1652,24898413,0.00663496103145208,1.0479695309006,0.63
"Muck","96",3896,44104308,0.00883360419122776,1.0479695309006,0.84
"Muck","111D",392,41553717,0.00094335724527363,1.0479695309006,0.09
"Muck","146",187958,26974966,0.69678679113071,1.0479695309006,66.49
"Muck","142",13602,51240559,0.0265453778519473,1.0479695309006,2.53
"Muck","143",474238,493943103,0.0960106532755859,1.0479695309006,9.16
"Muck","144B",231750,331949767,0.0698147801381045,1.0479695309006,6.66
"Muck","140",3225,203269067,0.00158656703038835,1.0479695309006,0.15
"Muck (Saprists)","140",1236,203269067,0.000608061038623255,0.000608061038623255,100
"Mudgepond","144B",7284,331949767,0.0021943079116546,0.0956003711354259,2.3
"Mudgepond","144A",182140,194998048,0.0934060632237713,0.0956003711354259,97.7
"Mudlavia","108",4545,51640704,0.00880119682334307,0.0408336530231136,21.55
"Mudlavia","110",220,56520334,0.000389240445748251,0.0408336530231136,0.95
"Mudlavia","111D",11775,41553717,0.0283368152119821,0.0408336530231136,69.4
"Mudlavia","111C",947,28641418,0.0033064005420402,0.0408336530231136,8.1
"Mudlavia Variant","111D",2097,41553717,0.00504647995749694,0.00526644113400015,95.82
"Mudlavia Variant","111C",63,28641418,0.000219961176503202,0.00526644113400015,4.18
"Muirkirk Variant","149A",21257,31149224,0.068242470502636,0.0687472566648102,99.27
"Muirkirk Variant","148",502,99448051,0.000504786162174259,0.0687472566648102,0.73
"Mullica","144A",4405,194998048,0.00225899697211328,9.04435187648717,0.02
"Mullica","153D",3329770,62896151,5.29407594432925,9.04435187648717,58.53
"Mullica","153C",239205,23918134,1.00009892076029,9.04435187648717,11.06
"Mullica","149A",855651,31149224,2.74694162525526,9.04435187648717,30.37
"Mullica","148",971,99448051,0.000976389170261366,9.04435187648717,0.01
"Mullins","124",22970,127505241,0.018014945754269,0.0425680700501527,42.32
"Mullins","120A",3389,105159520,0.00322272296412156,0.0425680700501527,7.57
"Mullins","125",8866,72179215,0.0122833145248255,0.0425680700501527,28.86
"Mullins","122",3522,192403601,0.0018305270700209,0.0425680700501527,4.3
"Mullins","121",8656,119946350,0.00721655973691571,0.0425680700501527,16.95
"Mulvey","111C",42,28641418,0.000146640784335468,0.0033786019588316,4.34
"Mulvey","111D",1343,41553717,0.00323196117449613,0.0033786019588316,95.66
"Muncie","111B",16257,91807049,0.0177077906076689,0.0202186121321979,87.58
"Muncie","111A",2592,103233144,0.00251082152452898,0.0202186121321979,12.42
"Mundal","144B",37829,331949767,0.0113960013714967,0.435906537170029,2.61
"Mundal","143",2096648,493943103,0.424471561049411,0.435906537170029,97.38
"Mundal","144A",76,194998048,3.89747491215912e-05,0.435906537170029,0.01
"Mundalite","142",42280,51240559,0.082512761033696,0.454150504095775,18.17
"Mundalite","143",1835679,493943103,0.371637743062079,0.454150504095775,81.83
"Mundelein","111C",11714,28641418,0.0408988130406113,0.294893887187814,13.87
"Mundelein","108",53429,51640704,0.103462958212189,0.294893887187814,35.08
"Mundelein","97",131,34895370,0.000375407969595966,0.294893887187814,0.13
"Mundelein","110",84861,56520334,0.150142424848374,0.294893887187814,50.91
"Mundelein","98",25,175031822,1.42831170437111e-05,0.294893887187814,0
"Munson","143",16837,493943103,0.00340869219506037,0.459475145334262,0.74
"Munson","142",233691,51240559,0.456066453139202,0.459475145334262,99.26
"Munuscong","143",543,493943103,0.000109931689844852,0.155865570932673,0.07
"Munuscong","94A",3268,91610663,0.00356727032965584,0.155865570932673,2.29
"Munuscong","99",386,107369567,0.000359505966900286,0.155865570932673,0.23
"Munuscong","142",48563,51240559,0.0947745320264754,0.155865570932673,60.81
"Munuscong","98",3295,175031822,0.00188251482636112,0.155865570932673,1.21
"Munuscong","94C",3243,33684714,0.00962751234877636,0.155865570932673,6.18
"Munuscong","96",20087,44104308,0.0455443037446591,0.155865570932673,29.22
"Muren","111A",13,103233144,1.25928548683938e-05,3.07794253592426,0
"Muren","120C",937,9696412,0.00966336826446731,3.07794253592426,0.31
"Muren","111D",2674,41553717,0.00643504406597369,3.07794253592426,0.21
"Muren","120B",1576,24321372,0.00647989759788223,3.07794253592426,0.21
"Muren","120A",97,105159520,9.22408166184098e-05,3.07794253592426,0
"Muren","114A",559438,24974392,2.24004652445593,3.07794253592426,72.78
"Muren","108",576,51640704,0.00111539920137417,3.07794253592426,0.04
"Muren","113",140,28309658,0.000494530877059695,3.07794253592426,0.02
"Muren","114B",36945,52719090,0.0700789789808587,3.07794253592426,2.28
"Muren","115",244880,33107001,0.739662284723403,3.07794253592426,24.03
"Muren","122",7430,192403601,0.00386167408581921,3.07794253592426,0.13
"Murrill","127",6739,183662793,0.00366922439211735,2.31379025062726,0.16
"Murrill","147",2100448,177749021,1.18169314699067,2.31379025062726,51.07
"Murrill","148",45760,99448051,0.0460139736675181,2.31379025062726,1.99
"Murrill","128",42815,4516193,0.948033000361145,2.31379025062726,40.97
"Murrill","140",506,203269067,0.000248931137171009,2.31379025062726,0.01
"Murrill","130A",15526,11575167,0.134131974078646,2.31379025062726,5.8
"Murrill Variant","147",18147,177749021,0.0102093389307613,0.0102093389307613,100
"Muscatatuck","114B",44449,52719090,0.0843129120779589,0.0843245362516835,99.99
"Muscatatuck","111A",12,103233144,1.16241737246712e-05,0.0843245362516835,0.01
"Muscatune","108",842420,51640704,1.63131006114866,2.01266490372891,81.05
"Muscatune","115",96580,33107001,0.29172077531275,2.01266490372891,14.49
"Muscatune","114B",38576,52719090,0.0731727349618516,2.01266490372891,3.64
"Muscatune","110",9304,56520334,0.0164613323056442,2.01266490372891,0.82
"Muse","114A",2130,24974392,0.00852873615501831,2.3463403541357,0.36
"Muse","122",121831,192403601,0.0633205404507996,2.3463403541357,2.7
"Muse","123",411,41335991,0.000994290907408026,2.3463403541357,0.04
"Muse","124",451465,127505241,0.354075641486768,2.3463403541357,15.09
"Muse","125",1316484,72179215,1.82391011041059,2.3463403541357,77.73
"Muse","121",114562,119946350,0.0955110347251083,2.3463403541357,4.07
"Muskego","110",67987,56520334,0.120287682659483,1.95000935745961,6.17
"Muskego","99",13024,107369567,0.0121300666137547,1.95000935745961,0.62
"Muskego","140",2864,203269067,0.00140896991473867,1.95000935745961,0.07
"Muskego","111A",7447,103233144,0.00721376847730221,1.95000935745961,0.37
"Muskego","111D",17968,41553717,0.0432404157731545,1.95000935745961,2.22
"Muskego","115",704,33107001,0.00212643845330479,1.95000935745961,0.11
"Muskego","98",541616,175031822,0.309438588829864,1.95000935745961,15.87
"Muskego","144A",77539,194998048,0.0397639877913034,1.95000935745961,2.04
"Muskego","108",2304,51640704,0.00446159680549669,1.95000935745961,0.23
"Muskego","97",29600,34895370,0.084825006870539,1.95000935745961,4.35
"Muskego","111E",2746,29389481,0.00934347904952796,1.95000935745961,0.48
"Muskego","111B",216771,91807049,0.236115856419696,1.95000935745961,12.11
"Muskego","111C",309211,28641418,1.07959389440844,1.95000935745961,55.36
"Muskego","124",76,127505241,5.96053930049824e-05,1.95000935745961,0
"Muskellunge","142",1440403,51240559,2.81106027746497,2.96625369719525,94.77
"Muskellunge","143",32424,493943103,0.00656431880576334,2.96625369719525,0.22
"Muskellunge","141",1292,9138474,0.0141380278589182,2.96625369719525,0.48
"Muskellunge","101",97193,72267250,0.1344910730656,2.96625369719525,4.53
"Muskingum","125",84630,72179215,0.117249820464243,0.510162629037707,22.98
"Muskingum","124",81596,127505241,0.0639942322057177,0.510162629037707,12.54
"Muskingum","134",8951,10678804,0.0838202480352669,0.510162629037707,16.43
"Muskingum","122",7471,192403601,0.00388298345829816,0.510162629037707,0.76
"Muskingum","139",11884,85510805,0.0138976588981942,0.510162629037707,2.72
"Muskingum","120C",3634,9696412,0.0374777804408476,0.510162629037707,7.35
"Muskingum","114A",3616,24974392,0.014478830956125,0.510162629037707,2.84
"Muskingum","120A",176512,105159520,0.1678516600304,0.510162629037707,32.9
"Muskingum","114B",504,52719090,0.000956010431894784,0.510162629037707,0.19
"Muskingum","113",1482,28309658,0.00523496257001762,0.510162629037707,1.03
"Muskingum","111A",855,103233144,0.000828222377882824,0.510162629037707,0.16
"Muskingum","121",588,119946350,0.00049021916882006,0.510162629037707,0.1
"Mussey","99",820,107369567,0.000763717339010969,0.0221498385847672,3.45
"Mussey","111C",2245,28641418,0.00783829906745539,0.0221498385847672,35.39
