"dmuiid"	"region"
144360	"r12"
144361	"r12"
144362	"r12"
144363	"r12"
144364	"r12"
144365	"r12"
144366	"r12"
144367	"r12"
144368	"r12"
144369	"r12"
144370	"r12"
144371	"r12"
144372	"r12"
144373	"r12"
144374	"r12"
144375	"r12"
144376	"r12"
144377	"r12"
144378	"r12"
172285	"r12"
172288	"r12"
172289	"r12"
172290	"r12"
172291	"r12"
468541	"r12"
172292	"r12"
172293	"r12"
172294	"r12"
172295	"r12"
172296	"r12"
172297	"r12"
468543	"r12"
172299	"r12"
172300	"r12"
172301	"r12"
464414	"r12"
172303	"r12"
172304	"r12"
172305	"r12"
172306	"r12"
120367	"r12"
172307	"r12"
172308	"r12"
172309	"r12"
172310	"r12"
172311	"r12"
172312	"r12"
172313	"r12"
120369	"r12"
172314	"r12"
172315	"r12"
172316	"r12"
172317	"r12"
172318	"r12"
464573	"r12"
172320	"r12"
172321	"r12"
172323	"r12"
172324	"r12"
172322	"r12"
172325	"r12"
172331	"r12"
172332	"r12"
172333	"r12"
172335	"r12"
172338	"r12"
172339	"r12"
172343	"r12"
172344	"r12"
172345	"r12"
464416	"r12"
172347	"r12"
172348	"r12"
120388	"r12"
120390	"r12"
172349	"r12"
172350	"r12"
172351	"r12"
120391	"r12"
120392	"r12"
120393	"r12"
172359	"r12"
172360	"r12"
172361	"r12"
468258	"r12"
468542	"r12"
172363	"r12"
120401	"r12"
172364	"r12"
172365	"r12"
172366	"r12"
172368	"r12"
172369	"r12"
120412	"r12"
172370	"r12"
172371	"r12"
172372	"r12"
144379	"r12"
120415	"r12"
120417	"r12"
172373	"r12"
172374	"r12"
172375	"r12"
120420	"r12"
146559	"r12"
146560	"r12"
146561	"r12"
146562	"r12"
146563	"r12"
146564	"r12"
146565	"r12"
146567	"r12"
146568	"r12"
146569	"r12"
146570	"r12"
146572	"r12"
146574	"r12"
146575	"r12"
146577	"r12"
146578	"r12"
146579	"r12"
146581	"r12"
146582	"r12"
146583	"r12"
146584	"r12"
146585	"r12"
146586	"r12"
146587	"r12"
146588	"r12"
146589	"r12"
146590	"r12"
146591	"r12"
146593	"r12"
146594	"r12"
146595	"r12"
146596	"r12"
146597	"r12"
146598	"r12"
146599	"r12"
146600	"r12"
146601	"r12"
146602	"r12"
146603	"r12"
146604	"r12"
146605	"r12"
146606	"r12"
146607	"r12"
146608	"r12"
146609	"r12"
146610	"r12"
146611	"r12"
146612	"r12"
146613	"r12"
146614	"r12"
146615	"r12"
146617	"r12"
146618	"r12"
146619	"r12"
146620	"r12"
146621	"r12"
470032	"r12"
470031	"r12"
144807	"r12"
144808	"r12"
125634	"r12"
144812	"r12"
125645	"r12"
125646	"r12"
144815	"r12"
144818	"r12"
125657	"r12"
125661	"r12"
125663	"r12"
125664	"r12"
144826	"r12"
144827	"r12"
125669	"r12"
144829	"r12"
144828	"r12"
144830	"r12"
144831	"r12"
144833	"r12"
470033	"r12"
144837	"r12"
144838	"r12"
144839	"r12"
144840	"r12"
144841	"r12"
144843	"r12"
144844	"r12"
144845	"r12"
144846	"r12"
144847	"r12"
144848	"r12"
144849	"r12"
144850	"r12"
144851	"r12"
144852	"r12"
144853	"r12"
144854	"r12"
144855	"r12"
144856	"r12"
144857	"r12"
144858	"r12"
144859	"r12"
144860	"r12"
144861	"r12"
144862	"r12"
144863	"r12"
144864	"r12"
144865	"r12"
144866	"r12"
144867	"r12"
144868	"r12"
144869	"r12"
144873	"r12"
144874	"r12"
144875	"r12"
144876	"r12"
144877	"r12"
144878	"r12"
144880	"r12"
144884	"r12"
144885	"r12"
144889	"r12"
144898	"r12"
144899	"r12"
144900	"r12"
144901	"r12"
144902	"r12"
144907	"r12"
144908	"r12"
144909	"r12"
144910	"r12"
144911	"r12"
144912	"r12"
144913	"r12"
144914	"r12"
144915	"r12"
144916	"r12"
144917	"r12"
144918	"r12"
144919	"r12"
144920	"r12"
144921	"r12"
144922	"r12"
144923	"r12"
144924	"r12"
144925	"r12"
144926	"r12"
144927	"r12"
144928	"r12"
144929	"r12"
144930	"r12"
144931	"r12"
144932	"r12"
144933	"r12"
144934	"r12"
144935	"r12"
144936	"r12"
144939	"r12"
144940	"r12"
144941	"r12"
144942	"r12"
144945	"r12"
144946	"r12"
144947	"r12"
144948	"r12"
144950	"r12"
144951	"r12"
144952	"r12"
144953	"r12"
144954	"r12"
144956	"r12"
144957	"r12"
144958	"r12"
144959	"r12"
144960	"r12"
144961	"r12"
144962	"r12"
144964	"r12"
144965	"r12"
144966	"r12"
144967	"r12"
144968	"r12"
144969	"r12"
125348	"r12"
125352	"r12"
362640	"r12"
164986	"r12"
119790	"r12"
164987	"r12"
119799	"r12"
164988	"r12"
119800	"r12"
164989	"r12"
164990	"r12"
164991	"r12"
164992	"r12"
164993	"r12"
164994	"r12"
164995	"r12"
164996	"r12"
164997	"r12"
164998	"r12"
164999	"r12"
165000	"r12"
165001	"r12"
165002	"r12"
165003	"r12"
165010	"r12"
165011	"r12"
119807	"r12"
119808	"r12"
119809	"r12"
165015	"r12"
165016	"r12"
119810	"r12"
119811	"r12"
119812	"r12"
165017	"r12"
119816	"r12"
119817	"r12"
119818	"r12"
119819	"r12"
119820	"r12"
119821	"r12"
165018	"r12"
165019	"r12"
165020	"r12"
165021	"r12"
165025	"r12"
165026	"r12"
165027	"r12"
119841	"r12"
119842	"r12"
119843	"r12"
165028	"r12"
165029	"r12"
119844	"r12"
119845	"r12"
165030	"r12"
119846	"r12"
165031	"r12"
119848	"r12"
165036	"r12"
165039	"r12"
165040	"r12"
119861	"r12"
119862	"r12"
119863	"r12"
165041	"r12"
165042	"r12"
165043	"r12"
165044	"r12"
165045	"r12"
165046	"r12"
165047	"r12"
165048	"r12"
165049	"r12"
119866	"r12"
165050	"r12"
165051	"r12"
552896	"r12"
119160	"r12"
119161	"r12"
119162	"r12"
119163	"r12"
119164	"r12"
119165	"r12"
119166	"r12"
119167	"r12"
119168	"r12"
119169	"r12"
119170	"r12"
119174	"r12"
119175	"r12"
119176	"r12"
119177	"r12"
119178	"r12"
119182	"r12"
119183	"r12"
119184	"r12"
119185	"r12"
119186	"r12"
119187	"r12"
119188	"r12"
119189	"r12"
119190	"r12"
119191	"r12"
119192	"r12"
119193	"r12"
119194	"r12"
119195	"r12"
553217	"r12"
119197	"r12"
119198	"r12"
119202	"r12"
119203	"r12"
119206	"r12"
119207	"r12"
119208	"r12"
119211	"r12"
119218	"r12"
553316	"r12"
152615	"r12"
118384	"r12"
148702	"r12"
148703	"r12"
148704	"r12"
148705	"r12"
148706	"r12"
148707	"r12"
118386	"r12"
118387	"r12"
118388	"r12"
118389	"r12"
174476	"r12"
118392	"r12"
118393	"r12"
148708	"r12"
148709	"r12"
118394	"r12"
118395	"r12"
118396	"r12"
118397	"r12"
148710	"r12"
148711	"r12"
148712	"r12"
118398	"r12"
148713	"r12"
148714	"r12"
148715	"r12"
148716	"r12"
148717	"r12"
148718	"r12"
148719	"r12"
148720	"r12"
148721	"r12"
148722	"r12"
148723	"r12"
148724	"r12"
148725	"r12"
148726	"r12"
148727	"r12"
148728	"r12"
148729	"r12"
148730	"r12"
148731	"r12"
148732	"r12"
148733	"r12"
148734	"r12"
148735	"r12"
118401	"r12"
118402	"r12"
148736	"r12"
148737	"r12"
148738	"r12"
148739	"r12"
148745	"r12"
148746	"r12"
148747	"r12"
148748	"r12"
148749	"r12"
148750	"r12"
118403	"r12"
148751	"r12"
148752	"r12"
148753	"r12"
148754	"r12"
148755	"r12"
148756	"r12"
148757	"r12"
118405	"r12"
118406	"r12"
118407	"r12"
118408	"r12"
148758	"r12"
148759	"r12"
118409	"r12"
148760	"r12"
148761	"r12"
148762	"r12"
148763	"r12"
148764	"r12"
118411	"r12"
118412	"r12"
148765	"r12"
118414	"r12"
118415	"r12"
118420	"r12"
118422	"r12"
148766	"r12"
148767	"r12"
148768	"r12"
148769	"r12"
148770	"r12"
148771	"r12"
118423	"r12"
118424	"r12"
118425	"r12"
118426	"r12"
118427	"r12"
118428	"r12"
118429	"r12"
118430	"r12"
118431	"r12"
451873	"r12"
148772	"r12"
148773	"r12"
148774	"r12"
118433	"r12"
148775	"r12"
118434	"r12"
118435	"r12"
118436	"r12"
148776	"r12"
118437	"r12"
118438	"r12"
118440	"r12"
118441	"r12"
118442	"r12"
148777	"r12"
148778	"r12"
118443	"r12"
118444	"r12"
118445	"r12"
148779	"r12"
118447	"r12"
118448	"r12"
118449	"r12"
148780	"r12"
118450	"r12"
148781	"r12"
148782	"r12"
118451	"r12"
118452	"r12"
146245	"r12"
146246	"r12"
146250	"r12"
146256	"r12"
146257	"r12"
146258	"r12"
146260	"r12"
120643	"r12"
120644	"r12"
146265	"r12"
120645	"r12"
146270	"r12"
146271	"r12"
120646	"r12"
120649	"r12"
120651	"r12"
461122	"r12"
120652	"r12"
120654	"r12"
120655	"r12"
120656	"r12"
146294	"r12"
146296	"r12"
120658	"r12"
146309	"r12"
146310	"r12"
120659	"r12"
120660	"r12"
146318	"r12"
146319	"r12"
146326	"r12"
120665	"r12"
146354	"r12"
120672	"r12"
120673	"r12"
120674	"r12"
146364	"r12"
120675	"r12"
146368	"r12"
146369	"r12"
120676	"r12"
120677	"r12"
120679	"r12"
120680	"r12"
120681	"r12"
120682	"r12"
120683	"r12"
120684	"r12"
120685	"r12"
146378	"r12"
146384	"r12"
146387	"r12"
120687	"r12"
453524	"r12"
120688	"r12"
120692	"r12"
120693	"r12"
120694	"r12"
120698	"r12"
120701	"r12"
146393	"r12"
120702	"r12"
120703	"r12"
547399	"r12"
165917	"r12"
165918	"r12"
165919	"r12"
547400	"r12"
547401	"r12"
547402	"r12"
553348	"r12"
547403	"r12"
547404	"r12"
547405	"r12"
547406	"r12"
547407	"r12"
165920	"r12"
553356	"r12"
547408	"r12"
165921	"r12"
547409	"r12"
165922	"r12"
547418	"r12"
547419	"r12"
547420	"r12"
547421	"r12"
547422	"r12"
547423	"r12"
547424	"r12"
547425	"r12"
165923	"r12"
165924	"r12"
165925	"r12"
165926	"r12"
165927	"r12"
165928	"r12"
165929	"r12"
165930	"r12"
547432	"r12"
547435	"r12"
165931	"r12"
165932	"r12"
165933	"r12"
165939	"r12"
165942	"r12"
547438	"r12"
547439	"r12"
547440	"r12"
547441	"r12"
547442	"r12"
547443	"r12"
547444	"r12"
547445	"r12"
165944	"r12"
165945	"r12"
165946	"r12"
547447	"r12"
547448	"r12"
547449	"r12"
547450	"r12"
547451	"r12"
547452	"r12"
547453	"r12"
547454	"r12"
547456	"r12"
165947	"r12"
165948	"r12"
165949	"r12"
165950	"r12"
165951	"r12"
165952	"r12"
165953	"r12"
165954	"r12"
165955	"r12"
165956	"r12"
547459	"r12"
165957	"r12"
547460	"r12"
165958	"r12"
547461	"r12"
165959	"r12"
547463	"r12"
165960	"r12"
547465	"r12"
547466	"r12"
547472	"r12"
547473	"r12"
547474	"r12"
165972	"r12"
547478	"r12"
547479	"r12"
547480	"r12"
547481	"r12"
165975	"r12"
165976	"r12"
165977	"r12"
547482	"r12"
165978	"r12"
547483	"r12"
547484	"r12"
547485	"r12"
547486	"r12"
165979	"r12"
547487	"r12"
547488	"r12"
547489	"r12"
547490	"r12"
165980	"r12"
165981	"r12"
165982	"r12"
165983	"r12"
165984	"r12"
547491	"r12"
165985	"r12"
165986	"r12"
165987	"r12"
165988	"r12"
547492	"r12"
165991	"r12"
165992	"r12"
165993	"r12"
547494	"r12"
547495	"r12"
547496	"r12"
547497	"r12"
547498	"r12"
165994	"r12"
165995	"r12"
547499	"r12"
165997	"r12"
165998	"r12"
165999	"r12"
166000	"r12"
166001	"r12"
145425	"r12"
547500	"r12"
547501	"r12"
166002	"r12"
547502	"r12"
127460	"r12"
127461	"r12"
127462	"r12"
127463	"r12"
127464	"r12"
127465	"r12"
127466	"r12"
127467	"r12"
127468	"r12"
127469	"r12"
127470	"r12"
127471	"r12"
127472	"r12"
127473	"r12"
127474	"r12"
127475	"r12"
127476	"r12"
127477	"r12"
127478	"r12"
127479	"r12"
127480	"r12"
127481	"r12"
127482	"r12"
127484	"r12"
127487	"r12"
127488	"r12"
127489	"r12"
127490	"r12"
127491	"r12"
127492	"r12"
127493	"r12"
127494	"r12"
127495	"r12"
127496	"r12"
127497	"r12"
127498	"r12"
127499	"r12"
127500	"r12"
127501	"r12"
127502	"r12"
127503	"r12"
127504	"r12"
127505	"r12"
127506	"r12"
127507	"r12"
127508	"r12"
127510	"r12"
127511	"r12"
127512	"r12"
127513	"r12"
127516	"r12"
127517	"r12"
127518	"r12"
127519	"r12"
127520	"r12"
127521	"r12"
634295	"r12"
166003	"r12"
166004	"r12"
166005	"r12"
553451	"r12"
553453	"r12"
553454	"r12"
553456	"r12"
553459	"r12"
166006	"r12"
166007	"r12"
553452	"r12"
553462	"r12"
166008	"r12"
553463	"r12"
553464	"r12"
553465	"r12"
166013	"r12"
166014	"r12"
166015	"r12"
166016	"r12"
166017	"r12"
166018	"r12"
166019	"r12"
553466	"r12"
166020	"r12"
166021	"r12"
166022	"r12"
166023	"r12"
166024	"r12"
166025	"r12"
166026	"r12"
553467	"r12"
553468	"r12"
553469	"r12"
166027	"r12"
166028	"r12"
166029	"r12"
166030	"r12"
166031	"r12"
553470	"r12"
553471	"r12"
553472	"r12"
553473	"r12"
553474	"r12"
553475	"r12"
553481	"r12"
166042	"r12"
553483	"r12"
553482	"r12"
166045	"r12"
166046	"r12"
166047	"r12"
166048	"r12"
553484	"r12"
166049	"r12"
166050	"r12"
166051	"r12"
166052	"r12"
553485	"r12"
634365	"r12"
166055	"r12"
166056	"r12"
166057	"r12"
166058	"r12"
166059	"r12"
166060	"r12"
166061	"r12"
553488	"r12"
166062	"r12"
166063	"r12"
166064	"r12"
166065	"r12"
166066	"r12"
166067	"r12"
553495	"r12"
553496	"r12"
553497	"r12"
166068	"r12"
166069	"r12"
553498	"r12"
166072	"r12"
553501	"r12"
553502	"r12"
166076	"r12"
634366	"r12"
634367	"r12"
166077	"r12"
553509	"r12"
166078	"r12"
166079	"r12"
166080	"r12"
166081	"r12"
553512	"r12"
553510	"r12"
553511	"r12"
634368	"r12"
166082	"r12"
634369	"r12"
166083	"r12"
166084	"r12"
554316	"r12"
166085	"r12"
166086	"r12"
166089	"r12"
166090	"r12"
166091	"r12"
145495	"r12"
553517	"r12"
553520	"r12"
553522	"r12"
553523	"r12"
553524	"r12"
553525	"r12"
553526	"r12"
634370	"r12"
634371	"r12"
634372	"r12"
166105	"r12"
634296	"r12"
553536	"r12"
553531	"r12"
553480	"r12"
166110	"r12"
400250	"r12"
166114	"r12"
166115	"r12"
553537	"r12"
166116	"r12"
553538	"r12"
166117	"r12"
166118	"r12"
166119	"r12"
553539	"r12"
553540	"r12"
635184	"r12"
553542	"r12"
175375	"r12"
166488	"r12"
175431	"r12"
166489	"r12"
166490	"r12"
166491	"r12"
166492	"r12"
166493	"r12"
166494	"r12"
166501	"r12"
166504	"r12"
166505	"r12"
166506	"r12"
166507	"r12"
166508	"r12"
166509	"r12"
166510	"r12"
166511	"r12"
404451	"r12"
166512	"r12"
166513	"r12"
166514	"r12"
166515	"r12"
166527	"r12"
166528	"r12"
166532	"r12"
166533	"r12"
166534	"r12"
166535	"r12"
166536	"r12"
166537	"r12"
166538	"r12"
166539	"r12"
166540	"r12"
166541	"r12"
166542	"r12"
166543	"r12"
166544	"r12"
166545	"r12"
166554	"r12"
166555	"r12"
166556	"r12"
166557	"r12"
166558	"r12"
166562	"r12"
166569	"r12"
166572	"r12"
166576	"r12"
166577	"r12"
166578	"r12"
166579	"r12"
166580	"r12"
166581	"r12"
166582	"r12"
149907	"r12"
149908	"r12"
149909	"r12"
149910	"r12"
149911	"r12"
149912	"r12"
149913	"r12"
149915	"r12"
149917	"r12"
149918	"r12"
149919	"r12"
149920	"r12"
149921	"r12"
149922	"r12"
149924	"r12"
149926	"r12"
149927	"r12"
149928	"r12"
149929	"r12"
149932	"r12"
149933	"r12"
149934	"r12"
149935	"r12"
149936	"r12"
149937	"r12"
149938	"r12"
149939	"r12"
149940	"r12"
149941	"r12"
149942	"r12"
149943	"r12"
149944	"r12"
149945	"r12"
149946	"r12"
149947	"r12"
149948	"r12"
149949	"r12"
149950	"r12"
149951	"r12"
149952	"r12"
149953	"r12"
149954	"r12"
149955	"r12"
149956	"r12"
149957	"r12"
149958	"r12"
149959	"r12"
149960	"r12"
149961	"r12"
149962	"r12"
149963	"r12"
149964	"r12"
149965	"r12"
149966	"r12"
149967	"r12"
149968	"r12"
149969	"r12"
149972	"r12"
149973	"r12"
149974	"r12"
149975	"r12"
149976	"r12"
149980	"r12"
149982	"r12"
149986	"r12"
149987	"r12"
149988	"r12"
149989	"r12"
149990	"r12"
149991	"r12"
149994	"r12"
149996	"r12"
149997	"r12"
149998	"r12"
149999	"r12"
150000	"r12"
150003	"r12"
150004	"r12"
150007	"r12"
150008	"r12"
150009	"r12"
150010	"r12"
150011	"r12"
150012	"r12"
150013	"r12"
150014	"r12"
150015	"r12"
150016	"r12"
150017	"r12"
150018	"r12"
150019	"r12"
150020	"r12"
150021	"r12"
150022	"r12"
150023	"r12"
150024	"r12"
150025	"r12"
150026	"r12"
150027	"r12"
150028	"r12"
150029	"r12"
155369	"r12"
155370	"r12"
150030	"r12"
150031	"r12"
150032	"r12"
150033	"r12"
150034	"r12"
150035	"r12"
150036	"r12"
150037	"r12"
150038	"r12"
150039	"r12"
150040	"r12"
150041	"r12"
150042	"r12"
150043	"r12"
150044	"r12"
150045	"r12"
150046	"r12"
150047	"r12"
150048	"r12"
150049	"r12"
150050	"r12"
150051	"r12"
150052	"r12"
150053	"r12"
150054	"r12"
150055	"r12"
150056	"r12"
150057	"r12"
150058	"r12"
150059	"r12"
150060	"r12"
150061	"r12"
150062	"r12"
150063	"r12"
150064	"r12"
150065	"r12"
150066	"r12"
150067	"r12"
150068	"r12"
150069	"r12"
150070	"r12"
150071	"r12"
150072	"r12"
150073	"r12"
150074	"r12"
150075	"r12"
150076	"r12"
150077	"r12"
150078	"r12"
150079	"r12"
150080	"r12"
150081	"r12"
150082	"r12"
150083	"r12"
150084	"r12"
361499	"r12"
361502	"r12"
361504	"r12"
361511	"r12"
150085	"r12"
145521	"r12"
145528	"r12"
145529	"r12"
145530	"r12"
145531	"r12"
145532	"r12"
145533	"r12"
145534	"r12"
145535	"r12"
145538	"r12"
145541	"r12"
145542	"r12"
145543	"r12"
145544	"r12"
145545	"r12"
145546	"r12"
145547	"r12"
145548	"r12"
145552	"r12"
145554	"r12"
145555	"r12"
145556	"r12"
145557	"r12"
145559	"r12"
145560	"r12"
145561	"r12"
145562	"r12"
145563	"r12"
145565	"r12"
145566	"r12"
145567	"r12"
145568	"r12"
145569	"r12"
145570	"r12"
145571	"r12"
145572	"r12"
145573	"r12"
145574	"r12"
145575	"r12"
145576	"r12"
145577	"r12"
145578	"r12"
145579	"r12"
153703	"r12"
145580	"r12"
553292	"r12"
122397	"r12"
553297	"r12"
122399	"r12"
122400	"r12"
122401	"r12"
122402	"r12"
122403	"r12"
122404	"r12"
122405	"r12"
553298	"r12"
122406	"r12"
122407	"r12"
122408	"r12"
553299	"r12"
553305	"r12"
122410	"r12"
553306	"r12"
122411	"r12"
553308	"r12"
122412	"r12"
122413	"r12"
122414	"r12"
122415	"r12"
122416	"r12"
122418	"r12"
122419	"r12"
122420	"r12"
122421	"r12"
122422	"r12"
122423	"r12"
122424	"r12"
122425	"r12"
122426	"r12"
122427	"r12"
122428	"r12"
122429	"r12"
122431	"r12"
122432	"r12"
553310	"r12"
122435	"r12"
122436	"r12"
553312	"r12"
553314	"r12"
122437	"r12"
553319	"r12"
122438	"r12"
122440	"r12"
122441	"r12"
122442	"r12"
122443	"r12"
122444	"r12"
122446	"r12"
122447	"r12"
122448	"r12"
122449	"r12"
553320	"r12"
122450	"r12"
122451	"r12"
122452	"r12"
122453	"r12"
122454	"r12"
122455	"r12"
122456	"r12"
122457	"r12"
122458	"r12"
122459	"r12"
553324	"r12"
122460	"r12"
122461	"r12"
553328	"r12"
122462	"r12"
553329	"r12"
553330	"r12"
122463	"r12"
553331	"r12"
122464	"r12"
122465	"r12"
122466	"r12"
122467	"r12"
122468	"r12"
122469	"r12"
122470	"r12"
122472	"r12"
122473	"r12"
122474	"r12"
122475	"r12"
122476	"r12"
122477	"r12"
553332	"r12"
122479	"r12"
122480	"r12"
122481	"r12"
144404	"r12"
144405	"r12"
122486	"r12"
553333	"r12"
122487	"r12"
122488	"r12"
122489	"r12"
553335	"r12"
122490	"r12"
122491	"r12"
122492	"r12"
149865	"r12"
149866	"r12"
149867	"r12"
149868	"r12"
149869	"r12"
149870	"r12"
149872	"r12"
149873	"r12"
149874	"r12"
149875	"r12"
149876	"r12"
149877	"r12"
149878	"r12"
149882	"r12"
149883	"r12"
149884	"r12"
149885	"r12"
149886	"r12"
149887	"r12"
149889	"r12"
149890	"r12"
149891	"r12"
149892	"r12"
149893	"r12"
149894	"r12"
149895	"r12"
149896	"r12"
149897	"r12"
149898	"r12"
149899	"r12"
149900	"r12"
149901	"r12"
149902	"r12"
149903	"r12"
149904	"r12"
149905	"r12"
149906	"r12"
144972	"r12"
144973	"r12"
144975	"r12"
144976	"r12"
144977	"r12"
144978	"r12"
144979	"r12"
144981	"r12"
144983	"r12"
144984	"r12"
144985	"r12"
144986	"r12"
144987	"r12"
144988	"r12"
144989	"r12"
144990	"r12"
144991	"r12"
144992	"r12"
144993	"r12"
144994	"r12"
144995	"r12"
144996	"r12"
144998	"r12"
144999	"r12"
145001	"r12"
145002	"r12"
145003	"r12"
145004	"r12"
145005	"r12"
145006	"r12"
145007	"r12"
145008	"r12"
145009	"r12"
145010	"r12"
145011	"r12"
145012	"r12"
145013	"r12"
145014	"r12"
145015	"r12"
145016	"r12"
145017	"r12"
145018	"r12"
145019	"r12"
399762	"r12"
145020	"r12"
145022	"r12"
145024	"r12"
145025	"r12"
145026	"r12"
145027	"r12"
145028	"r12"
127981	"r12"
127982	"r12"
145030	"r12"
145031	"r12"
145032	"r12"
145033	"r12"
145039	"r12"
451734	"r12"
145041	"r12"
145042	"r12"
145043	"r12"
145044	"r12"
145045	"r12"
145046	"r12"
145047	"r12"
145048	"r12"
145049	"r12"
145050	"r12"
145051	"r12"
145052	"r12"
145053	"r12"
145054	"r12"
145055	"r12"
145056	"r12"
145057	"r12"
145058	"r12"
145064	"r12"
145067	"r12"
145068	"r12"
145069	"r12"
145070	"r12"
145071	"r12"
145072	"r12"
145073	"r12"
145074	"r12"
145075	"r12"
145076	"r12"
145077	"r12"
145078	"r12"
145079	"r12"
451735	"r12"
145080	"r12"
128007	"r12"
145081	"r12"
145082	"r12"
128010	"r12"
128011	"r12"
128012	"r12"
128013	"r12"
128014	"r12"
149640	"r12"
149643	"r12"
149644	"r12"
149645	"r12"
149646	"r12"
149647	"r12"
149648	"r12"
149649	"r12"
149650	"r12"
149651	"r12"
149653	"r12"
149654	"r12"
149655	"r12"
149656	"r12"
149657	"r12"
149658	"r12"
149659	"r12"
149662	"r12"
149663	"r12"
149664	"r12"
149666	"r12"
149667	"r12"
149668	"r12"
149669	"r12"
149670	"r12"
149671	"r12"
149672	"r12"
149673	"r12"
149674	"r12"
149675	"r12"
149676	"r12"
149677	"r12"
149678	"r12"
149679	"r12"
149680	"r12"
149681	"r12"
149682	"r12"
149683	"r12"
149684	"r12"
149685	"r12"
149686	"r12"
149687	"r12"
149688	"r12"
149689	"r12"
149690	"r12"
149691	"r12"
149692	"r12"
149693	"r12"
149694	"r12"
149695	"r12"
149696	"r12"
149697	"r12"
149698	"r12"
149699	"r12"
149700	"r12"
149701	"r12"
149702	"r12"
149703	"r12"
149704	"r12"
149705	"r12"
149706	"r12"
149707	"r12"
149708	"r12"
149709	"r12"
149710	"r12"
149711	"r12"
149712	"r12"
149713	"r12"
149714	"r12"
149715	"r12"
149716	"r12"
149717	"r12"
149718	"r12"
149719	"r12"
149720	"r12"
149721	"r12"
149722	"r12"
149723	"r12"
149724	"r12"
149725	"r12"
149726	"r12"
149727	"r12"
150212	"r12"
150213	"r12"
149728	"r12"
149729	"r12"
149730	"r12"
149731	"r12"
150215	"r12"
150216	"r12"
149732	"r12"
149733	"r12"
149734	"r12"
150278	"r12"
150279	"r12"
150277	"r12"
150214	"r12"
151937	"r12"
150280	"r12"
173576	"r12"
173577	"r12"
173578	"r12"
173579	"r12"
173580	"r12"
173581	"r12"
173582	"r12"
173585	"r12"
173586	"r12"
173587	"r12"
173588	"r12"
173591	"r12"
145084	"r12"
145085	"r12"
173601	"r12"
173602	"r12"
173603	"r12"
173604	"r12"
173605	"r12"
173606	"r12"
173607	"r12"
173608	"r12"
173609	"r12"
173610	"r12"
173611	"r12"
173612	"r12"
173613	"r12"
173614	"r12"
173615	"r12"
173616	"r12"
173617	"r12"
173618	"r12"
173619	"r12"
145088	"r12"
145089	"r12"
173620	"r12"
173621	"r12"
173622	"r12"
173623	"r12"
173624	"r12"
173629	"r12"
173630	"r12"
173631	"r12"
173632	"r12"
173633	"r12"
173634	"r12"
173635	"r12"
173636	"r12"
173637	"r12"
145094	"r12"
173648	"r12"
173649	"r12"
173650	"r12"
173651	"r12"
173652	"r12"
173653	"r12"
173654	"r12"
173655	"r12"
173656	"r12"
173657	"r12"
173658	"r12"
173659	"r12"
173660	"r12"
173661	"r12"
173662	"r12"
173663	"r12"
173664	"r12"
173665	"r12"
173666	"r12"
145100	"r12"
173667	"r12"
173668	"r12"
173669	"r12"
173670	"r12"
173671	"r12"
145102	"r12"
145103	"r12"
145104	"r12"
145105	"r12"
145106	"r12"
145107	"r12"
145108	"r12"
145109	"r12"
173672	"r12"
173673	"r12"
173674	"r12"
173675	"r12"
145110	"r12"
173685	"r12"
173686	"r12"
173687	"r12"
173688	"r12"
145111	"r12"
145112	"r12"
173689	"r12"
173690	"r12"
173691	"r12"
173692	"r12"
173693	"r12"
173698	"r12"
173699	"r12"
173700	"r12"
145116	"r12"
145117	"r12"
145118	"r12"
145119	"r12"
145120	"r12"
145121	"r12"
173701	"r12"
145122	"r12"
173702	"r12"
173703	"r12"
145123	"r12"
173704	"r12"
150281	"r12"
173705	"r12"
173706	"r12"
173707	"r12"
173708	"r12"
173709	"r12"
173710	"r12"
150282	"r12"
150283	"r12"
467397	"r12"
173711	"r12"
145124	"r12"
173712	"r12"
173713	"r12"
145125	"r12"
145130	"r12"
173714	"r12"
173715	"r12"
150285	"r12"
145131	"r12"
145132	"r12"
145133	"r12"
173716	"r12"
145134	"r12"
145135	"r12"
173717	"r12"
173718	"r12"
173719	"r12"
173720	"r12"
150542	"r12"
467398	"r12"
173721	"r12"
173722	"r12"
173723	"r12"
173727	"r12"
150276	"r12"
145137	"r12"
173728	"r12"
145138	"r12"
173729	"r12"
173731	"r12"
173732	"r12"
173733	"r12"
173734	"r12"
144168	"r12"
144170	"r12"
144171	"r12"
144172	"r12"
144173	"r12"
144174	"r12"
144175	"r12"
144176	"r12"
144177	"r12"
144178	"r12"
144180	"r12"
144181	"r12"
144182	"r12"
144183	"r12"
144184	"r12"
144185	"r12"
144186	"r12"
144187	"r12"
144188	"r12"
144189	"r12"
144190	"r12"
144192	"r12"
144193	"r12"
144196	"r12"
144198	"r12"
144199	"r12"
144200	"r12"
144201	"r12"
144202	"r12"
144203	"r12"
144204	"r12"
144207	"r12"
144209	"r12"
144210	"r12"
144211	"r12"
144212	"r12"
144213	"r12"
144214	"r12"
144215	"r12"
144219	"r12"
144222	"r12"
144223	"r12"
144224	"r12"
144225	"r12"
144226	"r12"
144227	"r12"
144228	"r12"
144229	"r12"
144231	"r12"
144235	"r12"
144236	"r12"
144237	"r12"
144238	"r12"
144239	"r12"
144240	"r12"
144241	"r12"
144244	"r12"
144245	"r12"
