"dmuiid"	"region"
126335	"r12"
126336	"r12"
126337	"r12"
126341	"r12"
126344	"r12"
126348	"r12"
126349	"r12"
126351	"r12"
126352	"r12"
126353	"r12"
126354	"r12"
126358	"r12"
126359	"r12"
126360	"r12"
126361	"r12"
126362	"r12"
126363	"r12"
126364	"r12"
126365	"r12"
126366	"r12"
126367	"r12"
126368	"r12"
126369	"r12"
126370	"r12"
126371	"r12"
126372	"r12"
126373	"r12"
126374	"r12"
126375	"r12"
126376	"r12"
126377	"r12"
126379	"r12"
129714	"r12"
129715	"r12"
129716	"r12"
129819	"r12"
129720	"r12"
129721	"r12"
129722	"r12"
129725	"r12"
129726	"r12"
129727	"r12"
129731	"r12"
129732	"r12"
129733	"r12"
129734	"r12"
129735	"r12"
129736	"r12"
129738	"r12"
129739	"r12"
129740	"r12"
129741	"r12"
129742	"r12"
129743	"r12"
129744	"r12"
129745	"r12"
129748	"r12"
129749	"r12"
129755	"r12"
129750	"r12"
129751	"r12"
129752	"r12"
129753	"r12"
129754	"r12"
129756	"r12"
129757	"r12"
129758	"r12"
129759	"r12"
129760	"r12"
129761	"r12"
129762	"r12"
129763	"r12"
129766	"r12"
129767	"r12"
129768	"r12"
129769	"r12"
129770	"r12"
129771	"r12"
129772	"r12"
129775	"r12"
129776	"r12"
129777	"r12"
129778	"r12"
129718	"r12"
129719	"r12"
129779	"r12"
129780	"r12"
129781	"r12"
129782	"r12"
129783	"r12"
129784	"r12"
129785	"r12"
129786	"r12"
129787	"r12"
129788	"r12"
129789	"r12"
129790	"r12"
129791	"r12"
129792	"r12"
129793	"r12"
129794	"r12"
129795	"r12"
129796	"r12"
129797	"r12"
129798	"r12"
129799	"r12"
129800	"r12"
129801	"r12"
129802	"r12"
129805	"r12"
129806	"r12"
129807	"r12"
129808	"r12"
129809	"r12"
129810	"r12"
129811	"r12"
129812	"r12"
129813	"r12"
129814	"r12"
129815	"r12"
129816	"r12"
468789	"r12"
143973	"r12"
143974	"r12"
143975	"r12"
143976	"r12"
143977	"r12"
143978	"r12"
143979	"r12"
143980	"r12"
143983	"r12"
143984	"r12"
143985	"r12"
143988	"r12"
143989	"r12"
143991	"r12"
143992	"r12"
143998	"r12"
143999	"r12"
144000	"r12"
144003	"r12"
144004	"r12"
144005	"r12"
468908	"r12"
469269	"r12"
501272	"r12"
144009	"r12"
468787	"r12"
144012	"r12"
144013	"r12"
144014	"r12"
468790	"r12"
144015	"r12"
144017	"r12"
144018	"r12"
144019	"r12"
147119	"r12"
147120	"r12"
147121	"r12"
147122	"r12"
147123	"r12"
147124	"r12"
147125	"r12"
147126	"r12"
147127	"r12"
147128	"r12"
147129	"r12"
147171	"r12"
147130	"r12"
147131	"r12"
147132	"r12"
147133	"r12"
147134	"r12"
147136	"r12"
147137	"r12"
147138	"r12"
147139	"r12"
147140	"r12"
147141	"r12"
147142	"r12"
147143	"r12"
147144	"r12"
147145	"r12"
147146	"r12"
147147	"r12"
147148	"r12"
147149	"r12"
147150	"r12"
147151	"r12"
147152	"r12"
147153	"r12"
147154	"r12"
156063	"r12"
147155	"r12"
147156	"r12"
147157	"r12"
147158	"r12"
147159	"r12"
147160	"r12"
147161	"r12"
147162	"r12"
147163	"r12"
147164	"r12"
147165	"r12"
147166	"r12"
147167	"r12"
147168	"r12"
147169	"r12"
147170	"r12"
147172	"r12"
147173	"r12"
147174	"r12"
147175	"r12"
147176	"r12"
147177	"r12"
147178	"r12"
147179	"r12"
147180	"r12"
147181	"r12"
147185	"r12"
147186	"r12"
147187	"r12"
156064	"r12"
147188	"r12"
147189	"r12"
147190	"r12"
147191	"r12"
147192	"r12"
156037	"r12"
147193	"r12"
147194	"r12"
147195	"r12"
147196	"r12"
147197	"r12"
147198	"r12"
121407	"r12"
552625	"r12"
552628	"r12"
552631	"r12"
634299	"r12"
552642	"r12"
552652	"r12"
552655	"r12"
552646	"r12"
121411	"r12"
552658	"r12"
552662	"r12"
552667	"r12"
552672	"r12"
552671	"r12"
553391	"r12"
121413	"r12"
552674	"r12"
552676	"r12"
552679	"r12"
552682	"r12"
121414	"r12"
552684	"r12"
552687	"r12"
552697	"r12"
552698	"r12"
635182	"r12"
153422	"r12"
552715	"r12"
552716	"r12"
552719	"r12"
552722	"r12"
552725	"r12"
552730	"r12"
552732	"r12"
552733	"r12"
121420	"r12"
552734	"r12"
552735	"r12"
121423	"r12"
121424	"r12"
121425	"r12"
551893	"r12"
552737	"r12"
552738	"r12"
552740	"r12"
552742	"r12"
552743	"r12"
552744	"r12"
552745	"r12"
552746	"r12"
552747	"r12"
552751	"r12"
552752	"r12"
552750	"r12"
552748	"r12"
552749	"r12"
552755	"r12"
552757	"r12"
552758	"r12"
552761	"r12"
552762	"r12"
552763	"r12"
121434	"r12"
552764	"r12"
552765	"r12"
552766	"r12"
121435	"r12"
121436	"r12"
552767	"r12"
552768	"r12"
552769	"r12"
552771	"r12"
121445	"r12"
552784	"r12"
552785	"r12"
552786	"r12"
552787	"r12"
552790	"r12"
552793	"r12"
552796	"r12"
552798	"r12"
552794	"r12"
552805	"r12"
552807	"r12"
552826	"r12"
552827	"r12"
552828	"r12"
170611	"r12"
170612	"r12"
170613	"r12"
170614	"r12"
170615	"r12"
170616	"r12"
170617	"r12"
170618	"r12"
170619	"r12"
147555	"r12"
147556	"r12"
147557	"r12"
147558	"r12"
634337	"r12"
147559	"r12"
634338	"r12"
147560	"r12"
634339	"r12"
147561	"r12"
634340	"r12"
126466	"r12"
170620	"r12"
147562	"r12"
147563	"r12"
147564	"r12"
170625	"r12"
170626	"r12"
147565	"r12"
170627	"r12"
147566	"r12"
147567	"r12"
147568	"r12"
147569	"r12"
126469	"r12"
147570	"r12"
126470	"r12"
147571	"r12"
147572	"r12"
147573	"r12"
126471	"r12"
170628	"r12"
170630	"r12"
170631	"r12"
170632	"r12"
170633	"r12"
170636	"r12"
170637	"r12"
147574	"r12"
170638	"r12"
170639	"r12"
147575	"r12"
170640	"r12"
170641	"r12"
147576	"r12"
147577	"r12"
147578	"r12"
170642	"r12"
170643	"r12"
170644	"r12"
147579	"r12"
634346	"r12"
126472	"r12"
170645	"r12"
147580	"r12"
634347	"r12"
147581	"r12"
170646	"r12"
170647	"r12"
126473	"r12"
170651	"r12"
147582	"r12"
170652	"r12"
170653	"r12"
170654	"r12"
170655	"r12"
170656	"r12"
634341	"r12"
170657	"r12"
147585	"r12"
634348	"r12"
170658	"r12"
147586	"r12"
634349	"r12"
170659	"r12"
170660	"r12"
147587	"r12"
634350	"r12"
170661	"r12"
170662	"r12"
170663	"r12"
170664	"r12"
170665	"r12"
126474	"r12"
126475	"r12"
126476	"r12"
170666	"r12"
170667	"r12"
170668	"r12"
147588	"r12"
126477	"r12"
170670	"r12"
147589	"r12"
147590	"r12"
634351	"r12"
147591	"r12"
147592	"r12"
170673	"r12"
170674	"r12"
170675	"r12"
126478	"r12"
126479	"r12"
170677	"r12"
126480	"r12"
170678	"r12"
170679	"r12"
147594	"r12"
126481	"r12"
147595	"r12"
147596	"r12"
126484	"r12"
126485	"r12"
147597	"r12"
635185	"r12"
126486	"r12"
155365	"r12"
147598	"r12"
635192	"r12"
147600	"r12"
634352	"r12"
170681	"r12"
147601	"r12"
170682	"r12"
170685	"r12"
147602	"r12"
170686	"r12"
170687	"r12"
170688	"r12"
126487	"r12"
170689	"r12"
170690	"r12"
170691	"r12"
147603	"r12"
147604	"r12"
634353	"r12"
147605	"r12"
147606	"r12"
147608	"r12"
147609	"r12"
147610	"r12"
147611	"r12"
147612	"r12"
147613	"r12"
147614	"r12"
126489	"r12"
147615	"r12"
147616	"r12"
126490	"r12"
170696	"r12"
170697	"r12"
170698	"r12"
170702	"r12"
147617	"r12"
147619	"r12"
147620	"r12"
170707	"r12"
147623	"r12"
147624	"r12"
147625	"r12"
147626	"r12"
170708	"r12"
147627	"r12"
147628	"r12"
147629	"r12"
147630	"r12"
126493	"r12"
170713	"r12"
170714	"r12"
170715	"r12"
147631	"r12"
147632	"r12"
147633	"r12"
126494	"r12"
147634	"r12"
147635	"r12"
147640	"r12"
147641	"r12"
147642	"r12"
147643	"r12"
147644	"r12"
147645	"r12"
147646	"r12"
147647	"r12"
147648	"r12"
147649	"r12"
126495	"r12"
126496	"r12"
126497	"r12"
126498	"r12"
147650	"r12"
147651	"r12"
147652	"r12"
147653	"r12"
170729	"r12"
126499	"r12"
170730	"r12"
170731	"r12"
147654	"r12"
126500	"r12"
170732	"r12"
126501	"r12"
170733	"r12"
170734	"r12"
147622	"r12"
170735	"r12"
147656	"r12"
170736	"r12"
170737	"r12"
170738	"r12"
126502	"r12"
170739	"r12"
155681	"r12"
147657	"r12"
126503	"r12"
147658	"r12"
126504	"r12"
170740	"r12"
170741	"r12"
147659	"r12"
634354	"r12"
126505	"r12"
147660	"r12"
170743	"r12"
635193	"r12"
126506	"r12"
147662	"r12"
634342	"r12"
634343	"r12"
634344	"r12"
147666	"r12"
634355	"r12"
147667	"r12"
634345	"r12"
147668	"r12"
634356	"r12"
147669	"r12"
634357	"r12"
147670	"r12"
634358	"r12"
147671	"r12"
147672	"r12"
170745	"r12"
147673	"r12"
126507	"r12"
126508	"r12"
126509	"r12"
126510	"r12"
126511	"r12"
126512	"r12"
170755	"r12"
170756	"r12"
147674	"r12"
126513	"r12"
126514	"r12"
126515	"r12"
170760	"r12"
170761	"r12"
170762	"r12"
147675	"r12"
170763	"r12"
634359	"r12"
170764	"r12"
170765	"r12"
126517	"r12"
126518	"r12"
147676	"r12"
147677	"r12"
147678	"r12"
126519	"r12"
170766	"r12"
170767	"r12"
170772	"r12"
126520	"r12"
155637	"r12"
170773	"r12"
170775	"r12"
170776	"r12"
147679	"r12"
170777	"r12"
126521	"r12"
170778	"r12"
170779	"r12"
147680	"r12"
170780	"r12"
147199	"r12"
147200	"r12"
147201	"r12"
147202	"r12"
147203	"r12"
170929	"r12"
170930	"r12"
170931	"r12"
170932	"r12"
170933	"r12"
170935	"r12"
170936	"r12"
170937	"r12"
147204	"r12"
147205	"r12"
170938	"r12"
170939	"r12"
170940	"r12"
170941	"r12"
165708	"r12"
170942	"r12"
165709	"r12"
165710	"r12"
170943	"r12"
165711	"r12"
165712	"r12"
170944	"r12"
170945	"r12"
165715	"r12"
170946	"r12"
170947	"r12"
170948	"r12"
170949	"r12"
170950	"r12"
170951	"r12"
170952	"r12"
170953	"r12"
170954	"r12"
170955	"r12"
432387	"r12"
170957	"r12"
165716	"r12"
147206	"r12"
165717	"r12"
147207	"r12"
165718	"r12"
147208	"r12"
147209	"r12"
147210	"r12"
170958	"r12"
170959	"r12"
165719	"r12"
170960	"r12"
147211	"r12"
147212	"r12"
147213	"r12"
147214	"r12"
147215	"r12"
147216	"r12"
147217	"r12"
170961	"r12"
170962	"r12"
165720	"r12"
165721	"r12"
165722	"r12"
165723	"r12"
165724	"r12"
170963	"r12"
170964	"r12"
170965	"r12"
170966	"r12"
170967	"r12"
170968	"r12"
170969	"r12"
147218	"r12"
147219	"r12"
147220	"r12"
147221	"r12"
147222	"r12"
147223	"r12"
147224	"r12"
147225	"r12"
147226	"r12"
147228	"r12"
147229	"r12"
147230	"r12"
147231	"r12"
147232	"r12"
147233	"r12"
147234	"r12"
147235	"r12"
147236	"r12"
147237	"r12"
147238	"r12"
147239	"r12"
147240	"r12"
147241	"r12"
147242	"r12"
147243	"r12"
147244	"r12"
147245	"r12"
147246	"r12"
147247	"r12"
147248	"r12"
147249	"r12"
147250	"r12"
170970	"r12"
170971	"r12"
170972	"r12"
165737	"r12"
165738	"r12"
170973	"r12"
147251	"r12"
147252	"r12"
147253	"r12"
147254	"r12"
147255	"r12"
147256	"r12"
147258	"r12"
147259	"r12"
147260	"r12"
147261	"r12"
147262	"r12"
147263	"r12"
147264	"r12"
147265	"r12"
147266	"r12"
147267	"r12"
170974	"r12"
170975	"r12"
165741	"r12"
165742	"r12"
165743	"r12"
170986	"r12"
147269	"r12"
147270	"r12"
170987	"r12"
147271	"r12"
147272	"r12"
147273	"r12"
147274	"r12"
147275	"r12"
165744	"r12"
147276	"r12"
147277	"r12"
147278	"r12"
147279	"r12"
147280	"r12"
147281	"r12"
147282	"r12"
147283	"r12"
147284	"r12"
147285	"r12"
147286	"r12"
147287	"r12"
147288	"r12"
147289	"r12"
147290	"r12"
147291	"r12"
147292	"r12"
147293	"r12"
147294	"r12"
147295	"r12"
147296	"r12"
147297	"r12"
147298	"r12"
147299	"r12"
147300	"r12"
147301	"r12"
147302	"r12"
147303	"r12"
147304	"r12"
147305	"r12"
147306	"r12"
147307	"r12"
147308	"r12"
147309	"r12"
147310	"r12"
147311	"r12"
147312	"r12"
170988	"r12"
170989	"r12"
147313	"r12"
170991	"r12"
147314	"r12"
147315	"r12"
147316	"r12"
147317	"r12"
147318	"r12"
147319	"r12"
147320	"r12"
147321	"r12"
147322	"r12"
147323	"r12"
147324	"r12"
147325	"r12"
170992	"r12"
170996	"r12"
165745	"r12"
165746	"r12"
165747	"r12"
165748	"r12"
165749	"r12"
165750	"r12"
147327	"r12"
147328	"r12"
147329	"r12"
147330	"r12"
147331	"r12"
147332	"r12"
170999	"r12"
147333	"r12"
147334	"r12"
147335	"r12"
171000	"r12"
171001	"r12"
171002	"r12"
147336	"r12"
171003	"r12"
147337	"r12"
147338	"r12"
147339	"r12"
147340	"r12"
147341	"r12"
147342	"r12"
147343	"r12"
147344	"r12"
171004	"r12"
147346	"r12"
147347	"r12"
147348	"r12"
147349	"r12"
147350	"r12"
147351	"r12"
147352	"r12"
147353	"r12"
147354	"r12"
171005	"r12"
171006	"r12"
171007	"r12"
165756	"r12"
171008	"r12"
171009	"r12"
165757	"r12"
165758	"r12"
165759	"r12"
171022	"r12"
171024	"r12"
171025	"r12"
171026	"r12"
171027	"r12"
171028	"r12"
165760	"r12"
171029	"r12"
171030	"r12"
171031	"r12"
165761	"r12"
171032	"r12"
171033	"r12"
147366	"r12"
147367	"r12"
171034	"r12"
147368	"r12"
147369	"r12"
165766	"r12"
171035	"r12"
147370	"r12"
147371	"r12"
147372	"r12"
147373	"r12"
147374	"r12"
147375	"r12"
147376	"r12"
147377	"r12"
147378	"r12"
147379	"r12"
147381	"r12"
147383	"r12"
147385	"r12"
147386	"r12"
147387	"r12"
147388	"r12"
147389	"r12"
147390	"r12"
147391	"r12"
147392	"r12"
171039	"r12"
171041	"r12"
147393	"r12"
171042	"r12"
171043	"r12"
147394	"r12"
165775	"r12"
147395	"r12"
147396	"r12"
147397	"r12"
147398	"r12"
147399	"r12"
171044	"r12"
147401	"r12"
147402	"r12"
147403	"r12"
147404	"r12"
147405	"r12"
147406	"r12"
147407	"r12"
165776	"r12"
178821	"r12"
147408	"r12"
147409	"r12"
147410	"r12"
147411	"r12"
147412	"r12"
147413	"r12"
147414	"r12"
147415	"r12"
147416	"r12"
147417	"r12"
147418	"r12"
147419	"r12"
147420	"r12"
165777	"r12"
147421	"r12"
178705	"r12"
165778	"r12"
165781	"r12"
171045	"r12"
171046	"r12"
171047	"r12"
147422	"r12"
147423	"r12"
171048	"r12"
165782	"r12"
165783	"r12"
165784	"r12"
144749	"r12"
144750	"r12"
144751	"r12"
144752	"r12"
144753	"r12"
144754	"r12"
144756	"r12"
144757	"r12"
144758	"r12"
144759	"r12"
144760	"r12"
144761	"r12"
144764	"r12"
144765	"r12"
144766	"r12"
144767	"r12"
144768	"r12"
144772	"r12"
144773	"r12"
144774	"r12"
144775	"r12"
144776	"r12"
144777	"r12"
144782	"r12"
144783	"r12"
144784	"r12"
144785	"r12"
144786	"r12"
144787	"r12"
144788	"r12"
144789	"r12"
144790	"r12"
144791	"r12"
144792	"r12"
144795	"r12"
144796	"r12"
144797	"r12"
144798	"r12"
144801	"r12"
144804	"r12"
584291	"r12"
584295	"r12"
584275	"r12"
584269	"r12"
584270	"r12"
584303	"r12"
584305	"r12"
584285	"r12"
594364	"r12"
584289	"r12"
584277	"r12"
584286	"r12"
584283	"r12"
584284	"r12"
594370	"r12"
594371	"r12"
584280	"r12"
584282	"r12"
584288	"r12"
594369	"r12"
584267	"r12"
584276	"r12"
584279	"r12"
594372	"r12"
584274	"r12"
584299	"r12"
584306	"r12"
594368	"r12"
594367	"r12"
594373	"r12"
584278	"r12"
584290	"r12"
584296	"r12"
594374	"r12"
594375	"r12"
584292	"r12"
584293	"r12"
584294	"r12"
594377	"r12"
584298	"r12"
584307	"r12"
584301	"r12"
584287	"r12"
594378	"r12"
594379	"r12"
171244	"r12"
171245	"r12"
171246	"r12"
171249	"r12"
171250	"r12"
171251	"r12"
171252	"r12"
171253	"r12"
171254	"r12"
171255	"r12"
171256	"r12"
171257	"r12"
171258	"r12"
171259	"r12"
171260	"r12"
171261	"r12"
171262	"r12"
171263	"r12"
171264	"r12"
171265	"r12"
171266	"r12"
171267	"r12"
171268	"r12"
171269	"r12"
171270	"r12"
171271	"r12"
171272	"r12"
171273	"r12"
129972	"r12"
171274	"r12"
171275	"r12"
171276	"r12"
171277	"r12"
171278	"r12"
171279	"r12"
171280	"r12"
171281	"r12"
171282	"r12"
171284	"r12"
171285	"r12"
171286	"r12"
171293	"r12"
171294	"r12"
171295	"r12"
171296	"r12"
171297	"r12"
171298	"r12"
171300	"r12"
171302	"r12"
171303	"r12"
171304	"r12"
171306	"r12"
171307	"r12"
130014	"r12"
171308	"r12"
171309	"r12"
171310	"r12"
171311	"r12"
171312	"r12"
171321	"r12"
171322	"r12"
171323	"r12"
171324	"r12"
171325	"r12"
171326	"r12"
171327	"r12"
171328	"r12"
171329	"r12"
171330	"r12"
171331	"r12"
171333	"r12"
171334	"r12"
171335	"r12"
171336	"r12"
171337	"r12"
130043	"r12"
171339	"r12"
171340	"r12"
171341	"r12"
461686	"r12"
171343	"r12"
393208	"r12"
594380	"r12"
144467	"r12"
144468	"r12"
144469	"r12"
144470	"r12"
144471	"r12"
144472	"r12"
144473	"r12"
144475	"r12"
144476	"r12"
144477	"r12"
144479	"r12"
144482	"r12"
144484	"r12"
144485	"r12"
144486	"r12"
144489	"r12"
144490	"r12"
144491	"r12"
144492	"r12"
144493	"r12"
144494	"r12"
144497	"r12"
144498	"r12"
144499	"r12"
144500	"r12"
144502	"r12"
144503	"r12"
144504	"r12"
144505	"r12"
144507	"r12"
144508	"r12"
144511	"r12"
144512	"r12"
144513	"r12"
144514	"r12"
144515	"r12"
144516	"r12"
144517	"r12"
145677	"r12"
145678	"r12"
145679	"r12"
145680	"r12"
145681	"r12"
145682	"r12"
145683	"r12"
145684	"r12"
145686	"r12"
145687	"r12"
145688	"r12"
145689	"r12"
145690	"r12"
145691	"r12"
145692	"r12"
145693	"r12"
145694	"r12"
145695	"r12"
145696	"r12"
145697	"r12"
145698	"r12"
145699	"r12"
145700	"r12"
145701	"r12"
145702	"r12"
145703	"r12"
145704	"r12"
145705	"r12"
145706	"r12"
145707	"r12"
145708	"r12"
145709	"r12"
145710	"r12"
145711	"r12"
145712	"r12"
145713	"r12"
145714	"r12"
145715	"r12"
145716	"r12"
145717	"r12"
145718	"r12"
145719	"r12"
145721	"r12"
145722	"r12"
145723	"r12"
145724	"r12"
145730	"r12"
145731	"r12"
145732	"r12"
145733	"r12"
145734	"r12"
145735	"r12"
145744	"r12"
145745	"r12"
145746	"r12"
145750	"r12"
145751	"r12"
145752	"r12"
145753	"r12"
145754	"r12"
145755	"r12"
145756	"r12"
145757	"r12"
145758	"r12"
145759	"r12"
145760	"r12"
145761	"r12"
145762	"r12"
145763	"r12"
145765	"r12"
145766	"r12"
145767	"r12"
145768	"r12"
145769	"r12"
145770	"r12"
145771	"r12"
145772	"r12"
145773	"r12"
145774	"r12"
145775	"r12"
145776	"r12"
145777	"r12"
145778	"r12"
145779	"r12"
145780	"r12"
145781	"r12"
145782	"r12"
145784	"r12"
145785	"r12"
145786	"r12"
145787	"r12"
145788	"r12"
145789	"r12"
145791	"r12"
145799	"r12"
145800	"r12"
145801	"r12"
145802	"r12"
145803	"r12"
145804	"r12"
145805	"r12"
145806	"r12"
145807	"r12"
145808	"r12"
145809	"r12"
145810	"r12"
145811	"r12"
145812	"r12"
145813	"r12"
145814	"r12"
145815	"r12"
145816	"r12"
145817	"r12"
145818	"r12"
145820	"r12"
145821	"r12"
145822	"r12"
145819	"r12"
145823	"r12"
145824	"r12"
145825	"r12"
145826	"r12"
145827	"r12"
145828	"r12"
145829	"r12"
145830	"r12"
145831	"r12"
145832	"r12"
145833	"r12"
145834	"r12"
145835	"r12"
145836	"r12"
145837	"r12"
145838	"r12"
145839	"r12"
145840	"r12"
145841	"r12"
145842	"r12"
145843	"r12"
145844	"r12"
145845	"r12"
145846	"r12"
145849	"r12"
145850	"r12"
145851	"r12"
145852	"r12"
145853	"r12"
145854	"r12"
145855	"r12"
145856	"r12"
145857	"r12"
145858	"r12"
145859	"r12"
145860	"r12"
145861	"r12"
145862	"r12"
145863	"r12"
145864	"r12"
145865	"r12"
145866	"r12"
145867	"r12"
145868	"r12"
145869	"r12"
145870	"r12"
145871	"r12"
145874	"r12"
145875	"r12"
145876	"r12"
145877	"r12"
145878	"r12"
145879	"r12"
145880	"r12"
145881	"r12"
145883	"r12"
145884	"r12"
145885	"r12"
145886	"r12"
145887	"r12"
145888	"r12"
145889	"r12"
145890	"r12"
145891	"r12"
145892	"r12"
145893	"r12"
145894	"r12"
145895	"r12"
145896	"r12"
145897	"r12"
145898	"r12"
145899	"r12"
145900	"r12"
145901	"r12"
145902	"r12"
145903	"r12"
145904	"r12"
145905	"r12"
145906	"r12"
145907	"r12"
145908	"r12"
145909	"r12"
145910	"r12"
145911	"r12"
145912	"r12"
145913	"r12"
145914	"r12"
145915	"r12"
145916	"r12"
145917	"r12"
145918	"r12"
145919	"r12"
145920	"r12"
145921	"r12"
145927	"r12"
145928	"r12"
145929	"r12"
145930	"r12"
145931	"r12"
145932	"r12"
145933	"r12"
145934	"r12"
145935	"r12"
145936	"r12"
145937	"r12"
145938	"r12"
145955	"r12"
145956	"r12"
145957	"r12"
145958	"r12"
145959	"r12"
145960	"r12"
145961	"r12"
145962	"r12"
145953	"r12"
145954	"r12"
145963	"r12"
145964	"r12"
145965	"r12"
145966	"r12"
145968	"r12"
145969	"r12"
145970	"r12"
145971	"r12"
145972	"r12"
145973	"r12"
145974	"r12"
145975	"r12"
145976	"r12"
145977	"r12"
145978	"r12"
145979	"r12"
145980	"r12"
145981	"r12"
145982	"r12"
145983	"r12"
145984	"r12"
145985	"r12"
145986	"r12"
145987	"r12"
145988	"r12"
145989	"r12"
145990	"r12"
145991	"r12"
145992	"r12"
145995	"r12"
145996	"r12"
145997	"r12"
145998	"r12"
145999	"r12"
146001	"r12"
146002	"r12"
146003	"r12"
146004	"r12"
146005	"r12"
146006	"r12"
146007	"r12"
146008	"r12"
478739	"r12"
146009	"r12"
146010	"r12"
146011	"r12"
146012	"r12"
146013	"r12"
146014	"r12"
146015	"r12"
146016	"r12"
146017	"r12"
146018	"r12"
146019	"r12"
146020	"r12"
146021	"r12"
146022	"r12"
146023	"r12"
146024	"r12"
146025	"r12"
146026	"r12"
146027	"r12"
146028	"r12"
150275	"r12"
146029	"r12"
146030	"r12"
146031	"r12"
146032	"r12"
146033	"r12"
146034	"r12"
146035	"r12"
146036	"r12"
146037	"r12"
146038	"r12"
146039	"r12"
149158	"r12"
149160	"r12"
149164	"r12"
149165	"r12"
149166	"r12"
149167	"r12"
149168	"r12"
149169	"r12"
149170	"r12"
149171	"r12"
149172	"r12"
149173	"r12"
149175	"r12"
149176	"r12"
149177	"r12"
149178	"r12"
149179	"r12"
149180	"r12"
149181	"r12"
149182	"r12"
149183	"r12"
149184	"r12"
149186	"r12"
149187	"r12"
149190	"r12"
149191	"r12"
149192	"r12"
149193	"r12"
149194	"r12"
149195	"r12"
149196	"r12"
149197	"r12"
149198	"r12"
149199	"r12"
149200	"r12"
149201	"r12"
149202	"r12"
149203	"r12"
149204	"r12"
149205	"r12"
149206	"r12"
149207	"r12"
149208	"r12"
149209	"r12"
149210	"r12"
149211	"r12"
149212	"r12"
149213	"r12"
149214	"r12"
149215	"r12"
149216	"r12"
149217	"r12"
149218	"r12"
149219	"r12"
149220	"r12"
149221	"r12"
149222	"r12"
149223	"r12"
149224	"r12"
149225	"r12"
149226	"r12"
149227	"r12"
149228	"r12"
149229	"r12"
149230	"r12"
149231	"r12"
149232	"r12"
149233	"r12"
149234	"r12"
149235	"r12"
149236	"r12"
149237	"r12"
149238	"r12"
149239	"r12"
149240	"r12"
149241	"r12"
149242	"r12"
149243	"r12"
149244	"r12"
149246	"r12"
149247	"r12"
149248	"r12"
149249	"r12"
149250	"r12"
149251	"r12"
149252	"r12"
149253	"r12"
149254	"r12"
149255	"r12"
149256	"r12"
149257	"r12"
149258	"r12"
149259	"r12"
149260	"r12"
149261	"r12"
149262	"r12"
149263	"r12"
149264	"r12"
149265	"r12"
149266	"r12"
149267	"r12"
149268	"r12"
149269	"r12"
149270	"r12"
149271	"r12"
149272	"r12"
149273	"r12"
149274	"r12"
149275	"r12"
149276	"r12"
149277	"r12"
149278	"r12"
149279	"r12"
149280	"r12"
149281	"r12"
149282	"r12"
149283	"r12"
149284	"r12"
149285	"r12"
149286	"r12"
149287	"r12"
149288	"r12"
149289	"r12"
149290	"r12"
149291	"r12"
149292	"r12"
149293	"r12"
149294	"r12"
149295	"r12"
149296	"r12"
149297	"r12"
149298	"r12"
149299	"r12"
149300	"r12"
149301	"r12"
149302	"r12"
149303	"r12"
149304	"r12"
149305	"r12"
149306	"r12"
149307	"r12"
149308	"r12"
149309	"r12"
149310	"r12"
149311	"r12"
149312	"r12"
149313	"r12"
149314	"r12"
149315	"r12"
149316	"r12"
149317	"r12"
149318	"r12"
149319	"r12"
149320	"r12"
149321	"r12"
149322	"r12"
149323	"r12"
149324	"r12"
149325	"r12"
149326	"r12"
149327	"r12"
149328	"r12"
126665	"r12"
126666	"r12"
126667	"r12"
126668	"r12"
126669	"r12"
126670	"r12"
126671	"r12"
126672	"r12"
126673	"r12"
126674	"r12"
126675	"r12"
126676	"r12"
126677	"r12"
126678	"r12"
126679	"r12"
126680	"r12"
126681	"r12"
126682	"r12"
126683	"r12"
126684	"r12"
126685	"r12"
126686	"r12"
126687	"r12"
126688	"r12"
126689	"r12"
126690	"r12"
126691	"r12"
126692	"r12"
126693	"r12"
126694	"r12"
126698	"r12"
126699	"r12"
126701	"r12"
126703	"r12"
126704	"r12"
126705	"r12"
126706	"r12"
126707	"r12"
126708	"r12"
126709	"r12"
126710	"r12"
126711	"r12"
126712	"r12"
126713	"r12"
126714	"r12"
126715	"r12"
126716	"r12"
126717	"r12"
126718	"r12"
126719	"r12"
126720	"r12"
126722	"r12"
126723	"r12"
126724	"r12"
126725	"r12"
126726	"r12"
126727	"r12"
126728	"r12"
126729	"r12"
126730	"r12"
126731	"r12"
126732	"r12"
126733	"r12"
126734	"r12"
126735	"r12"
126736	"r12"
126737	"r12"
126738	"r12"
126739	"r12"
126740	"r12"
126741	"r12"
126742	"r12"
126743	"r12"
126744	"r12"
126745	"r12"
126746	"r12"
126747	"r12"
126748	"r12"
126750	"r12"
126751	"r12"
126752	"r12"
126753	"r12"
126754	"r12"
149329	"r12"
126755	"r12"
126756	"r12"
126757	"r12"
126758	"r12"
144309	"r12"
144311	"r12"
144312	"r12"
144315	"r12"
144318	"r12"
144319	"r12"
144322	"r12"
144323	"r12"
144324	"r12"
144325	"r12"
144328	"r12"
144331	"r12"
144332	"r12"
144333	"r12"
144334	"r12"
144335	"r12"
144336	"r12"
144337	"r12"
144338	"r12"
144339	"r12"
144340	"r12"
144341	"r12"
144346	"r12"
144347	"r12"
144351	"r12"
144352	"r12"
144353	"r12"
144354	"r12"
144355	"r12"
144356	"r12"
144357	"r12"
144359	"r12"
