"coiid","SiteID","nationalmusym","muname"
285755,"F094AB018MI","6g1l","Mancelona-Ossineke-Blue Lake complex, 0 to 6 percent slopes"
285836,"F094AB018MI","6g1l","Mancelona-Ossineke-Blue Lake complex, 0 to 6 percent slopes"
285836,"F094AA006MI","6g1l","Mancelona-Ossineke-Blue Lake complex, 0 to 6 percent slopes"
285857,"F094AB016MI","6g1l","Mancelona-Ossineke-Blue Lake complex, 0 to 6 percent slopes"
285846,"F094AA006MI","6g1p","Mancelona-Blue Lake sands, 15 to 70 percent slopes, dissected"
285756,"F094AB018MI","6g1p","Mancelona-Blue Lake sands, 15 to 70 percent slopes, dissected"
285846,"F094AB018MI","6g1p","Mancelona-Blue Lake sands, 15 to 70 percent slopes, dissected"
285756,"F094AA006MI","6g1p","Mancelona-Blue Lake sands, 15 to 70 percent slopes, dissected"
276465,"F094CY029MI","6g1q","Algonquin-Negwegon-Dorval complex, 0 to 12 percent slopes"
285855,"F094CY029MI","6g1q","Algonquin-Negwegon-Dorval complex, 0 to 12 percent slopes"
276465,"F094AB016MI","6g1q","Algonquin-Negwegon-Dorval complex, 0 to 12 percent slopes"
285855,"F094AB016MI","6g1q","Algonquin-Negwegon-Dorval complex, 0 to 12 percent slopes"
276375,"F094CY030MI","6g1r","Wakeley muck"
276375,"F094AA004MI","6g1r","Wakeley muck"
276375,"F094AB017MI","6g1r","Wakeley muck"
285731,"F094CY032MI","6g1s","Allendale-Dorval-Blue Lake complex, 0 to 6 percent slopes"
285731,"F094AB020MI","6g1s","Allendale-Dorval-Blue Lake complex, 0 to 6 percent slopes"
285757,"F094CY031MI","6g1s","Allendale-Dorval-Blue Lake complex, 0 to 6 percent slopes"
285757,"F094AB018MI","6g1s","Allendale-Dorval-Blue Lake complex, 0 to 6 percent slopes"
288604,"F094AA006MI","6g1t","Millersburg loamy sand, 0 to 6 percent slopes"
288604,"F094AB018MI","6g1t","Millersburg loamy sand, 0 to 6 percent slopes"
288604,"F094CY031MI","6g1t","Millersburg loamy sand, 0 to 6 percent slopes"
288598,"F094AA006MI","6g1v","Millersburg loamy sand, 6 to 18 percent slopes"
288598,"F094AB018MI","6g1v","Millersburg loamy sand, 6 to 18 percent slopes"
288598,"F094CY031MI","6g1v","Millersburg loamy sand, 6 to 18 percent slopes"
288599,"F094AA006MI","6g1w","Millersburg loamy sand, 18 to 35 percent slopes"
288599,"F094AB018MI","6g1w","Millersburg loamy sand, 18 to 35 percent slopes"
288599,"F094CY031MI","6g1w","Millersburg loamy sand, 18 to 35 percent slopes"
285840,"F094AB018MI","6g1x","Mancelona-Millersburg-Blue Lake complex, 6 to 18 percent slopes"
285758,"F094AB018MI","6g1x","Mancelona-Millersburg-Blue Lake complex, 6 to 18 percent slopes"
288615,"F094CY031MI","6g1x","Mancelona-Millersburg-Blue Lake complex, 6 to 18 percent slopes"
288615,"F094AA006MI","6g1x","Mancelona-Millersburg-Blue Lake complex, 6 to 18 percent slopes"
285840,"F094CY031MI","6g1x","Mancelona-Millersburg-Blue Lake complex, 6 to 18 percent slopes"
285758,"F094AA006MI","6g1x","Mancelona-Millersburg-Blue Lake complex, 6 to 18 percent slopes"
285840,"F094AA006MI","6g1x","Mancelona-Millersburg-Blue Lake complex, 6 to 18 percent slopes"
285758,"F094CY031MI","6g1x","Mancelona-Millersburg-Blue Lake complex, 6 to 18 percent slopes"
288615,"F094AB018MI","6g1x","Mancelona-Millersburg-Blue Lake complex, 6 to 18 percent slopes"
288625,"F094AA006MI","6g1y","Mancelona-Millersburg-Blue Lake complex, 8 to 35 percent slopes, dissected"
285847,"F094AA006MI","6g1y","Mancelona-Millersburg-Blue Lake complex, 8 to 35 percent slopes, dissected"
288625,"F094AB018MI","6g1y","Mancelona-Millersburg-Blue Lake complex, 8 to 35 percent slopes, dissected"
285790,"F094AA006MI","6g1y","Mancelona-Millersburg-Blue Lake complex, 8 to 35 percent slopes, dissected"
285847,"F094AB018MI","6g1y","Mancelona-Millersburg-Blue Lake complex, 8 to 35 percent slopes, dissected"
285790,"F094AB018MI","6g1y","Mancelona-Millersburg-Blue Lake complex, 8 to 35 percent slopes, dissected"
285799,"F094AA004MI","6g1z","Deford muck"
285799,"F094AB017MI","6g1z","Deford muck"
285799,"F094CY030MI","6g1z","Deford muck"
276374,"F094CY030MI","6g20","Springport silt loam"
276374,"F094AB017MI","6g20","Springport silt loam"
288597,"F094CY032MI","6g24","Iosco sand, 0 to 6 percent slopes"
288597,"F094AA007MI","6g24","Iosco sand, 0 to 6 percent slopes"
288597,"F094AB020MI","6g24","Iosco sand, 0 to 6 percent slopes"
276487,"F094CY031MI","6g25","Lindquist sand, 6 to 18 percent slopes"
276487,"F094AB018MI","6g25","Lindquist sand, 6 to 18 percent slopes"
276487,"F094AA006MI","6g25","Lindquist sand, 6 to 18 percent slopes"
285865,"F094AA006MI","6g27","Mancelona-Rubicon sands. 6 to 18 percent slopes"
285841,"F094AA006MI","6g27","Mancelona-Rubicon sands. 6 to 18 percent slopes"
285841,"F094AB018MI","6g27","Mancelona-Rubicon sands. 6 to 18 percent slopes"
285865,"F094AB018MI","6g27","Mancelona-Rubicon sands. 6 to 18 percent slopes"
285848,"F094AB018MI","6g28","Mancelona-Rubicon sands, 8 to 35 percent slopes, dissected"
285848,"F094AA006MI","6g28","Mancelona-Rubicon sands, 8 to 35 percent slopes, dissected"
285866,"F094AB018MI","6g28","Mancelona-Rubicon sands, 8 to 35 percent slopes, dissected"
285866,"F094AA006MI","6g28","Mancelona-Rubicon sands, 8 to 35 percent slopes, dissected"
285849,"F094AA006MI","6g29","Mancelona-Rubicon sands, 15 to 70 percent slopes, dissected"
285861,"F094AA006MI","6g29","Mancelona-Rubicon sands, 15 to 70 percent slopes, dissected"
285849,"F094AB018MI","6g29","Mancelona-Rubicon sands, 15 to 70 percent slopes, dissected"
285861,"F094AB018MI","6g29","Mancelona-Rubicon sands, 15 to 70 percent slopes, dissected"
288610,"F094AB018MI","6g2b","Millersburg-Klacking-Graycalm complex, 0 to 6 percent slopes"
288610,"F094CY031MI","6g2b","Millersburg-Klacking-Graycalm complex, 0 to 6 percent slopes"
288620,"F094AB018MI","6g2c","Millersburg-Klacking-Graycalm complex, 6 to 18 slopes"
288620,"F094CY031MI","6g2c","Millersburg-Klacking-Graycalm complex, 6 to 18 slopes"
285805,"F094AA006MI","6g2d","Millersburg-Klacking-Graycalm complex, 18 to 35 percent slopes"
285827,"F094AA006MI","6g2d","Millersburg-Klacking-Graycalm complex, 18 to 35 percent slopes"
285805,"F094AB019MI","6g2d","Millersburg-Klacking-Graycalm complex, 18 to 35 percent slopes"
285827,"F094AB019MI","6g2d","Millersburg-Klacking-Graycalm complex, 18 to 35 percent slopes"
288619,"F094AA006MI","6g2d","Millersburg-Klacking-Graycalm complex, 18 to 35 percent slopes"
288619,"F094CY031MI","6g2d","Millersburg-Klacking-Graycalm complex, 18 to 35 percent slopes"
288619,"F094AB018MI","6g2d","Millersburg-Klacking-Graycalm complex, 18 to 35 percent slopes"
276506,"F094AB018MI","6g2f","Horsehead gravelly sand, 0 to 6 percent slopes"
276506,"F094AA006MI","6g2f","Horsehead gravelly sand, 0 to 6 percent slopes"
285833,"F094AB018MI","6g2g","Horsehead gravelly sand, 6 to 18 percent slopes"
285833,"F094CY031MI","6g2g","Horsehead gravelly sand, 6 to 18 percent slopes"
285833,"F094AA006MI","6g2g","Horsehead gravelly sand, 6 to 18 percent slopes"
285832,"F094AA006MI","6g2h","Horsehead gravelly sand, 18 to 35 percent slopes"
285832,"F094AB018MI","6g2h","Horsehead gravelly sand, 18 to 35 percent slopes"
276509,"F094AB018MI","6g2k","Horsehead-Graycalm sands, 0 to 6 percent slopes"
276509,"F094CY031MI","6g2k","Horsehead-Graycalm sands, 0 to 6 percent slopes"
285819,"F094AA006MI","6g2l","Horsehead-Graycalm sands, 6 to 18 percent slopes"
285819,"F094AB018MI","6g2l","Horsehead-Graycalm sands, 6 to 18 percent slopes"
285819,"F094CY031MI","6g2l","Horsehead-Graycalm sands, 6 to 18 percent slopes"
285810,"F094AB019MI","6g2l","Horsehead-Graycalm sands, 6 to 18 percent slopes"
285810,"F094AA006MI","6g2l","Horsehead-Graycalm sands, 6 to 18 percent slopes"
285820,"F094AB018MI","6g2m","Horsehead-Graycalm sands. 18 to 35 percent slopes"
285820,"F094CY031MI","6g2m","Horsehead-Graycalm sands. 18 to 35 percent slopes"
285812,"F094AB019MI","6g2n","Horsehead-Graycalm sands, 35 to 70 percent slopes"
285812,"F094AA006MI","6g2n","Horsehead-Graycalm sands, 35 to 70 percent slopes"
285821,"F094AA006MI","6g2n","Horsehead-Graycalm sands, 35 to 70 percent slopes"
285821,"F094CY031MI","6g2n","Horsehead-Graycalm sands, 35 to 70 percent slopes"
285821,"F094AB018MI","6g2n","Horsehead-Graycalm sands, 35 to 70 percent slopes"
285822,"F094CY031MI","6g2p","Horsehead sand, 0 to 6 percent slopes"
285822,"F094AB018MI","6g2p","Horsehead sand, 0 to 6 percent slopes"
285822,"F094AA006MI","6g2p","Horsehead sand, 0 to 6 percent slopes"
285823,"F094CY031MI","6g2q","Horsehead sand, 6 to 18 percent slopes"
285823,"F094AA006MI","6g2q","Horsehead sand, 6 to 18 percent slopes"
285823,"F094AB018MI","6g2q","Horsehead sand, 6 to 18 percent slopes"
276519,"F094AB023MI","6g2r","Caffey mucky sand"
276519,"F094CY035MI","6g2r","Caffey mucky sand"
288600,"F094AA003MI","6g2s","Morganlake loamy sand, 0 to 6 percent slopes"
288600,"F094CY029MI","6g2s","Morganlake loamy sand, 0 to 6 percent slopes"
288600,"F094AB016MI","6g2s","Morganlake loamy sand, 0 to 6 percent slopes"
288601,"F094AB016MI","6g2t","Morganlake loamy sand, 6 to 12 percent slopes"
288601,"F094CY029MI","6g2t","Morganlake loamy sand, 6 to 12 percent slopes"
288601,"F094AA003MI","6g2t","Morganlake loamy sand, 6 to 12 percent slopes"
276522,"F094CY031MI","6g2v","Ocqueoc sand, 0 to 6 percent slopes"
276522,"F094AB018MI","6g2v","Ocqueoc sand, 0 to 6 percent slopes"
288603,"F094CY032MI","6g30","Otisco mucky sand, 0 to 3 percent slopes"
288603,"F094AB020MI","6g30","Otisco mucky sand, 0 to 3 percent slopes"
288603,"F094AA007MI","6g30","Otisco mucky sand, 0 to 3 percent slopes"
285859,"F094CY029MI","6g31","Richter-Caffey complex, 0 to 3 percent slopes"
286024,"F094AB023MI","6g31","Richter-Caffey complex, 0 to 3 percent slopes"
285859,"F094AB016MI","6g31","Richter-Caffey complex, 0 to 3 percent slopes"
286024,"F094CY035MI","6g31","Richter-Caffey complex, 0 to 3 percent slopes"
285800,"F094CY030MI","6g32","Morganlake-Iosco-Deford complex, 0 to 6 percent slopes"
288609,"F094CY029MI","6g32","Morganlake-Iosco-Deford complex, 0 to 6 percent slopes"
285800,"F094AB017MI","6g32","Morganlake-Iosco-Deford complex, 0 to 6 percent slopes"
288609,"F094AB016MI","6g32","Morganlake-Iosco-Deford complex, 0 to 6 percent slopes"
288624,"F094AB020MI","6g32","Morganlake-Iosco-Deford complex, 0 to 6 percent slopes"
288624,"F094CY032MI","6g32","Morganlake-Iosco-Deford complex, 0 to 6 percent slopes"
276536,"F094AB016MI","6g33","Richter-Algonquin complex, 0 to 6 percent slopes"
276536,"F094CY029MI","6g33","Richter-Algonquin complex, 0 to 6 percent slopes"
285860,"F094CY029MI","6g33","Richter-Algonquin complex, 0 to 6 percent slopes"
285860,"F094AB016MI","6g33","Richter-Algonquin complex, 0 to 6 percent slopes"
276550,"F094AA006MI","6g7p","Emmet-Montcalm complex, 0 to 6 percent slopes"
276550,"F094AB018MI","6g7p","Emmet-Montcalm complex, 0 to 6 percent slopes"
276549,"F094AB015MI","6g7p","Emmet-Montcalm complex, 0 to 6 percent slopes"
276549,"F094AA002MI","6g7p","Emmet-Montcalm complex, 0 to 6 percent slopes"
276552,"F094AB018MI","6g7q","Emmet-Montcalm complex, 6 to 12 percent slopes"
276551,"F094AB015MI","6g7q","Emmet-Montcalm complex, 6 to 12 percent slopes"
276552,"F094AA006MI","6g7q","Emmet-Montcalm complex, 6 to 12 percent slopes"
276551,"F094AA002MI","6g7q","Emmet-Montcalm complex, 6 to 12 percent slopes"
276559,"F094AA006MI","6g6n","Manistee loamy sand, 0 to 6 percent slopes"
276559,"F094AB018MI","6g6n","Manistee loamy sand, 0 to 6 percent slopes"
276560,"F094AA006MI","6g6p","Manistee loamy sand, 6 to 12 percent slopes"
276560,"F094AB018MI","6g6p","Manistee loamy sand, 6 to 12 percent slopes"
276561,"F094AA006MI","6g6q","Montcalm-Graycalm complex, 0 to 6 percent slopes"
276562,"F094AB019MI","6g6q","Montcalm-Graycalm complex, 0 to 6 percent slopes"
276561,"F094AB018MI","6g6q","Montcalm-Graycalm complex, 0 to 6 percent slopes"
276562,"F094AA006MI","6g6q","Montcalm-Graycalm complex, 0 to 6 percent slopes"
276564,"F094AB019MI","6g6r","Montcalm-Graycalm complex, 6 to 12 percent slopes"
276563,"F094AA006MI","6g6r","Montcalm-Graycalm complex, 6 to 12 percent slopes"
276563,"F094AB018MI","6g6r","Montcalm-Graycalm complex, 6 to 12 percent slopes"
276564,"F094AA006MI","6g6r","Montcalm-Graycalm complex, 6 to 12 percent slopes"
276565,"F094AA006MI","6g6s","Montcalm-Graycalm complex, 12 to 30 percent slopes"
276566,"F094AB019MI","6g6s","Montcalm-Graycalm complex, 12 to 30 percent slopes"
276566,"F094AA006MI","6g6s","Montcalm-Graycalm complex, 12 to 30 percent slopes"
276565,"F094AB018MI","6g6s","Montcalm-Graycalm complex, 12 to 30 percent slopes"
276567,"F094AA002MI","6g6t","Nester sandy loam, 1 to 6 percent slopes"
276567,"F094AB015MI","6g6t","Nester sandy loam, 1 to 6 percent slopes"
276568,"F094AB015MI","6g6v","Nester sandy loam, 6 to 12 percent slopes"
276568,"F094AA002MI","6g6v","Nester sandy loam, 6 to 12 percent slopes"
276572,"F094AA007MI","6g6z","Otisco loamy sand, 0 to 3 percent slopes"
276572,"F094AB020MI","6g6z","Otisco loamy sand, 0 to 3 percent slopes"
276575,"F094AA006MI","6g70","East Lake-Rubicon sands, 0 to 6 percent slopes"
276575,"F094AB018MI","6g70","East Lake-Rubicon sands, 0 to 6 percent slopes"
276574,"F094AB018MI","6g70","East Lake-Rubicon sands, 0 to 6 percent slopes"
276574,"F094AA006MI","6g70","East Lake-Rubicon sands, 0 to 6 percent slopes"
276577,"F094AA006MI","6g71","East Lake-Rubicon sands, 6 to 12 percent slopes"
276576,"F094AB018MI","6g71","East Lake-Rubicon sands, 6 to 12 percent slopes"
276577,"F094AB018MI","6g71","East Lake-Rubicon sands, 6 to 12 percent slopes"
276576,"F094AA006MI","6g71","East Lake-Rubicon sands, 6 to 12 percent slopes"
276578,"F094AB018MI","6g72","East Lake-Rubicon sands, 12 to 30 percent slopes"
276578,"F094AA006MI","6g72","East Lake-Rubicon sands, 12 to 30 percent slopes"
276579,"F094AA006MI","6g72","East Lake-Rubicon sands, 12 to 30 percent slopes"
276579,"F094AB018MI","6g72","East Lake-Rubicon sands, 12 to 30 percent slopes"
276580,"F094AB020MI","6g73","Au Gres loamy sand, 0 to 3 percent slopes"
276580,"F094AA007MI","6g73","Au Gres loamy sand, 0 to 3 percent slopes"
276582,"F094AB026MI","6g74","Carbondale muck"
276582,"F094AA013MI","6g74","Carbondale muck"
276584,"F094AB026MI","6g76","Tawas mucky peat"
276584,"F094AA013MI","6g76","Tawas mucky peat"
276585,"F094AB023MI","6g77","Roscommon mucky sand"
276585,"F094AA010MI","6g77","Roscommon mucky sand"
276587,"F094AB023MI","6g79","Brevort loamy sand"
276587,"F094AA010MI","6g79","Brevort loamy sand"
276588,"F094AA007MI","6g7b","Gladwin loamy sand, 0 to 3 percent slopes"
276588,"F094AB020MI","6g7b","Gladwin loamy sand, 0 to 3 percent slopes"
276589,"F094AA002MI","6g7c","Dighton sandy loam, 1 to 6 percent slopes"
276589,"F094AB015MI","6g7c","Dighton sandy loam, 1 to 6 percent slopes"
276590,"F094AA004MI","6g7d","Sims loam"
276590,"F094AB017MI","6g7d","Sims loam"
276591,"F094AB020MI","6g7g","Iosco loamy sand, 0 to 3 percent slopes"
276591,"F094AA007MI","6g7g","Iosco loamy sand, 0 to 3 percent slopes"
276593,"F094AB019MI","6g7h","Graycalm-Rubicon sands, 0 to 6 percent slopes"
276593,"F094AA006MI","6g7h","Graycalm-Rubicon sands, 0 to 6 percent slopes"
276594,"F094AB018MI","6g7h","Graycalm-Rubicon sands, 0 to 6 percent slopes"
276594,"F094AA006MI","6g7h","Graycalm-Rubicon sands, 0 to 6 percent slopes"
276596,"F094AA006MI","6g7j","Graycalm-Rubicon sands, 6 to 12 percent slopes"
276596,"F094AB018MI","6g7j","Graycalm-Rubicon sands, 6 to 12 percent slopes"
276595,"F094AB019MI","6g7j","Graycalm-Rubicon sands, 6 to 12 percent slopes"
276595,"F094AA006MI","6g7j","Graycalm-Rubicon sands, 6 to 12 percent slopes"
276598,"F094AB018MI","6g7k","Graycalm-Rubicon sands, 12 to 30 percent slopes"
276598,"F094AA006MI","6g7k","Graycalm-Rubicon sands, 12 to 30 percent slopes"
276597,"F094AA006MI","6g7k","Graycalm-Rubicon sands, 12 to 30 percent slopes"
276597,"F094AB019MI","6g7k","Graycalm-Rubicon sands, 12 to 30 percent slopes"
276599,"F094AB026MI","6g7l","Loxley mucky peat"
276599,"F094AA013MI","6g7l","Loxley mucky peat"
276600,"F094AB016MI","6g7m","Kawkawlin loam, 0 to 3 percent slopes"
276600,"F094AA003MI","6g7m","Kawkawlin loam, 0 to 3 percent slopes"
276602,"F094AA013MI","6g7n","Cathro muck"
276602,"F094AB026MI","6g7n","Cathro muck"
276603,"F094AB025MI","6g7s","Fluvaquents and Histosols, frequently flooded"
276603,"F094AA012MI","6g7s","Fluvaquents and Histosols, frequently flooded"
276604,"F094AA012MI","6g7s","Fluvaquents and Histosols, frequently flooded"
276604,"F094AB025MI","6g7s","Fluvaquents and Histosols, frequently flooded"
276606,"F094AB019MI","6g7v","Udipsamments, nearly level"
276606,"F094AA006MI","6g7v","Udipsamments, nearly level"
285791,"F094AB018MI","6fz1","Menominee-Bamfield, sandy substratum-Blue Lake complex, 12 to 18 percent slopes"
285817,"F094AB018MI","6fz1","Menominee-Bamfield, sandy substratum-Blue Lake complex, 12 to 18 percent slopes"
288614,"F094AB015MI","6fz1","Menominee-Bamfield, sandy substratum-Blue Lake complex, 12 to 18 percent slopes"
288614,"F094AA002MI","6fz1","Menominee-Bamfield, sandy substratum-Blue Lake complex, 12 to 18 percent slopes"
285791,"F094AA006MI","6fz1","Menominee-Bamfield, sandy substratum-Blue Lake complex, 12 to 18 percent slopes"
285817,"F094AA006MI","6fz1","Menominee-Bamfield, sandy substratum-Blue Lake complex, 12 to 18 percent slopes"
285818,"F094AA006MI","6g6d","Menominee-Bamfield, sandy substratum-Blue Lake complex, 18 to 70 percent slopes, dissected"
288613,"F094AB015MI","6g6d","Menominee-Bamfield, sandy substratum-Blue Lake complex, 18 to 70 percent slopes, dissected"
285818,"F094AB018MI","6g6d","Menominee-Bamfield, sandy substratum-Blue Lake complex, 18 to 70 percent slopes, dissected"
285792,"F094AA006MI","6g6d","Menominee-Bamfield, sandy substratum-Blue Lake complex, 18 to 70 percent slopes, dissected"
288613,"F094AA002MI","6g6d","Menominee-Bamfield, sandy substratum-Blue Lake complex, 18 to 70 percent slopes, dissected"
285792,"F094AB018MI","6g6d","Menominee-Bamfield, sandy substratum-Blue Lake complex, 18 to 70 percent slopes, dissected"
288596,"F094AA002MI","6g6f","Bamfield fine sandy loam, sandy substratum, 18 to 35 percent slopes"
288596,"F094AB015MI","6g6f","Bamfield fine sandy loam, sandy substratum, 18 to 35 percent slopes"
288622,"F094AA003MI","6g6g","Morganlake-Ossineke, sandy substratum-Blue Lake complex, 0 to 6 percent slopes"
288622,"F094AB016MI","6g6g","Morganlake-Ossineke, sandy substratum-Blue Lake complex, 0 to 6 percent slopes"
285793,"F094AA006MI","6g6g","Morganlake-Ossineke, sandy substratum-Blue Lake complex, 0 to 6 percent slopes"
285793,"F094AB018MI","6g6g","Morganlake-Ossineke, sandy substratum-Blue Lake complex, 0 to 6 percent slopes"
288611,"F094AA003MI","6g6g","Morganlake-Ossineke, sandy substratum-Blue Lake complex, 0 to 6 percent slopes"
288611,"F094AB016MI","6g6g","Morganlake-Ossineke, sandy substratum-Blue Lake complex, 0 to 6 percent slopes"
288623,"F094AA003MI","6g6h","Morganlake-Ossineke, sandy substratum-Blue Lake complex, 6 to 12 percent slopes"
288623,"F094AB016MI","6g6h","Morganlake-Ossineke, sandy substratum-Blue Lake complex, 6 to 12 percent slopes"
288612,"F094AB016MI","6g6h","Morganlake-Ossineke, sandy substratum-Blue Lake complex, 6 to 12 percent slopes"
285794,"F094AB018MI","6g6h","Morganlake-Ossineke, sandy substratum-Blue Lake complex, 6 to 12 percent slopes"
285794,"F094AA006MI","6g6h","Morganlake-Ossineke, sandy substratum-Blue Lake complex, 6 to 12 percent slopes"
288612,"F094AA003MI","6g6h","Morganlake-Ossineke, sandy substratum-Blue Lake complex, 6 to 12 percent slopes"
277181,"F094CY030MI","6f2g","Tonkey silt loam"
277181,"F094AB017MI","6f2g","Tonkey silt loam"
251158,"F094CY035MI","6f2h","Wakeley mucky sand"
251158,"F094AB023MI","6f2h","Wakeley mucky sand"
277183,"F094CY029MI","6f2j","Negwegon silt loam, 2 to 6 percent slopes"
277183,"F094AB016MI","6f2j","Negwegon silt loam, 2 to 6 percent slopes"
277186,"F094CY030MI","6f2l","Angelica loam"
277186,"F094AB017MI","6f2l","Angelica loam"
277187,"F094CY032MI","6f2m","Iosco loamy sand, 0 to 3 percent slopes"
277187,"F094AB020MI","6f2m","Iosco loamy sand, 0 to 3 percent slopes"
251170,"F094CY031MI","6f2p","Zimmerman loamy fine sand, 18 to 35 percent slopes"
251170,"F094AB018MI","6f2p","Zimmerman loamy fine sand, 18 to 35 percent slopes"
278406,"F094CY029MI","6f2r","Algonquin silt loam, till substratum, 0 to 3 percent slopes"
278406,"F094AB016MI","6f2r","Algonquin silt loam, till substratum, 0 to 3 percent slopes"
288594,"F094AB015MI","6g6j","Bamfield fine sandy loam, sandy substratum, 12 to 18 percent slopes"
288594,"F094AA002MI","6g6j","Bamfield fine sandy loam, sandy substratum, 12 to 18 percent slopes"
288592,"F094CY029MI","6g6l","Annalake loamy fine sand, 0 to 6 percent slopes"
288592,"F094AB016MI","6g6l","Annalake loamy fine sand, 0 to 6 percent slopes"
288593,"F094CY029MI","6g6k","Annalake loamy fine sand, 6 to 12 percent slopes"
288593,"F094AB016MI","6g6k","Annalake loamy fine sand, 6 to 12 percent slopes"
277326,"F096XB019MI","6h6l","Benzonia sand, 0 to 6 percent slopes"
277326,"F094AA005MI","6h6l","Benzonia sand, 0 to 6 percent slopes"
277326,"F096XA006MI","6h6l","Benzonia sand, 0 to 6 percent slopes"
277327,"F096XA006MI","6h6k","Benzonia sand, 6 to 12 percent slopes"
277327,"F096XB019MI","6h6k","Benzonia sand, 6 to 12 percent slopes"
277327,"F094AA005MI","6h6k","Benzonia sand, 6 to 12 percent slopes"
277328,"F094AA005MI","6h6j","Benzonia sand, 12 to 18 percent slopes"
277328,"F096XB019MI","6h6j","Benzonia sand, 12 to 18 percent slopes"
277328,"F096XA006MI","6h6j","Benzonia sand, 12 to 18 percent slopes"
277329,"F096XA006MI","6h6h","Benzonia sand, 18 to 35 percent slopes"
277329,"F094AA005MI","6h6h","Benzonia sand, 18 to 35 percent slopes"
277329,"F096XB019MI","6h6h","Benzonia sand, 18 to 35 percent slopes"
277330,"F096XA011MI","6h3l","Dair muck"
277330,"F094AA010MI","6h3l","Dair muck"
277330,"F096XB024MI","6h3l","Dair muck"
277331,"F094AA007MI","6h8f","Brethren sand, 0 to 6 percent slopes"
277331,"F096XB021MI","6h8f","Brethren sand, 0 to 6 percent slopes"
277331,"F096XA008MI","6h8f","Brethren sand, 0 to 6 percent slopes"
1759526,"F096XB019MI","6h36","Copemish sand, 3 to 12 percent slopes"
1759526,"F096XA007MI","6h36","Copemish sand, 3 to 12 percent slopes"
284932,"F094CY031MI","6f0c","East Lake sand, 6 to 12 percent slopes"
284932,"F094AB018MI","6f0c","East Lake sand, 6 to 12 percent slopes"
284957,"F094CY031MI","6f2s","Klacking loamy sand, 18 to 35 percent slopes"
284957,"F094AB018MI","6f2s","Klacking loamy sand, 18 to 35 percent slopes"
277338,"F094CY030MI","6f2v","Springport clay loam, drained"
277338,"F094AB017MI","6f2v","Springport clay loam, drained"
251165,"F094AB018MI","6f2x","Zimmerman loamy fine sand, 6 to 12 percent slopes"
251165,"F094CY031MI","6f2x","Zimmerman loamy fine sand, 6 to 12 percent slopes"
284977,"F094AB016MI","6f2z","Negwegon silt loam, 6 to 12 percent slopes"
284977,"F094CY029MI","6f2z","Negwegon silt loam, 6 to 12 percent slopes"
277352,"F094CY032MI","6f34","Morganlake loamy sand, 0 to 6 percent slopes"
277352,"F094AB020MI","6f34","Morganlake loamy sand, 0 to 6 percent slopes"
284974,"F094AB020MI","6f35","Morganlake loamy sand, 6 to 12 percent slopes"
284974,"F094CY032MI","6f35","Morganlake loamy sand, 6 to 12 percent slopes"
284925,"F094AB023MI","6f3b","Au Gres-Deford complex, 0 to 3 percent slopes"
284925,"F094CY035MI","6f3b","Au Gres-Deford complex, 0 to 3 percent slopes"
277829,"F094AB020MI","6f3b","Au Gres-Deford complex, 0 to 3 percent slopes"
277829,"F094CY032MI","6f3b","Au Gres-Deford complex, 0 to 3 percent slopes"
277360,"F094AB015MI","6f3d","Bamfield fine sandy loam, 18 to 35 percent slopes"
277360,"F094CY028MI","6f3d","Bamfield fine sandy loam, 18 to 35 percent slopes"
277361,"F094CY029MI","6f3f","Hoist sandy loam, 6 to 12 percent slopes"
277361,"F094AB016MI","6f3f","Hoist sandy loam, 6 to 12 percent slopes"
277363,"F094AB015MI","6f3g","Udorthents, nearly level to gently rolling"
277363,"F094CY028MI","6f3g","Udorthents, nearly level to gently rolling"
277366,"F094CY031MI","6f1j","Alpena gravelly sandy loam, 0 to 6 percent slopes"
277366,"F094AB018MI","6f1j","Alpena gravelly sandy loam, 0 to 6 percent slopes"
277371,"F096XA007MI","6h6f","Shavenaugh sand, 0 to 6 percent slopes"
277371,"F094AA006MI","6h6f","Shavenaugh sand, 0 to 6 percent slopes"
277371,"F096XB019MI","6h6f","Shavenaugh sand, 0 to 6 percent slopes"
277372,"F096XB019MI","6h6d","Shavenaugh sand, 6 to 12 percent slopes"
277372,"F094AA006MI","6h6d","Shavenaugh sand, 6 to 12 percent slopes"
277372,"F096XA007MI","6h6d","Shavenaugh sand, 6 to 12 percent slopes"
277373,"F094AA006MI","6h6c","Shavenaugh sand, 12 to 18 percent slopes"
277373,"F096XA007MI","6h6c","Shavenaugh sand, 12 to 18 percent slopes"
277373,"F096XB019MI","6h6c","Shavenaugh sand, 12 to 18 percent slopes"
277374,"F094AA006MI","6h6b","Shavenaugh sand, 18 to 35 percent slopes"
277374,"F096XB019MI","6h6b","Shavenaugh sand, 18 to 35 percent slopes"
277374,"F096XA007MI","6h6b","Shavenaugh sand, 18 to 35 percent slopes"
277375,"F096XA007MI","6h69","Shavenaugh sand, 35 to 50 percent slopes"
277375,"F094AA006MI","6h69","Shavenaugh sand, 35 to 50 percent slopes"
277382,"F096XB016MI","6hbk","Onekama loam, 12 to 18 percent slopes"
277382,"F096XA003MI","6hbk","Onekama loam, 12 to 18 percent slopes"
277383,"F096XB017MI","6h2j","Ithaca loam, 0 to 3 percent slopes"
