"","muiid","LRU","ncnesoil30m","MLRA.value","MLRA.total","Value","Count","percentmlra","pmlra","mu.total","affinity","best","ofbest"
"2751",172136,"111B",172136,91,30978541,84880,150,0.000484206147733039,0.000484206147733039,0.121946340986882,0.397064925289663,98.5698954278046,0.402825754827431
"2754",172137,"111B",172137,91,30978541,84984,12,3.87364918186431e-05,3.87364918186431e-05,0.0149303823649309,0.259447419843908,99.7405525801561,0.260122300440841
"2758",172140,"111B",172140,91,30978541,84905,589,0.0019013161400984,0.0019013161400984,0.044965469753684,4.22839158695239,77.4978455829497,5.45614081932967
"2765",172144,"111B",172144,91,30978541,84895,903,0.00291492100935289,0.00291492100935289,0.0521009069275406,5.59476059295249,65.8275277246027,8.49912002826361
"2768",172145,"111",172145,79,60797146,84794,577,0.000949057707412779,0.000949057707412779,0.042707660533184,2.22221890771881,96.0516469177454,2.31356668941015
"2771",172146,"111B",172146,91,30978541,84879,77,0.000248559155836293,0.000248559155836293,0.00244613476130932,10.1613026300828,89.8386973699172,11.3106077086613
"2777",172149,"111",172149,79,60797146,84760,1215,0.00199844907193505,0.00199844907193505,0.0574752032472265,3.47706307942719,57.7644343943209,6.01938392695323
"2778",172149,"111B",172149,91,30978541,84920,373,0.00120405928736282,0.00120405928736282,0.0574752032472265,2.09491958155176,57.7644343943209,3.62665990503964
"2781",172150,"111B",172150,91,30978541,85027,129,0.000416417287050413,0.000416417287050413,0.0131241370926118,3.1729117435449,96.8270882564551,3.27688439328173
"2783",172151,"111",172151,79,60797146,84946,38,6.25029339370634e-05,6.25029339370634e-05,0.151491829404603,0.041258287118661,97.7924257326342,0.0421896550878713
"2784",172151,"111B",172151,91,30978541,84868,616,0.00198847324669035,0.00198847324669035,0.151491829404603,1.31259438512657,97.7924257326342,1.34222499881046
"2787",172154,"111B",172154,91,30978541,85041,13,4.196453280353e-05,4.196453280353e-05,0.0141737861282471,0.296071440783903,99.7039285592161,0.296950626783036
"2789",172155,"111",172155,79,60797146,84800,1755,0.00288664865946175,0.00288664865946175,0.0604534102923111,4.77499721769855,81.2001969397952,5.88052418301264
"2790",172155,"111B",172155,91,30978541,84947,1494,0.00482269323142107,0.00482269323142107,0.0604534102923111,7.97753709526367,81.2001969397952,9.82452924489642
"2793",172156,"111B",172156,91,30978541,84900,554,0.00178833470562736,0.00178833470562736,0.0949755251762176,1.88294268687568,95.7294754949062,1.96694140142434
"2800",172158,"111B",172158,91,30978541,84881,1009,0.00325709335375091,0.00325709335375091,0.0438189702125336,7.43306686111778,92.5669331388822,8.02993748314598
"2802",172159,"111B",172159,91,30978541,84883,663,0.00214019117298003,0.00214019117298003,0.0359409969143033,5.95473514016054,94.0452648598395,6.33177560724103
"2812",172165,"111",172165,79,60797146,84837,482,0.00079280037257012,0.00079280037257012,0.0105158212191454,7.53911992271916,92.4608800772808,8.15384832636008
"2814",172166,"111",172166,79,60797146,84830,125,0.000205601756371919,0.000205601756371919,0.0111209410832846,1.84878019613782,83.4204216319524,2.21622015325523
"2818",172168,"111",172168,79,60797146,84793,1693,0.00278467018830127,0.00278467018830127,0.0347459869284378,8.01436492230463,64.2551735275662,12.4727153975646
"2821",172169,"111",172169,79,60797146,84779,389,0.000639832665829412,0.000639832665829412,0.0122123384536573,5.23923135816627,76.1888073465152,6.87664178064589
"2822",172169,"111B",172169,91,30978541,84952,119,0.000384136877201544,0.000384136877201544,0.0122123384536573,3.1454817491281,76.1888073465152,4.12853522541979
"2825",172170,"111",172170,79,60797146,84761,1013,0.00166619663363803,0.00166619663363803,0.0475650520132539,3.50298499237161,67.5038955702697,5.18930790997847
