"muiid","ncnesoil30m","LRU","pmlra","affinity","best","ofbest","compname","coiid","dmuiid","nationalmusym","muname","majcompflag","comppct_r","taxorder","taxsubgrp","taxclname","drainagecl","slope_r","carbdepth","rockdepth","T150_sand","T150_clay","T150_OM","T50_sand","T50_pH","flood","humicdepth","pmkind","pmorigin","landform_string","hydricrating","Bhs","Water_Table","Site","Site111"
187504,187504,"99B",0.0606587445932463,90.0707901356062,90.0707901356062,100,"Houghton",2106653,635194,"693j","Sloan loam",FALSE,1,"histosols","typic haplosaprists","Euic, mesic Typic Haplosaprists","very poorly",1,250,250,10,29.1,86.1333333333333,10,6.69999980926514,"none",152,"organic, herbaceous material",,"depression","yes","no",0,"M2 Mucky Depression","Deep Muck"
187507,187507,"99B",0.0278594505602099,84.8038266832428,84.8038266832428,100,"Edwards",2106666,635197,"693m","Edwards muck",TRUE,100,"histosols","limnic haplosaprists","Marly, euic, mesic Limnic Haplosaprists","very poorly",0,66,250,21.5920004272461,24.88,40.78,10,7.59999990463257,"none",203,"organic, herbaceous material & marl",,"depression","yes","no",0,"M2 Mucky Depression","Limnic Muck"
187508,187508,"99B",0.0353832121572841,73.5201614553185,73.5201614553185,100,"Palms",2106668,635198,"693n","Palms muck",TRUE,100,"histosols","terric haplosaprists","Loamy, mixed, euic, mesic Terric Haplosaprists","very poorly",0,250,250,29.2059999847412,21.8866666666667,28.07,10,6.02000019073486,"none",64,"organic, herbaceous material & till, unspecified",,"bog & depression & moraine","yes","no",0,"M2 Mucky Depression","Mineral Muck"
187517,187517,"99B",0.062729678972239,94.0853548502593,94.0853548502593,100,"Adrian",2106703,635207,"693y","Edwards-Adrian mucks",TRUE,40,"histosols","terric haplosaprists","Sandy or sandy-skeletal, mixed, euic, mesic Terric Haplosaprists","very poorly",0,56,250,52.5506676228841,18.6933333333333,28.3133333333333,10,7,"none",56,"organic, herbaceous material & glaciofluvial deposits",,"flat & depression","yes","no",0,"M2 Mucky Depression","Mineral Muck"
187517,187517,"99B",0.062729678972239,94.0853548502593,94.0853548502593,100,"Edwards",2106702,635207,"693y","Edwards-Adrian mucks",TRUE,60,"histosols","limnic haplosaprists","Marly, euic, mesic Limnic Haplosaprists","very poorly",0,66,250,21.5920004272461,24.88,40.78,10,7.59999990463257,"none",203,"organic, herbaceous material & marl",,"flat & depression","yes","no",0,"M2 Mucky Depression","Limnic Muck"
187655,187655,"99A",0.0101006580624226,70.7096569854572,70.7096569854572,100,"Linwood",1847701,553495,"698d","Linwood muck",TRUE,95,"histosols","terric haplosaprists","Loamy, mixed, euic, mesic Terric Haplosaprists","very poorly",0,51,250,46.8940010070801,21.4,22.43,10,7,"none",51,"organic, woody material & till, unspecified",,"depression & moraine","yes","no",0,"M2 Mucky Depression","Mineral Muck"
187655,187655,"99A",0.0101006580624226,70.7096569854572,70.7096569854572,100,"Lupton",1847702,553495,"698d","Linwood muck",FALSE,5,"histosols","typic haplosaprists","Euic, frigid Typic Haplosaprists","very poorly",0,250,250,10,27,65,10,7,"none",203,"organic, woody material",,"depression & moraine & swamp","yes","no",0,"M2 Mucky Depression","Deep Muck"
187687,187687,"99A",0.00191093530910698,90.0637381848001,90.0637381848001,100,"Linwood",1847801,553525,"699f","Sisson fine sandy loam, 6 to 12 percent slopes",FALSE,5,"histosols","terric haplosaprists","Loamy, mixed, euic, mesic Terric Haplosaprists","very poorly",0,51,250,46.8940010070801,21.4,22.43,10,7,"none",51,"organic, woody material & till, unspecified",,"depression & moraine","yes","no",0,"M2 Mucky Depression","Mineral Muck"
187701,187701,"99A",0.000941818116631298,100,100,100,"Lupton",1847856,553542,"699w","Willette muck",FALSE,5,"histosols","typic haplosaprists","Euic, frigid Typic Haplosaprists","very poorly",0,250,250,10,27,65,10,7,"none",203,"organic, woody material",,"depression & moraine & swamp","yes","no",0,"M2 Mucky Depression","Deep Muck"
187701,187701,"99A",0.000941818116631298,100,100,100,"Willette",1847855,553542,"699w","Willette muck",TRUE,95,"histosols","terric haplosaprists","Clayey, illitic, euic, mesic Terric Haplosaprists","very poorly",0,76,250,21.1626669311523,41.8666666666667,20.28,11.2880000305176,6.35600017547607,"none",46,"organic, unspecified & till, unspecified",,"depression & till-floored lake plain & swamp","yes","no",0,"M2 Mucky Depression","Mineral Muck"
188241,188241,"99B",0.0287144234689683,100,100,100,"Carlisle",1846165,552804,"69w9","Carlisle muck, 0 to 2 percent slopes",TRUE,100,"histosols","typic haplosaprists","Euic, mesic Typic Haplosaprists","very poorly",0,250,250,10,28.8,75,10,6.30000019073486,"none",203,"organic, herbaceous material & organic, woody material",,"moraine & glacial drainage channel & flat","yes","no",0,"M2 Mucky Depression","Deep Muck"
188241,2508117,"99B",0.0287144234689683,100,100,100,"Carlisle",1846165,552804,"69w9","Carlisle muck, 0 to 2 percent slopes",TRUE,100,"histosols","typic haplosaprists","Euic, mesic Typic Haplosaprists","very poorly",0,250,250,10,28.8,75,10,6.30000019073486,"none",203,"organic, herbaceous material & organic, woody material",,"moraine & glacial drainage channel & flat","yes","no",0,"M2 Mucky Depression","Deep Muck"
188242,188242,"99B",0.186821080262703,99.0587294747965,99.0587294747965,100,"Carlisle",1846163,552803,"69wb","Carlisle and Linwood mucks, 0 to 2 percent slopes",TRUE,60,"histosols","typic haplosaprists","Euic, mesic Typic Haplosaprists","very poorly",0,250,250,10,28.8,75,10,6.30000019073486,"none",203,"organic, herbaceous material & organic, woody material",,"flat & glacial drainage channel","yes","no",0,"M2 Mucky Depression","Deep Muck"
188242,188242,"99B",0.186821080262703,99.0587294747965,99.0587294747965,100,"Linwood",1846164,552803,"69wb","Carlisle and Linwood mucks, 0 to 2 percent slopes",TRUE,40,"histosols","terric haplosaprists","Loamy, mixed, euic, mesic Terric Haplosaprists","very poorly",0,74,250,26.8213337198893,24.4533333333333,37.1266666666667,10,6.60000019073486,"none",74,"organic, woody material & till, unspecified",,"flat & glacial drainage channel","yes","no",0,"M2 Mucky Depression","Mineral Muck"
188242,2508120,"99B",0.186821080262703,99.0587294747965,99.0587294747965,100,"Carlisle",1846163,552803,"69wb","Carlisle and Linwood mucks, 0 to 2 percent slopes",TRUE,60,"histosols","typic haplosaprists","Euic, mesic Typic Haplosaprists","very poorly",0,250,250,10,28.8,75,10,6.30000019073486,"none",203,"organic, herbaceous material & organic, woody material",,"flat & glacial drainage channel","yes","no",0,"M2 Mucky Depression","Deep Muck"
188242,2508120,"99B",0.186821080262703,99.0587294747965,99.0587294747965,100,"Linwood",1846164,552803,"69wb","Carlisle and Linwood mucks, 0 to 2 percent slopes",TRUE,40,"histosols","terric haplosaprists","Loamy, mixed, euic, mesic Terric Haplosaprists","very poorly",0,74,250,26.8213337198893,24.4533333333333,37.1266666666667,10,6.60000019073486,"none",74,"organic, woody material & till, unspecified",,"flat & glacial drainage channel","yes","no",0,"M2 Mucky Depression","Mineral Muck"
188255,2508169,"99B",0.0249525426704312,99.8701844459921,99.8701844459921,100,"Edwards",1846260,552836,"69wr","Edwards muck, 0 to 2 percent slopes",TRUE,90,"histosols","limnic haplosaprists","Marly, euic, mesic Limnic Haplosaprists","very poorly",0,51,250,15.94,18.58,33.33,10,7.59999990463257,"none",203,"organic, herbaceous material & marl",,"ground moraine & till plain & depression & depression","yes","no",0,"M2 Mucky Depression","Limnic Muck"
188255,2508169,"99B",0.0249525426704312,99.8701844459921,99.8701844459921,100,"Carlisle",1846259,552836,"69wr","Edwards muck, 0 to 2 percent slopes",FALSE,5,"histosols","typic haplosaprists","Euic, mesic Typic Haplosaprists","very poorly",0,250,250,10,28.8,75,10,6.30000019073486,"none",203,"organic, herbaceous material & organic, woody material",,"ground moraine & till plain & depression & depression","yes","no",0,"M2 Mucky Depression","Deep Muck"
188255,188255,"99B",0.0249525426704312,99.8701844459921,99.8701844459921,100,"Edwards",1846260,552836,"69wr","Edwards muck, 0 to 2 percent slopes",TRUE,90,"histosols","limnic haplosaprists","Marly, euic, mesic Limnic Haplosaprists","very poorly",0,51,250,15.94,18.58,33.33,10,7.59999990463257,"none",203,"organic, herbaceous material & marl",,"ground moraine & till plain & depression & depression","yes","no",0,"M2 Mucky Depression","Limnic Muck"
188255,188255,"99B",0.0249525426704312,99.8701844459921,99.8701844459921,100,"Carlisle",1846259,552836,"69wr","Edwards muck, 0 to 2 percent slopes",FALSE,5,"histosols","typic haplosaprists","Euic, mesic Typic Haplosaprists","very poorly",0,250,250,10,28.8,75,10,6.30000019073486,"none",203,"organic, herbaceous material & organic, woody material",,"ground moraine & till plain & depression & depression","yes","no",0,"M2 Mucky Depression","Deep Muck"
188289,2508402,"99B",0.186878078456621,98.702350338635,98.702350338635,100,"Palms",1846300,552870,"69xv","Houghton and Palms mucks, 0 to 2 percent slopes",TRUE,45,"histosols","terric haplosaprists","Loamy, mixed, euic, mesic Terric Haplosaprists","very poorly",0,76,250,26.4279996236165,24.0533333333333,38.1233333333333,10,6.60000019073486,"none",76,"organic, herbaceous material & till, unspecified",,"depression & glacial drainage channel","yes","no",0,"M2 Mucky Depression","Mineral Muck"
188289,2508402,"99B",0.186878078456621,98.702350338635,98.702350338635,100,"Houghton",1846299,552870,"69xv","Houghton and Palms mucks, 0 to 2 percent slopes",TRUE,55,"histosols","typic haplosaprists","Euic, mesic Typic Haplosaprists","very poorly",0,250,250,10,27.5,75,10,6.30000019073486,"none",203,"organic, herbaceous material",,"ground moraine & glacial drainage channel & depression","yes","no",0,"M2 Mucky Depression","Deep Muck"
188289,188289,"99B",0.186878078456621,98.702350338635,98.702350338635,100,"Palms",1846300,552870,"69xv","Houghton and Palms mucks, 0 to 2 percent slopes",TRUE,45,"histosols","terric haplosaprists","Loamy, mixed, euic, mesic Terric Haplosaprists","very poorly",0,76,250,26.4279996236165,24.0533333333333,38.1233333333333,10,6.60000019073486,"none",76,"organic, herbaceous material & till, unspecified",,"depression & glacial drainage channel","yes","no",0,"M2 Mucky Depression","Mineral Muck"
188289,188289,"99B",0.186878078456621,98.702350338635,98.702350338635,100,"Houghton",1846299,552870,"69xv","Houghton and Palms mucks, 0 to 2 percent slopes",TRUE,55,"histosols","typic haplosaprists","Euic, mesic Typic Haplosaprists","very poorly",0,250,250,10,27.5,75,10,6.30000019073486,"none",203,"organic, herbaceous material",,"ground moraine & glacial drainage channel & depression","yes","no",0,"M2 Mucky Depression","Deep Muck"
188307,188307,"99B",0.171330237782532,99.0716192460222,99.0716192460222,100,"Linwood",1846329,552887,"69yf","Linwood muck, 0 to 2 percent slopes",TRUE,100,"histosols","terric haplosaprists","Loamy, mixed, euic, mesic Terric Haplosaprists","very poorly",0,71,250,27.5379995981852,24.5866666666667,35.6316666666667,10,6.02799997329712,"none",71,"organic, woody material & till, unspecified",,"ground moraine & depression & depression & drainageway","yes","no",0,"M2 Mucky Depression","Mineral Muck"
188377,188377,"99B",0.0873338993465094,99.0041853655704,99.0041853655704,100,"Palms",1846502,552999,"6b0p","Palms muck, 0 to 2 percent slopes",TRUE,100,"histosols","terric haplosaprists","Loamy, mixed, euic, mesic Terric Haplosaprists","very poorly",0,61,250,43.701335144043,23.3466666666667,30.6483333333333,10,6.55000019073486,"none",61,"organic, herbaceous material & till, unspecified",,"flat & till plain","yes","no",0,"M2 Mucky Depression","Mineral Muck"
188378,2508418,"99B",0.173876157110835,99.6488114550986,99.6488114550986,100,"Palms",1846498,552997,"6b0q","Palms and Adrian mucks, 0 to 2 percent slopes",TRUE,55,"histosols","terric haplosaprists","Loamy, mixed, euic, mesic Terric Haplosaprists","very poorly",0,61,250,43.701335144043,23.3466666666667,30.6483333333333,10,6.55000019073486,"none",61,"organic, herbaceous material & till, unspecified",,"flat & till plain","yes","no",0,"M2 Mucky Depression","Mineral Muck"
188378,2508418,"99B",0.173876157110835,99.6488114550986,99.6488114550986,100,"Adrian",1846499,552997,"6b0q","Palms and Adrian mucks, 0 to 2 percent slopes",TRUE,45,"histosols","terric haplosaprists","Sandy or sandy-skeletal, mixed, euic, mesic Terric Haplosaprists","very poorly",0,250,250,56.8159991455078,18.9,33.14,10,6.5100001335144,"none",66,"organic, herbaceous material & glaciofluvial deposits",,"depression & flat & glacial drainage channel & till plain","yes","no",0,"M2 Mucky Depression","Mineral Muck"
188378,188378,"99B",0.173876157110835,99.6488114550986,99.6488114550986,100,"Palms",1846498,552997,"6b0q","Palms and Adrian mucks, 0 to 2 percent slopes",TRUE,55,"histosols","terric haplosaprists","Loamy, mixed, euic, mesic Terric Haplosaprists","very poorly",0,61,250,43.701335144043,23.3466666666667,30.6483333333333,10,6.55000019073486,"none",61,"organic, herbaceous material & till, unspecified",,"flat & till plain","yes","no",0,"M2 Mucky Depression","Mineral Muck"
188378,188378,"99B",0.173876157110835,99.6488114550986,99.6488114550986,100,"Adrian",1846499,552997,"6b0q","Palms and Adrian mucks, 0 to 2 percent slopes",TRUE,45,"histosols","terric haplosaprists","Sandy or sandy-skeletal, mixed, euic, mesic Terric Haplosaprists","very poorly",0,250,250,56.8159991455078,18.9,33.14,10,6.5100001335144,"none",66,"organic, herbaceous material & glaciofluvial deposits",,"depression & flat & glacial drainage channel & till plain","yes","no",0,"M2 Mucky Depression","Mineral Muck"
188386,188386,"99B",0.0654339266169786,100,100,100,"Rifle",1846524,553015,"6b0z","Rifle peat, 0 to 2 percent slopes",TRUE,95,"histosols","typic haplohemists","Mixed, euic, frigid Typic Haplohemists","very poorly",0,250,250,10,40,75,10,6.80400005340576,"none",203,"organic, woody material",,"depression & depression & flat & till plain & ground moraine & glacial drainage channel","yes","no",0,"M2 Mucky Depression","Deep Muck"
188424,188424,"99B",0.0140975532955279,98.5638104184949,98.5638104184949,100,"Willette",1846589,553062,"6b26","Willette muck, 0 to 2 percent slopes",TRUE,100,"histosols","terric haplosaprists","Clayey, illitic, euic, mesic Terric Haplosaprists","very poorly",0,64,250,7.30533344268799,41.3333333333333,32.2866666666667,10,6.12000007629395,"none",64,"organic, woody material & till, unspecified",,"drainageway & depression & depression & ground moraine","yes","no",0,"M2 Mucky Depression","Mineral Muck"
188840,188840,"99A",0.0369856979231682,72.6865413116091,72.6865413116091,100,"Houghton",848767,146655,"6bhm","Metamora sandy loam, 0 to 3 percent slopes",FALSE,2,"histosols","typic haplosaprists","Euic, mesic Typic Haplosaprists","very poorly",1,250,250,10,26,87.1666666666667,10,6.19999980926514,"none",152,"organic, herbaceous material",,"moraine & till plain & outwash plain & depression & depression & depression","yes","no",0,"M2 Mucky Depression","Deep Muck"
188840,188840,"99A",0.0369856979231682,72.6865413116091,72.6865413116091,100,"Adrian",848792,146655,"6bhm","Metamora sandy loam, 0 to 3 percent slopes",FALSE,2,"histosols","terric haplosaprists","Sandy or sandy-skeletal, mixed, euic, mesic Terric Haplosaprists","very poorly",1,76,250,50.5026659138997,23.2266666666667,41.9233333333333,10,6.5,"none",76,"organic, herbaceous material & glaciofluvial deposits",,"moraine & till plain & outwash plain & depression & depression & depression","yes","no",0,"M2 Mucky Depression","Mineral Muck"
188840,2508530,"99A",0.0369856979231682,72.6865413116091,72.6865413116091,100,"Houghton",848767,146655,"6bhm","Metamora sandy loam, 0 to 3 percent slopes",FALSE,2,"histosols","typic haplosaprists","Euic, mesic Typic Haplosaprists","very poorly",1,250,250,10,26,87.1666666666667,10,6.19999980926514,"none",152,"organic, herbaceous material",,"moraine & till plain & outwash plain & depression & depression & depression","yes","no",0,"M2 Mucky Depression","Deep Muck"
188840,2508530,"99A",0.0369856979231682,72.6865413116091,72.6865413116091,100,"Adrian",848792,146655,"6bhm","Metamora sandy loam, 0 to 3 percent slopes",FALSE,2,"histosols","terric haplosaprists","Sandy or sandy-skeletal, mixed, euic, mesic Terric Haplosaprists","very poorly",1,76,250,50.5026659138997,23.2266666666667,41.9233333333333,10,6.5,"none",76,"organic, herbaceous material & glaciofluvial deposits",,"moraine & till plain & outwash plain & depression & depression & depression","yes","no",0,"M2 Mucky Depression","Mineral Muck"
