"ncnesoil30m","MLRA.value","LRU","MLRA.total","Value","Count","percentmlra","mu.total","affinity","best","ofbest","compname","coiid","dmuiid","nationalmusym","muname","majcompflag","comppct_r","taxorder","taxsubgrp","taxclname","drainagecl","slope_r","carbdepth","rockdepth","T150_sand","T150_clay","T150_OM","T50_sand","T50_pH","flood","humicdepth","pmkind","pmorigin","landform_string","hydricrating","Bhs","Water_Table","Site","Site111"
165297,60,"98A1",36997771,82052,6120,0.016541537056381,0.026177745263708,63.1893117216389,63.1893117216389,100,"Adrian",283354,155041,"5k05","Adrian muck, undrained, 0 to 1 percent slopes",TRUE,75,"histosols","terric haplosaprists","Sandy or sandy-skeletal, mixed, euic, mesic Terric Haplosaprists","very poorly",1,86,250,37.9733333333333,2.13333333333333,43.1280000050863,0,6.5,"none",86,"organic, herbaceous material & outwash",,"depression & terrace & till plain & outwash plain","yes","no",0,"M2 Mucky Depression","Mineral Muck"
165297,60,"98A1",36997771,82052,6120,0.016541537056381,0.026177745263708,63.1893117216389,63.1893117216389,100,"Houghton",285937,155041,"5k05","Adrian muck, undrained, 0 to 1 percent slopes",FALSE,7,"histosols","typic haplosaprists","Euic, mesic Typic Haplosaprists","very poorly",1,250,250,0,0,75,0,6.5,"none",203,"organic, herbaceous material",,"depression & lake plain & outwash plain & till plain","yes","no",0,"M2 Mucky Depression","Deep Muck"
165297,60,"98A1",36997771,82052,6120,0.016541537056381,0.026177745263708,63.1893117216389,63.1893117216389,100,"Edwards",285936,155041,"5k05","Adrian muck, undrained, 0 to 1 percent slopes",FALSE,8,"histosols","limnic haplosaprists","Marly, euic, mesic Limnic Haplosaprists","very poorly",0.5,61,250,10.0866666666667,10.68,36.4333333333333,0,6.5,"none",203,"organic, herbaceous material & marl",,"depression & lake plain & outwash plain & till plain","yes","no",0,"M2 Mucky Depression","Limnic Muck"
165297,60,"98A1",36997771,82052,6120,0.016541537056381,0.026177745263708,63.1893117216389,63.1893117216389,100,"Muskego",285938,155041,"5k05","Adrian muck, undrained, 0 to 1 percent slopes",FALSE,5,"histosols","limnic haplosaprists","Coprogenous, euic, mesic Limnic Haplosaprists","very poorly",1,250,250,0,0,53.4,0,6.5,"none",203,"organic, herbaceous material & coprogenic material",,"depression & lake plain & outwash plain & till plain","yes","no",0,"M2 Mucky Depression","Limnic Muck"
165360,60,"98A1",36997771,82058,2393,0.00646795721828756,0.00675097871808317,95.8076967560642,95.8076967560642,100,"Houghton",286074,154986,"5k26","Edwards muck, undrained, 0 to 1 percent slopes",FALSE,7,"histosols","typic haplosaprists","Euic, mesic Typic Haplosaprists","very poorly",1,250,250,0,0,75,0,6.5,"none",203,"organic, herbaceous material",,"depression & lake plain & outwash plain & till plain","yes","no",0,"M2 Mucky Depression","Deep Muck"
165360,60,"98A1",36997771,82058,2393,0.00646795721828756,0.00675097871808317,95.8076967560642,95.8076967560642,100,"Edwards",283276,154986,"5k26","Edwards muck, undrained, 0 to 1 percent slopes",TRUE,75,"histosols","limnic haplosaprists","Marly, euic, mesic Limnic Haplosaprists","very poorly",0.5,61,250,10.0866666666667,10.68,36.4333333333333,0,6.5,"none",203,"organic, herbaceous material & marl",,"depression & lake plain & outwash plain & till plain","yes","no",0,"M2 Mucky Depression","Limnic Muck"
165360,60,"98A1",36997771,82058,2393,0.00646795721828756,0.00675097871808317,95.8076967560642,95.8076967560642,100,"Adrian",286083,154986,"5k26","Edwards muck, undrained, 0 to 1 percent slopes",FALSE,5,"histosols","terric haplosaprists","Sandy or sandy-skeletal, mixed, euic, mesic Terric Haplosaprists","very poorly",1,86,250,37.9733333333333,2.13333333333333,43.1280000050863,0,6.5,"none",86,"organic, herbaceous material & outwash",,"depression & lake plain & outwash plain & till plain","yes","no",0,"M2 Mucky Depression","Mineral Muck"
165372,60,"98A1",36997771,82948,1114,0.00301099220274648,0.0041835098447569,71.9728724080832,71.9728724080832,100,"Adrian",2505108,754816,"2w5mv","Granby loamy sand, 0 to 2 percent slopes",FALSE,1,"histosols","terric haplosaprists","Sandy or sandy-skeletal, mixed, euic, mesic Terric Haplosaprists","very poorly",0,86,250,38.4,1.28,26.4453333536784,0,5.34000015258789,"none",86,"organic, herbaceous material & glaciofluvial deposits",,"depression & moraine & outwash plain & depression","yes","no",0,"M2 Mucky Depression","Mineral Muck"
165373,60,"98A1",36997771,83212,779,0.00210553224949687,0.00265809803481212,79.2119862368315,79.2119862368315,100,"Adrian",1166612,124273,"5k2m","Gravelton loam, 0 to 1 percent slopes, occasionally flooded, brief duration",FALSE,4,"histosols","terric haplosaprists","Sandy or sandy-skeletal, mixed, euic, mesic Terric Haplosaprists","very poorly",1,86,250,37.9733333333333,2.13333333333333,43.1280000050863,0,6.5,"none",86,"organic, herbaceous material & outwash",,"depression & lake plain & outwash plain & till plain","yes","no",0,"M2 Mucky Depression","Mineral Muck"
165374,60,"98A1",36997771,82951,14968,0.0404564912842993,0.0662384021942525,61.0770941691128,61.0770941691128,100,"Adrian",1166615,124274,"5k2n","Gravelton loam, 0 to 1 percent slopes, frequently flooded, long duration",FALSE,12,"histosols","terric haplosaprists","Sandy or sandy-skeletal, mixed, euic, mesic Terric Haplosaprists","very poorly",1,86,250,37.9733333333333,2.13333333333333,43.1280000050863,0,6.5,"none",86,"organic, herbaceous material & outwash",,"depression & lake plain & outwash plain & till plain","yes","no",0,"M2 Mucky Depression","Mineral Muck"
186063,60,"98A1",36997771,65085,3771,0.0101925059215054,0.0128908480645713,79.0677686250767,79.0677686250767,100,"Houghton",2219235,629883,"2rfgx","Edwards muck, 0 to 1 percent slopes",FALSE,3,"histosols","typic haplosaprists","Euic, mesic Typic Haplosaprists","very poorly",0,250,250,0,0,74,0,5.92000007629395,"none",203,"organic, herbaceous material",,"moraine & glacial drainage channel & outwash plain & lakebed (relict) & lakebed (relict) & lakebed (relict)","yes","no",0,"M2 Mucky Depression","Deep Muck"
186063,60,"98A1",36997771,65085,3771,0.0101925059215054,0.0128908480645713,79.0677686250767,79.0677686250767,100,"Palms",2219233,629883,"2rfgx","Edwards muck, 0 to 1 percent slopes",FALSE,2,"histosols","terric haplosaprists","Loamy, mixed, euic, mesic Terric Haplosaprists","very poorly",0,89,250,13.9893339538574,13.42,38.77,0,6.5,"none",89,"organic, herbaceous material & drift",,"moraine & depression & drainageway & glacial drainage channel & drainageway & outwash plain & drainageway & depression & moraine & drainageway & outwash plain & depression","yes","no",0,"M2 Mucky Depression","Mineral Muck"
186063,60,"98A1",36997771,65085,3771,0.0101925059215054,0.0128908480645713,79.0677686250767,79.0677686250767,100,"Adrian",2219227,629883,"2rfgx","Edwards muck, 0 to 1 percent slopes",FALSE,3,"histosols","terric haplosaprists","Sandy or sandy-skeletal, mixed, euic, mesic Terric Haplosaprists","very poorly",0,86,250,38.4,1.28,26.4453333536784,0,5.34000015258789,"none",86,"organic, herbaceous material & glaciofluvial deposits",,"moraine & glacial drainage channel & outwash plain & lakebed (relict) & lakebed (relict) & lakebed (relict)","yes","no",0,"M2 Mucky Depression","Mineral Muck"
186063,60,"98A1",36997771,65085,3771,0.0101925059215054,0.0128908480645713,79.0677686250767,79.0677686250767,100,"Edwards",2093966,629883,"2rfgx","Edwards muck, 0 to 1 percent slopes",TRUE,90,"histosols","limnic haplosaprists","Marly, euic, mesic Limnic Haplosaprists","very poorly",0,23,250,11.2,9.52,41.82,0,5.87799989700317,"none",203,"organic, herbaceous material & marl",,"moraine & glacial drainage channel & outwash plain & lakebed (relict) & lakebed (relict) & lakebed (relict)","yes","no",0,"M2 Mucky Depression","Limnic Muck"
186066,60,"98A1",36997771,65093,8725,0.0235825017674713,0.0235825017674713,100,100,100,"Adrian",2505108,754816,"2w5mv","Granby loamy sand, 0 to 2 percent slopes",FALSE,1,"histosols","terric haplosaprists","Sandy or sandy-skeletal, mixed, euic, mesic Terric Haplosaprists","very poorly",0,86,250,38.4,1.28,26.4453333536784,0,5.34000015258789,"none",86,"organic, herbaceous material & glaciofluvial deposits",,"depression & moraine & outwash plain & depression","yes","no",0,"M2 Mucky Depression","Mineral Muck"
186067,60,"98A1",36997771,65083,11804,0.0319046247407715,0.0319046247407715,100,100,100,"Edwards",2528248,754826,"2rfgz","Adrian muck, 0 to 1 percent slopes",FALSE,2,"histosols","limnic haplosaprists","Marly, euic, mesic Limnic Haplosaprists","very poorly",0,23,250,11.2,9.52,41.82,0,5.87799989700317,"none",203,"organic, herbaceous material & marl",,"depression & moraine & outwash plain & depression","yes","no",0,"M2 Mucky Depression","Limnic Muck"
186067,60,"98A1",36997771,65083,11804,0.0319046247407715,0.0319046247407715,100,100,100,"Houghton",2528250,754826,"2rfgz","Adrian muck, 0 to 1 percent slopes",FALSE,2,"histosols","typic haplosaprists","Euic, mesic Typic Haplosaprists","very poorly",0,250,250,0,0,74,0,5.92000007629395,"none",203,"organic, herbaceous material",,"depression & moraine & outwash plain & depression","yes","no",0,"M2 Mucky Depression","Deep Muck"
186067,60,"98A1",36997771,65083,11804,0.0319046247407715,0.0319046247407715,100,100,100,"Adrian",2528246,754826,"2rfgz","Adrian muck, 0 to 1 percent slopes",TRUE,92,"histosols","terric haplosaprists","Sandy or sandy-skeletal, mixed, euic, mesic Terric Haplosaprists","very poorly",0,86,250,38.4,1.28,32.6453330485026,0,5.61999988555908,"none",86,"organic, herbaceous material & glaciofluvial deposits",,"depression & moraine & outwash plain & depression","yes","no",0,"M2 Mucky Depression","Mineral Muck"
186072,60,"98A1",36997771,65038,103330,0.279287095430695,0.285803423759593,97.7199964076081,97.7199964076081,100,"Houghton",2528241,754825,"2rfgy","Houghton muck, 0 to 1 percent slopes",TRUE,90,"histosols","typic haplosaprists","Euic, mesic Typic Haplosaprists","very poorly",0,250,250,0,0,79.3599975585937,0,5.92000007629395,"none",203,"organic, herbaceous material",,"depression & moraine & outwash plain & depression","yes","no",0,"M2 Mucky Depression","Deep Muck"
186072,60,"98A1",36997771,65038,103330,0.279287095430695,0.285803423759593,97.7199964076081,97.7199964076081,100,"Edwards",2528253,754825,"2rfgy","Houghton muck, 0 to 1 percent slopes",FALSE,3,"histosols","limnic haplosaprists","Marly, euic, mesic Limnic Haplosaprists","very poorly",0,23,250,11.2,9.52,41.82,0,5.87799989700317,"none",203,"organic, herbaceous material & marl",,"depression & moraine & outwash plain & depression","yes","no",0,"M2 Mucky Depression","Limnic Muck"
186072,60,"98A1",36997771,65038,103330,0.279287095430695,0.285803423759593,97.7199964076081,97.7199964076081,100,"Palms",2528255,754825,"2rfgy","Houghton muck, 0 to 1 percent slopes",FALSE,2,"histosols","terric haplosaprists","Loamy, mixed, euic, mesic Terric Haplosaprists","very poorly",1,71,250,13.1666666666667,5.26666666666667,21.8966666666667,0,5.34600014686584,"none",71,"organic, herbaceous material & drift",,"moraine & outwash plain & till plain & depression & depression & depression & swamp & swamp & swamp & drainageway & drainageway & drainageway","yes","no",0,"M2 Mucky Depression","Mineral Muck"
186072,60,"98A1",36997771,65038,103330,0.279287095430695,0.285803423759593,97.7199964076081,97.7199964076081,100,"Adrian",2528252,754825,"2rfgy","Houghton muck, 0 to 1 percent slopes",FALSE,4,"histosols","terric haplosaprists","Sandy or sandy-skeletal, mixed, euic, mesic Terric Haplosaprists","very poorly",0,86,250,38.4,1.28,32.6453330485026,0,5.61999988555908,"none",86,"organic, herbaceous material & glaciofluvial deposits",,"depression & moraine & outwash plain & depression","yes","no",0,"M2 Mucky Depression","Mineral Muck"
186082,60,"98A1",36997771,65070,45037,0.121728954968666,0.122635866643306,99.2604841475307,99.2604841475307,100,"Histosols",267809,143847,"67mn","Histosols and Aquents, ponded",TRUE,49,"histosols",,"Histosols","very poorly",1,250,250,0,0,82.5,0,,"none",130,"organic, herbaceous material",,"depression & marsh","yes","no",0,"M2 Mucky Depression","Deep Muck"
186091,60,"98A1",36997771,65074,9089,0.0245663448211515,0.0270071688343812,90.9623106805537,90.9623106805537,100,"Edwards",2528432,796923,"2x2st","Palms muck, 0 to 1 percent slopes",FALSE,1,"histosols","limnic haplosaprists","Marly, euic, mesic Limnic Haplosaprists","very poorly",0,23,250,11.2,9.52,41.82,0,5.87799989700317,"none",203,"organic, herbaceous material & marl",,"moraine & glacial drainage channel & outwash plain & lakebed (relict) & lakebed (relict) & lakebed (relict)","yes","no",0,"M2 Mucky Depression","Limnic Muck"
186091,60,"98A1",36997771,65074,9089,0.0245663448211515,0.0270071688343812,90.9623106805537,90.9623106805537,100,"Palms",2528427,796923,"2x2st","Palms muck, 0 to 1 percent slopes",TRUE,92,"histosols","terric haplosaprists","Loamy, mixed, euic, mesic Terric Haplosaprists","very poorly",1,71,250,13.1666666666667,5.26666666666667,21.8966666666667,0,5.34600014686584,"none",71,"organic, herbaceous material & drift",,"moraine & outwash plain & till plain & depression & depression & depression & swamp & swamp & swamp & drainageway & drainageway & drainageway","yes","no",0,"M2 Mucky Depression","Mineral Muck"
186091,60,"98A1",36997771,65074,9089,0.0245663448211515,0.0270071688343812,90.9623106805537,90.9623106805537,100,"Houghton",2528429,796923,"2x2st","Palms muck, 0 to 1 percent slopes",FALSE,2,"histosols","typic haplosaprists","Euic, mesic Typic Haplosaprists","very poorly",0,250,250,0,0,74,0,5.92000007629395,"none",203,"organic, herbaceous material",,"moraine & depression & drainageway & glacial drainage channel & drainageway & outwash plain & drainageway & depression & moraine & drainageway & outwash plain & depression","yes","no",0,"M2 Mucky Depression","Deep Muck"
186095,60,"98A1",36997771,65064,24050,0.0650039160467262,0.0696616352646324,93.31379574968,93.31379574968,100,"Houghton",882581,143860,"67n2","Sloan loam, sandy substratum",FALSE,5,"histosols","typic medisaprists","Euic, mesic Typic Medisaprists","very poorly",1,250,250,0,0,86.3,0,6.19999980926514,"none",152,"organic, herbaceous material",,"depression","yes","no",0,"M2 Mucky Depression","Deep Muck"
186095,60,"98A1",36997771,65064,24050,0.0650039160467262,0.0696616352646324,93.31379574968,93.31379574968,100,"Palms",882584,143860,"67n2","Sloan loam, sandy substratum",FALSE,5,"histosols","terric medisaprists","Loamy, mixed, euic, mesic Terric Medisaprists","very poorly",1,81,250,12.0979996490479,9.66,46.4316666666667,0,6.5,"none",81,"organic, herbaceous material & glaciofluvial deposits & outwash",,"depression","yes","no",0,"M2 Mucky Depression","Mineral Muck"
186214,60,"98A1",36997771,65058,19279,0.0521085445931324,0.0521085445931324,100,100,100,"Houghton",2528250,754826,"2rfgz","Adrian muck, 0 to 1 percent slopes",FALSE,2,"histosols","typic haplosaprists","Euic, mesic Typic Haplosaprists","very poorly",0,250,250,0,0,74,0,5.92000007629395,"none",203,"organic, herbaceous material",,"depression & moraine & outwash plain & depression","yes","no",0,"M2 Mucky Depression","Deep Muck"
186214,60,"98A1",36997771,65058,19279,0.0521085445931324,0.0521085445931324,100,100,100,"Edwards",2528248,754826,"2rfgz","Adrian muck, 0 to 1 percent slopes",FALSE,2,"histosols","limnic haplosaprists","Marly, euic, mesic Limnic Haplosaprists","very poorly",0,23,250,11.2,9.52,41.82,0,5.87799989700317,"none",203,"organic, herbaceous material & marl",,"depression & moraine & outwash plain & depression","yes","no",0,"M2 Mucky Depression","Limnic Muck"
186214,60,"98A1",36997771,65058,19279,0.0521085445931324,0.0521085445931324,100,100,100,"Adrian",2528246,754826,"2rfgz","Adrian muck, 0 to 1 percent slopes",TRUE,92,"histosols","terric haplosaprists","Sandy or sandy-skeletal, mixed, euic, mesic Terric Haplosaprists","very poorly",0,86,250,38.4,1.28,32.6453330485026,0,5.61999988555908,"none",86,"organic, herbaceous material & glaciofluvial deposits",,"depression & moraine & outwash plain & depression","yes","no",0,"M2 Mucky Depression","Mineral Muck"
186225,60,"98A1",36997771,65002,31935,0.0863160107672432,0.0863160107672432,100,100,100,"Adrian",1087610,143983,"67s8","Cohoctah fine sandy loam, frequently flooded",FALSE,3,"histosols","terric medisaprists","Sandy or sandy-skeletal, mixed, euic, mesic Terric Medisaprists","very poorly",1,74,250,46.967998453776,3.04,40.8266666666667,0,6.19999980926514,"none",74,,,"depression","yes","no",0,"M2 Mucky Depression","Mineral Muck"
186225,60,"98A1",36997771,65002,31935,0.0863160107672432,0.0863160107672432,100,100,100,"Edwards",1087612,143983,"67s8","Cohoctah fine sandy loam, frequently flooded",FALSE,3,"histosols","limnic medisaprists","Marly, euic, mesic Limnic Medisaprists","very poorly",1,89,250,2.56200007756551,9.59733348846436,54.6433333333333,0,7.19999980926514,"none",152,,,"depression","yes","no",0,"M2 Mucky Depression","Limnic Muck"
186225,60,"98A1",36997771,65002,31935,0.0863160107672432,0.0863160107672432,100,100,100,"Palms",1087611,143983,"67s8","Cohoctah fine sandy loam, frequently flooded",FALSE,3,"histosols","terric medisaprists","Loamy, mixed, euic, mesic Terric Medisaprists","very poorly",1,86,250,11.2213330078125,8.96,49.5066666666667,0,7,"none",86,,,"depression","yes","no",0,"M2 Mucky Depression","Mineral Muck"
186225,60,"98A1",36997771,65002,31935,0.0863160107672432,0.0863160107672432,100,100,100,"Houghton",1087609,143983,"67s8","Cohoctah fine sandy loam, frequently flooded",FALSE,3,"histosols","typic medisaprists","Euic, mesic Typic Medisaprists","very poorly",1,250,250,0,0,86.7333333333333,0,6.60799989700317,"none",152,"organic, herbaceous material",,"depression","yes","no",0,"M2 Mucky Depression","Deep Muck"
186227,60,"98A1",36997771,64998,4622,0.0124926444893126,0.0124926444893126,100,100,100,"Houghton",1087622,143985,"67sb","Colwood loam, depressional",FALSE,4,"histosols","typic medisaprists","Euic, mesic Typic Medisaprists","very poorly",1,250,250,0,0,86.7333333333333,0,6.60799989700317,"none",152,"organic, herbaceous material",,"depression","yes","no",0,"M2 Mucky Depression","Deep Muck"
186228,60,"98A1",36997771,65013,11854,0.032039768017376,0.032039768017376,100,100,100,"Edwards",2093966,629883,"2rfgx","Edwards muck, 0 to 1 percent slopes",TRUE,90,"histosols","limnic haplosaprists","Marly, euic, mesic Limnic Haplosaprists","very poorly",0,23,250,11.2,9.52,41.82,0,5.87799989700317,"none",203,"organic, herbaceous material & marl",,"moraine & glacial drainage channel & outwash plain & lakebed (relict) & lakebed (relict) & lakebed (relict)","yes","no",0,"M2 Mucky Depression","Limnic Muck"
186228,60,"98A1",36997771,65013,11854,0.032039768017376,0.032039768017376,100,100,100,"Houghton",2219235,629883,"2rfgx","Edwards muck, 0 to 1 percent slopes",FALSE,3,"histosols","typic haplosaprists","Euic, mesic Typic Haplosaprists","very poorly",0,250,250,0,0,74,0,5.92000007629395,"none",203,"organic, herbaceous material",,"moraine & glacial drainage channel & outwash plain & lakebed (relict) & lakebed (relict) & lakebed (relict)","yes","no",0,"M2 Mucky Depression","Deep Muck"
186228,60,"98A1",36997771,65013,11854,0.032039768017376,0.032039768017376,100,100,100,"Palms",2219233,629883,"2rfgx","Edwards muck, 0 to 1 percent slopes",FALSE,2,"histosols","terric haplosaprists","Loamy, mixed, euic, mesic Terric Haplosaprists","very poorly",0,89,250,13.9893339538574,13.42,38.77,0,6.5,"none",89,"organic, herbaceous material & drift",,"moraine & depression & drainageway & glacial drainage channel & drainageway & outwash plain & drainageway & depression & moraine & drainageway & outwash plain & depression","yes","no",0,"M2 Mucky Depression","Mineral Muck"
186228,60,"98A1",36997771,65013,11854,0.032039768017376,0.032039768017376,100,100,100,"Adrian",2219227,629883,"2rfgx","Edwards muck, 0 to 1 percent slopes",FALSE,3,"histosols","terric haplosaprists","Sandy or sandy-skeletal, mixed, euic, mesic Terric Haplosaprists","very poorly",0,86,250,38.4,1.28,26.4453333536784,0,5.34000015258789,"none",86,"organic, herbaceous material & glaciofluvial deposits",,"moraine & glacial drainage channel & outwash plain & lakebed (relict) & lakebed (relict) & lakebed (relict)","yes","no",0,"M2 Mucky Depression","Mineral Muck"
186229,60,"98A1",36997771,65030,24036,0.0649660759292769,0.0649660759292769,100,100,100,"Adrian",2393899,754782,"2w5lx","Gilford sandy loam, 0 to 2 percent slopes, gravelly subsoil",FALSE,3,"histosols","terric haplosaprists","Sandy or sandy-skeletal, mixed, euic, mesic Terric Haplosaprists","very poorly",0,86,250,38.4,1.28,26.4453333536784,0,5.34000015258789,"none",86,"organic, herbaceous material & glaciofluvial deposits",,"depression & glacial drainage channel & glacial drainage channel & depression","yes","no",0,"M2 Mucky Depression","Mineral Muck"
186232,60,"98A1",36997771,65012,73412,0.198422764441674,0.198422764441674,100,100,100,"Adrian",2528252,754825,"2rfgy","Houghton muck, 0 to 1 percent slopes",FALSE,4,"histosols","terric haplosaprists","Sandy or sandy-skeletal, mixed, euic, mesic Terric Haplosaprists","very poorly",0,86,250,38.4,1.28,32.6453330485026,0,5.61999988555908,"none",86,"organic, herbaceous material & glaciofluvial deposits",,"depression & moraine & outwash plain & depression","yes","no",0,"M2 Mucky Depression","Mineral Muck"
186232,60,"98A1",36997771,65012,73412,0.198422764441674,0.198422764441674,100,100,100,"Palms",2528255,754825,"2rfgy","Houghton muck, 0 to 1 percent slopes",FALSE,2,"histosols","terric haplosaprists","Loamy, mixed, euic, mesic Terric Haplosaprists","very poorly",1,71,250,13.1666666666667,5.26666666666667,21.8966666666667,0,5.34600014686584,"none",71,"organic, herbaceous material & drift",,"moraine & outwash plain & till plain & depression & depression & depression & swamp & swamp & swamp & drainageway & drainageway & drainageway","yes","no",0,"M2 Mucky Depression","Mineral Muck"
186232,60,"98A1",36997771,65012,73412,0.198422764441674,0.198422764441674,100,100,100,"Houghton",2528241,754825,"2rfgy","Houghton muck, 0 to 1 percent slopes",TRUE,90,"histosols","typic haplosaprists","Euic, mesic Typic Haplosaprists","very poorly",0,250,250,0,0,79.3599975585937,0,5.92000007629395,"none",203,"organic, herbaceous material",,"depression & moraine & outwash plain & depression","yes","no",0,"M2 Mucky Depression","Deep Muck"
186232,60,"98A1",36997771,65012,73412,0.198422764441674,0.198422764441674,100,100,100,"Edwards",2528253,754825,"2rfgy","Houghton muck, 0 to 1 percent slopes",FALSE,3,"histosols","limnic haplosaprists","Marly, euic, mesic Limnic Haplosaprists","very poorly",0,23,250,11.2,9.52,41.82,0,5.87799989700317,"none",203,"organic, herbaceous material & marl",,"depression & moraine & outwash plain & depression","yes","no",0,"M2 Mucky Depression","Limnic Muck"
186248,60,"98A1",36997771,64996,21219,0.0573521037253839,0.0573521037253839,100,100,100,"Edwards",2528432,796923,"2x2st","Palms muck, 0 to 1 percent slopes",FALSE,1,"histosols","limnic haplosaprists","Marly, euic, mesic Limnic Haplosaprists","very poorly",0,23,250,11.2,9.52,41.82,0,5.87799989700317,"none",203,"organic, herbaceous material & marl",,"moraine & glacial drainage channel & outwash plain & lakebed (relict) & lakebed (relict) & lakebed (relict)","yes","no",0,"M2 Mucky Depression","Limnic Muck"
186248,60,"98A1",36997771,64996,21219,0.0573521037253839,0.0573521037253839,100,100,100,"Houghton",2528429,796923,"2x2st","Palms muck, 0 to 1 percent slopes",FALSE,2,"histosols","typic haplosaprists","Euic, mesic Typic Haplosaprists","very poorly",0,250,250,0,0,74,0,5.92000007629395,"none",203,"organic, herbaceous material",,"moraine & depression & drainageway & glacial drainage channel & drainageway & outwash plain & drainageway & depression & moraine & drainageway & outwash plain & depression","yes","no",0,"M2 Mucky Depression","Deep Muck"
186248,60,"98A1",36997771,64996,21219,0.0573521037253839,0.0573521037253839,100,100,100,"Palms",2528427,796923,"2x2st","Palms muck, 0 to 1 percent slopes",TRUE,92,"histosols","terric haplosaprists","Loamy, mixed, euic, mesic Terric Haplosaprists","very poorly",1,71,250,13.1666666666667,5.26666666666667,21.8966666666667,0,5.34600014686584,"none",71,"organic, herbaceous material & drift",,"moraine & outwash plain & till plain & depression & depression & depression & swamp & swamp & swamp & drainageway & drainageway & drainageway","yes","no",0,"M2 Mucky Depression","Mineral Muck"
186266,60,"98A1",36997771,73132,37420,0.101141228210748,0.101141228210748,100,100,100,"Adrian",2393899,754782,"2w5lx","Gilford sandy loam, 0 to 2 percent slopes, gravelly subsoil",FALSE,3,"histosols","terric haplosaprists","Sandy or sandy-skeletal, mixed, euic, mesic Terric Haplosaprists","very poorly",0,86,250,38.4,1.28,26.4453333536784,0,5.34000015258789,"none",86,"organic, herbaceous material & glaciofluvial deposits",,"depression & glacial drainage channel & glacial drainage channel & depression","yes","no",0,"M2 Mucky Depression","Mineral Muck"
186268,60,"98A1",36997771,82747,24902,0.0673067574800655,0.0673067574800655,100,100,100,"Adrian",291566,144035,"67tn","Cohoctah loam",FALSE,8,"histosols","terric medisaprists","Sandy or sandy-skeletal, mixed, euic, mesic Terric Medisaprists","very poorly",1,81,250,42.3659992980957,2.76,47.365,0,6.5,"none",81,,,"depression","yes","no",0,"M2 Mucky Depression","Mineral Muck"
186271,60,"98A1",36997771,82740,8947,0.024182537915595,0.024182537915595,100,100,100,"Palms",2528239,754820,"2w5mz","Barry loam, 0 to 2 percent slopes",FALSE,2,"histosols","terric haplosaprists","Loamy, mixed, euic, mesic Terric Haplosaprists","very poorly",1,71,250,13.1666666666667,5.26666666666667,21.8966666666667,0,5.34600014686584,"none",71,"organic, herbaceous material & drift",,"moraine & outwash plain & till plain & depression & depression & depression & swamp & swamp & swamp & drainageway & drainageway & drainageway","yes","no",0,"M2 Mucky Depression","Mineral Muck"
186272,60,"98A1",36997771,82756,64160,0.173415852538792,0.173415852538792,100,100,100,"Edwards",2528253,754825,"2rfgy","Houghton muck, 0 to 1 percent slopes",FALSE,3,"histosols","limnic haplosaprists","Marly, euic, mesic Limnic Haplosaprists","very poorly",0,23,250,11.2,9.52,41.82,0,5.87799989700317,"none",203,"organic, herbaceous material & marl",,"depression & moraine & outwash plain & depression","yes","no",0,"M2 Mucky Depression","Limnic Muck"
186272,60,"98A1",36997771,82756,64160,0.173415852538792,0.173415852538792,100,100,100,"Houghton",2528241,754825,"2rfgy","Houghton muck, 0 to 1 percent slopes",TRUE,90,"histosols","typic haplosaprists","Euic, mesic Typic Haplosaprists","very poorly",0,250,250,0,0,79.3599975585937,0,5.92000007629395,"none",203,"organic, herbaceous material",,"depression & moraine & outwash plain & depression","yes","no",0,"M2 Mucky Depression","Deep Muck"
186272,60,"98A1",36997771,82756,64160,0.173415852538792,0.173415852538792,100,100,100,"Adrian",2528252,754825,"2rfgy","Houghton muck, 0 to 1 percent slopes",FALSE,4,"histosols","terric haplosaprists","Sandy or sandy-skeletal, mixed, euic, mesic Terric Haplosaprists","very poorly",0,86,250,38.4,1.28,32.6453330485026,0,5.61999988555908,"none",86,"organic, herbaceous material & glaciofluvial deposits",,"depression & moraine & outwash plain & depression","yes","no",0,"M2 Mucky Depression","Mineral Muck"
186272,60,"98A1",36997771,82756,64160,0.173415852538792,0.173415852538792,100,100,100,"Palms",2528255,754825,"2rfgy","Houghton muck, 0 to 1 percent slopes",FALSE,2,"histosols","terric haplosaprists","Loamy, mixed, euic, mesic Terric Haplosaprists","very poorly",1,71,250,13.1666666666667,5.26666666666667,21.8966666666667,0,5.34600014686584,"none",71,"organic, herbaceous material & drift",,"moraine & outwash plain & till plain & depression & depression & depression & swamp & swamp & swamp & drainageway & drainageway & drainageway","yes","no",0,"M2 Mucky Depression","Mineral Muck"
186273,60,"98A1",36997771,82748,27150,0.0733827991962002,0.0733827991962002,100,100,100,"Histosols",268069,144020,"67tt","Histosols and Aquents, ponded",TRUE,46,"histosols",,"Histosols","very poorly",1,250,250,0,0,87.5,0,,"none",130,"organic, herbaceous material",,"depression & marsh","yes","no",0,"M2 Mucky Depression","Deep Muck"
